DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,dhsid_2,dhscc_2,dhsyear_2,dhsclust_2,ccfips_2,adm1fips_2,adm1fipsna_2,adm1salbna_2,adm1salbco_2,adm1dhs_2,adm1name_2,dhsregco_2,dhsregna_2,source_2,urban_rura_2,latnum_2,longnum_2,alt_gps_2,alt_dem_2,datum_2
CI201200000269,CI,2012.000000,269.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.441884,-4.070657,9999.000000,117.000000,WGS84,CI201200000269,CI,2012,269,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.441884,-4.070657,9999,117,WGS84
CI201200000270,CI,2012.000000,270.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.324337,-7.468090,9999.000000,440.000000,WGS84,CI201200000270,CI,2012,270,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.324337,-7.46809,9999,440,WGS84
CI201200000271,CI,2012.000000,271.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.749754,-8.312346,9999.000000,244.000000,WGS84,CI201200000271,CI,2012,271,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,6.749754,-8.312346,9999,244,WGS84
CI201200000272,CI,2012.000000,272.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.288669,-5.571484,9999.000000,208.000000,WGS84,CI201200000272,CI,2012,272,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,U,6.288669,-5.571484,9999,208,WGS84
CI201200000273,CI,2012.000000,273.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,9.006113,-3.139913,9999.000000,345.000000,WGS84,CI201200000273,CI,2012,273,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,9.006113,-3.139913,9999,345,WGS84
CI201200000274,CI,2012.000000,274.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.019182,-4.162591,9999.000000,280.000000,WGS84,CI201200000274,CI,2012,274,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,9.019182,-4.162591,9999,280,WGS84
CI201200000275,CI,2012.000000,275.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.889878,-5.577608,9999.000000,199.000000,WGS84,CI201200000275,CI,2012,275,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.889878,-5.577608,9999,199,WGS84
CI201200000276,CI,2012.000000,276.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.426858,-4.009561,9999.000000,116.000000,WGS84,CI201200000276,CI,2012,276,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.426858,-4.009561,9999,116,WGS84
CI201200000277,CI,2012.000000,277.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.289794,-3.970429,9999.000000,7.000000,WGS84,CI201200000277,CI,2012,277,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.289794,-3.970429,9999,7,WGS84
CI201200000278,CI,2012.000000,278.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,10.120234,-7.376751,9999.000000,422.000000,WGS84,CI201200000278,CI,2012,278,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,10.120234,-7.376751,9999,422,WGS84
CI201200000279,CI,2012.000000,279.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.782652,-6.644624,9999.000000,10.000000,WGS84,CI201200000279,CI,2012,279,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,U,4.782652,-6.644624,9999,10,WGS84
CI201200000280,CI,2012.000000,280.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.532476,-5.864428,9999.000000,338.000000,WGS84,CI201200000280,CI,2012,280,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.532476,-5.864428,9999,338,WGS84
CI201200000281,CI,2012.000000,281.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.175881,-5.790018,9999.000000,323.000000,WGS84,CI201200000281,CI,2012,281,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,8.175881,-5.790018,9999,323,WGS84
CI201200000282,CI,2012.000000,282.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.722199,-6.365466,9999.000000,167.000000,WGS84,CI201200000282,CI,2012,282,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.722199,-6.365466,9999,167,WGS84
CI201200000283,CI,2012.000000,283.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.723106,-5.050439,9999.000000,341.000000,WGS84,CI201200000283,CI,2012,283,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,7.723106,-5.050439,9999,341,WGS84
CI201200000284,CI,2012.000000,284.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.309836,-4.038522,9999.000000,2.000000,WGS84,CI201200000284,CI,2012,284,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.309836,-4.038522,9999,2,WGS84
CI201200000285,CI,2012.000000,285.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.668623,-3.271130,9999.000000,143.000000,WGS84,CI201200000285,CI,2012,285,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,6.668623,-3.27113,9999,143,WGS84
CI201200000286,CI,2012.000000,286.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.470056,-4.001488,9999.000000,110.000000,WGS84,CI201200000286,CI,2012,286,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.470056,-4.001488,9999,110,WGS84
CI201200000287,CI,2012.000000,287.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,8.492828,-6.604926,9999.000000,352.000000,WGS84,CI201200000287,CI,2012,287,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,U,8.492828,-6.604926,9999,352,WGS84
CI201200000288,CI,2012.000000,288.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.433715,-4.000732,9999.000000,100.000000,WGS84,CI201200000288,CI,2012,288,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.433715,-4.000732,9999,100,WGS84
CI201200000289,CI,2012.000000,289.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GAZ,R,6.222643,-6.171599,9999.000000,227.000000,WGS84,CI201200000289,CI,2012,289,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GAZ,R,6.222643,-6.171599,9999,227,WGS84
CI201200000290,CI,2012.000000,290.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.620986,-5.189044,9999.000000,328.000000,WGS84,CI201200000290,CI,2012,290,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,U,9.620986,-5.189044,9999,328,WGS84
CI201200000291,CI,2012.000000,291.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,7.310776,-7.340376,9999.000000,311.000000,WGS84,CI201200000291,CI,2012,291,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,7.310776,-7.340376,9999,311,WGS84
CI201200000292,CI,2012.000000,292.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.475539,-5.594808,9999.000000,347.000000,WGS84,CI201200000292,CI,2012,292,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,U,9.475539,-5.594808,9999,347,WGS84
CI201200000293,CI,2012.000000,293.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.728283,-3.486844,9999.000000,187.000000,WGS84,CI201200000293,CI,2012,293,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,U,6.728283,-3.486844,9999,187,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000294,CI,2012.000000,294.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000295,CI,2012.000000,295.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.356549,-4.449500,9999.000000,123.000000,WGS84,CI201200000295,CI,2012,295,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,R,7.356549,-4.4495,9999,123,WGS84
CI201200000296,CI,2012.000000,296.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.875244,-6.471073,9999.000000,268.000000,WGS84,CI201200000296,CI,2012,296,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,U,6.875244,-6.471073,9999,268,WGS84
CI201200000297,CI,2012.000000,297.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.980409,-8.014154,9999.000000,288.000000,WGS84,CI201200000297,CI,2012,297,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,6.980409,-8.014154,9999,288,WGS84
CI201200000298,CI,2012.000000,298.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.784051,-6.664580,9999.000000,22.000000,WGS84,CI201200000298,CI,2012,298,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,U,4.784051,-6.66458,9999,22,WGS84
CI201200000299,CI,2012.000000,299.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,U,6.808249,-5.257850,9999.000000,235.000000,WGS84,CI201200000299,CI,2012,299,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,GPS,U,6.808249,-5.25785,9999,235,WGS84
CI201200000300,CI,2012.000000,300.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.591973,-8.491413,9999.000000,239.000000,WGS84,CI201200000300,CI,2012,300,IV,NULL,NULL,NULL,NULL,9999,NULL,8,Ouest,GPS,R,6.591973,-8.491413,9999,239,WGS84
CI201200000301,CI,2012.000000,301.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,U,9.804642,-3.354418,9999.000000,333.000000,WGS84,CI201200000301,CI,2012,301,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,U,9.804642,-3.354418,9999,333,WGS84
CI201200000302,CI,2012.000000,302.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.302406,-3.993134,9999.000000,7.000000,WGS84,CI201200000302,CI,2012,302,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.302406,-3.993134,9999,7,WGS84
CI201200000303,CI,2012.000000,303.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.451838,-3.975796,9999.000000,81.000000,WGS84,CI201200000303,CI,2012,303,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.451838,-3.975796,9999,81,WGS84
CI201200000304,CI,2012.000000,304.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,5.793563,-6.585972,9999.000000,143.000000,WGS84,CI201200000304,CI,2012,304,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,U,5.793563,-6.585972,9999,143,WGS84
CI201200000305,CI,2012.000000,305.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.419648,-3.489301,9999.000000,20.000000,WGS84,CI201200000305,CI,2012,305,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,GPS,R,5.419648,-3.489301,9999,20,WGS84
CI201200000306,CI,2012.000000,306.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.981778,-3.732199,9999.000000,153.000000,WGS84,CI201200000306,CI,2012,306,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,R,6.981778,-3.732199,9999,153,WGS84
CI201200000307,CI,2012.000000,307.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.581625,-5.210230,9999.000000,337.000000,WGS84,CI201200000307,CI,2012,307,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,U,9.581625,-5.21023,9999,337,WGS84
CI201200000308,CI,2012.000000,308.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,8.232849,-3.162295,9999.000000,330.000000,WGS84,CI201200000308,CI,2012,308,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,8.232849,-3.162295,9999,330,WGS84
CI201200000309,CI,2012.000000,309.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.334246,-6.063486,9999.000000,376.000000,WGS84,CI201200000309,CI,2012,309,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,9.334246,-6.063486,9999,376,WGS84
CI201200000310,CI,2012.000000,310.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,7.963581,-7.646503,9999.000000,472.000000,WGS84,CI201200000310,CI,2012,310,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,GPS,R,7.963581,-7.646503,9999,472,WGS84
CI201200000311,CI,2012.000000,311.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.304897,-3.958715,9999.000000,5.000000,WGS84,CI201200000311,CI,2012,311,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.304897,-3.958715,9999,5,WGS84
CI201200000312,CI,2012.000000,312.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.855113,-3.281843,9999.000000,190.000000,WGS84,CI201200000312,CI,2012,312,IV,NULL,NULL,NULL,NULL,9999,NULL,2,Centre-Est,GPS,R,6.855113,-3.281843,9999,190,WGS84
CI201200000313,CI,2012.000000,313.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.351028,-4.030861,9999.000000,49.000000,WGS84,CI201200000313,CI,2012,313,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.351028,-4.030861,9999,49,WGS84
CI201200000314,CI,2012.000000,314.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.917465,-3.322484,9999.000000,204.000000,WGS84,CI201200000314,CI,2012,314,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,7.917465,-3.322484,9999,204,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000342,CI,2012,342,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000206,CI,2012,206,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000294,CI,2012,294,IV,NULL,NULL,NULL,NULL,9999,NULL,1,Centre,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000174,CI,2012,174,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000345,CI,2012,345,IV,NULL,NULL,NULL,NULL,9999,NULL,7,Nord-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000330,CI,2012,330,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000315,CI,2012,315,IV,NULL,NULL,NULL,NULL,9999,NULL,9,Sud sans Abidjan,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000166,CI,2012,166,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000149,CI,2012,149,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,MIS,R,0,0,9999,9999,WGS84
CI201200000315,CI,2012.000000,315.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,MIS,R,0.000000,0.000000,9999.000000,9999.000000,WGS84,CI201200000186,CI,2012,186,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,MIS,R,0,0,9999,9999,WGS84
CI201200000316,CI,2012.000000,316.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GAZ,U,7.668009,-5.553074,9999.000000,217.000000,WGS84,CI201200000316,CI,2012,316,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GAZ,U,7.668009,-5.553074,9999,217,WGS84
CI201200000317,CI,2012.000000,317.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.368037,-4.011090,9999.000000,40.000000,WGS84,CI201200000317,CI,2012,317,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.368037,-4.01109,9999,40,WGS84
CI201200000318,CI,2012.000000,318.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.702720,-5.066071,9999.000000,375.000000,WGS84,CI201200000318,CI,2012,318,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,7.70272,-5.066071,9999,375,WGS84
CI201200000319,CI,2012.000000,319.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,7.522481,-6.045029,9999.000000,226.000000,WGS84,CI201200000319,CI,2012,319,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,R,7.522481,-6.045029,9999,226,WGS84
CI201200000320,CI,2012.000000,320.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,8.156803,-2.971727,9999.000000,458.000000,WGS84,CI201200000320,CI,2012,320,IV,NULL,NULL,NULL,NULL,9999,NULL,6,Nord-Est,GPS,R,8.156803,-2.971727,9999,458,WGS84
CI201200000321,CI,2012.000000,321.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.443351,-6.209723,9999.000000,90.000000,WGS84,CI201200000321,CI,2012,321,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.443351,-6.209723,9999,90,WGS84
CI201200000322,CI,2012.000000,322.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,R,7.553035,-5.201680,9999.000000,269.000000,WGS84,CI201200000322,CI,2012,322,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,R,7.553035,-5.20168,9999,269,WGS84
CI201200000323,CI,2012.000000,323.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.212399,-5.714182,9999.000000,51.000000,WGS84,CI201200000323,CI,2012,323,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,5.212399,-5.714182,9999,51,WGS84
CI201200000324,CI,2012.000000,324.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,8.119737,-5.096114,9999.000000,313.000000,WGS84,CI201200000324,CI,2012,324,IV,NULL,NULL,NULL,NULL,9999,NULL,3,Centre-Nord,GPS,U,8.119737,-5.096114,9999,313,WGS84
CI201200000325,CI,2012.000000,325.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.897381,-6.378663,9999.000000,240.000000,WGS84,CI201200000325,CI,2012,325,IV,NULL,NULL,NULL,NULL,9999,NULL,4,Centre-Ouest,GPS,R,6.897381,-6.378663,9999,240,WGS84
CI201200000326,CI,2012.000000,326.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,6.015397,-6.949550,9999.000000,226.000000,WGS84,CI201200000326,CI,2012,326,IV,NULL,NULL,NULL,NULL,9999,NULL,10,Sud-Ouest,GPS,R,6.015397,-6.94955,9999,226,WGS84
CI201200000327,CI,2012.000000,327.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.313311,-5.624613,9999.000000,325.000000,WGS84,CI201200000327,CI,2012,327,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,R,9.313311,-5.624613,9999,325,WGS84
CI201200000328,CI,2012.000000,328.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.520201,-6.474282,9999.000000,406.000000,WGS84,CI201200000328,CI,2012,328,IV,NULL,NULL,NULL,NULL,9999,NULL,5,Nord,GPS,U,9.520201,-6.474282,9999,406,WGS84
CI201200000329,CI,2012.000000,329.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.325570,-4.054645,9999.000000,29.000000,WGS84,CI201200000329,CI,2012,329,IV,NULL,NULL,NULL,NULL,9999,NULL,11,Ville D'Abidjan,GPS,U,5.32557,-4.054645,9999,29,WGS84
