DHSID,DHSCC,DHSYEAR,DHSCLUST,CCFIPS,ADM1FIPS,ADM1FIPSNA,ADM1SALBNA,ADM1SALBCO,ADM1DHS,ADM1NAME,DHSREGCO,DHSREGNA,SOURCE,URBAN_RURA,LATNUM,LONGNUM,ALT_GPS,ALT_DEM,DATUM,ID_0,ISO,NAME_0,ID_1,NAME_1,TYPE_1,ENGTYPE_1,NL_NAME_1,VARNAME_1
CI201200000089,CI,2012.000000,89.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.825132,-5.540191,9999.000000,156.000000,WGS84,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,
CI201200000090,CI,2012.000000,90.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.362925,-3.373293,9999.000000,115.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000091,CI,2012.000000,91.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.801044,-4.979537,9999.000000,281.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000092,CI,2012.000000,92.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,6.962653,-8.248008,9999.000000,250.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000093,CI,2012.000000,93.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.336272,-4.015727,9999.000000,27.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000094,CI,2012.000000,94.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,4.954372,-7.034961,9999.000000,144.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000095,CI,2012.000000,95.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.066473,-6.159750,9999.000000,344.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000096,CI,2012.000000,96.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.559061,-5.788218,9999.000000,249.000000,WGS84,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,
CI201200000097,CI,2012.000000,97.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.379520,-4.072478,9999.000000,74.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000098,CI,2012.000000,98.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,U,6.806986,-5.265114,9999.000000,210.000000,WGS84,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,
CI201200000099,CI,2012.000000,99.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,7.095740,-3.145705,9999.000000,215.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000100,CI,2012.000000,100.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.685151,-6.488674,9999.000000,224.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000101,CI,2012.000000,101.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,R,9.308593,-5.248729,9999.000000,357.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000102,CI,2012.000000,102.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.346215,-4.107622,9999.000000,66.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000103,CI,2012.000000,103.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,6.164881,-6.852486,9999.000000,194.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000104,CI,2012.000000,104.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,4.765075,-7.500837,9999.000000,74.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000105,CI,2012.000000,105.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.953257,-5.155280,9999.000000,321.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000106,CI,2012.000000,106.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.465508,-6.190066,9999.000000,399.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000107,CI,2012.000000,107.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.943022,-6.335982,9999.000000,180.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000108,CI,2012.000000,108.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GAZ,U,7.705667,-5.020433,9999.000000,353.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000109,CI,2012.000000,109.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,8.296590,-3.931402,9999.000000,203.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000110,CI,2012.000000,110.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.682848,-4.568689,9999.000000,90.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000111,CI,2012.000000,111.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,4.679129,-7.117418,9999.000000,27.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000112,CI,2012.000000,112.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.676075,-5.001397,9999.000000,352.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000113,CI,2012.000000,113.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,7.740542,-7.635191,9999.000000,515.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000114,CI,2012.000000,114.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.332830,-4.078723,9999.000000,43.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000115,CI,2012.000000,115.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.145133,-3.383995,9999.000000,105.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000116,CI,2012.000000,116.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.310639,-3.932723,9999.000000,7.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000117,CI,2012.000000,117.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,7.546580,-7.214760,9999.000000,300.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000118,CI,2012.000000,118.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.509688,-6.067000,9999.000000,363.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000119,CI,2012.000000,119.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,4.897206,-7.482269,9999.000000,75.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000120,CI,2012.000000,120.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,10.388346,-5.724522,9999.000000,352.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000121,CI,2012.000000,121.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.770069,-6.657807,9999.000000,9.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000122,CI,2012.000000,122.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,5.797293,-5.992836,9999.000000,220.000000,WGS84,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,
CI201200000123,CI,2012.000000,123.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.897991,-6.455416,9999.000000,269.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000124,CI,2012.000000,124.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.654972,-5.472389,9999.000000,237.000000,WGS84,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,
CI201200000125,CI,2012.000000,125.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,7.295500,-6.809865,9999.000000,261.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000126,CI,2012.000000,126.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,6.397834,-4.890434,9999.000000,163.000000,WGS84,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,
CI201200000127,CI,2012.000000,127.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,7.266339,-8.155649,9999.000000,351.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000128,CI,2012.000000,128.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,9.505708,-7.581181,9999.000000,416.000000,WGS84,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,
CI201200000129,CI,2012.000000,129.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,6.383130,-3.873341,9999.000000,141.000000,WGS84,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi
CI201200000130,CI,2012.000000,130.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,7.079795,-7.055510,9999.000000,215.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000131,CI,2012.000000,131.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GAZ,U,5.929377,-4.221194,9999.000000,30.000000,WGS84,57,CIV,Côte d'Ivoire,1,Agnéby,Région,Region,,Agnébi
CI201200000132,CI,2012.000000,132.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.917156,-5.625558,9999.000000,346.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000133,CI,2012.000000,133.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.377326,-3.067031,9999.000000,245.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000134,CI,2012.000000,134.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,U,6.804543,-5.280965,9999.000000,209.000000,WGS84,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,
CI201200000135,CI,2012.000000,135.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GAZ,U,9.506225,-7.563249,9999.000000,428.000000,WGS84,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,
CI201200000136,CI,2012.000000,136.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.421475,-4.021337,9999.000000,117.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000137,CI,2012.000000,137.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.728044,-3.484936,9999.000000,171.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000138,CI,2012.000000,138.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.848057,-3.516962,9999.000000,176.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000139,CI,2012.000000,139.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.668400,-5.534807,9999.000000,346.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000140,CI,2012.000000,140.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,8.166209,-3.630171,9999.000000,226.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000141,CI,2012.000000,141.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.718888,-3.502877,9999.000000,185.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000142,CI,2012.000000,142.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.365173,-4.002040,9999.000000,86.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000143,CI,2012.000000,143.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,R,7.923090,-2.848583,9999.000000,369.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000144,CI,2012.000000,144.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.204362,-6.555392,9999.000000,422.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000145,CI,2012.000000,145.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,U,9.265525,-3.008512,9999.000000,315.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
CI201200000146,CI,2012.000000,146.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.568554,-3.326121,9999.000000,149.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000147,CI,2012.000000,147.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.653226,-3.718633,9999.000000,154.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000148,CI,2012.000000,148.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,6.740592,-7.339064,9999.000000,229.000000,WGS84,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,Région,Region,,
CI201200000150,CI,2012.000000,150.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,U,9.438609,-5.649560,9999.000000,389.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000151,CI,2012.000000,151.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.453503,-4.027004,9999.000000,124.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000152,CI,2012.000000,152.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.226644,-4.991859,9999.000000,202.000000,WGS84,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,
CI201200000153,CI,2012.000000,153.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,9.465024,-6.966752,9999.000000,541.000000,WGS84,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,
CI201200000154,CI,2012.000000,154.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,7.264778,-3.415550,9999.000000,185.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000155,CI,2012.000000,155.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,6.027104,-5.951458,9999.000000,200.000000,WGS84,57,CIV,Côte d'Ivoire,6,Fromager,Région,Region,,
CI201200000156,CI,2012.000000,156.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.313266,-3.961711,9999.000000,6.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000157,CI,2012.000000,157.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.347521,-5.467213,9999.000000,343.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000158,CI,2012.000000,158.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.369488,-4.471296,9999.000000,65.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000159,CI,2012.000000,159.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.412300,-7.361569,9999.000000,9.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000160,CI,2012.000000,160.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.257701,-3.991291,9999.000000,8.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000161,CI,2012.000000,161.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,7.668145,-5.032463,9999.000000,340.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000162,CI,2012.000000,162.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,10.173371,-6.540317,9999.000000,355.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000163,CI,2012.000000,163.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,U,7.413459,-7.563210,9999.000000,341.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000164,CI,2012.000000,164.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GPS,U,8.137139,-5.119208,9999.000000,314.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000165,CI,2012.000000,165.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.281250,-3.965849,9999.000000,4.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000167,CI,2012.000000,167.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,3.000000,Centre-Nord,GAZ,R,7.870836,-5.439602,9999.000000,222.000000,WGS84,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,Région,Region,,
CI201200000168,CI,2012.000000,168.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.231490,-5.080636,9999.000000,33.000000,WGS84,57,CIV,Côte d'Ivoire,15,Sud-Bandama,Région,Region,,
CI201200000169,CI,2012.000000,169.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,9.456007,-7.539601,9999.000000,425.000000,WGS84,57,CIV,Côte d'Ivoire,4,Denguélé,Région,Region,,
CI201200000170,CI,2012.000000,170.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.930113,-7.853768,9999.000000,696.000000,WGS84,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,
CI201200000171,CI,2012.000000,171.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.212804,-3.733471,9999.000000,7.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000172,CI,2012.000000,172.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.054446,-6.636177,9999.000000,296.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000173,CI,2012.000000,173.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.493267,-5.459961,9999.000000,369.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000175,CI,2012.000000,175.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.203104,-5.280529,9999.000000,217.000000,WGS84,57,CIV,Côte d'Ivoire,8,Lacs,Région,Region,,
CI201200000177,CI,2012.000000,177.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,U,5.413410,-3.032548,9999.000000,99.000000,WGS84,57,CIV,Côte d'Ivoire,16,Sud-Comoé,Région,Region,,
CI201200000178,CI,2012.000000,178.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,8.274536,-7.690936,9999.000000,497.000000,WGS84,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,
CI201200000179,CI,2012.000000,179.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,9.000000,Sud sans Abidjan,GPS,R,5.664230,-3.744648,9999.000000,79.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000180,CI,2012.000000,180.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,6.861869,-6.443716,9999.000000,277.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000181,CI,2012.000000,181.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.080929,-5.749752,9999.000000,333.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000182,CI,2012.000000,182.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,R,7.534428,-6.324349,9999.000000,270.000000,WGS84,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,Région,Region,,Sassandra supérieur
CI201200000183,CI,2012.000000,183.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,U,6.728799,-3.492422,9999.000000,182.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000184,CI,2012.000000,184.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,2.000000,Centre-Est,GPS,R,6.381441,-3.345859,9999.000000,135.000000,WGS84,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,Région,Region,,Comoé central
CI201200000185,CI,2012.000000,185.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.002555,-6.567861,9999.000000,56.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000187,CI,2012.000000,187.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,4.000000,Centre-Ouest,GPS,U,7.417962,-6.062225,9999.000000,206.000000,WGS84,57,CIV,Côte d'Ivoire,10,Marahoué,Région,Region,,
CI201200000188,CI,2012.000000,188.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,8.000000,Ouest,GPS,R,7.456828,-7.494493,9999.000000,422.000000,WGS84,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,Région,Region,,
CI201200000189,CI,2012.000000,189.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,U,7.963135,-6.661925,9999.000000,340.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000190,CI,2012.000000,190.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.869862,-6.687437,9999.000000,355.000000,WGS84,57,CIV,Côte d'Ivoire,18,Worodougou,Région,Region,,
CI201200000191,CI,2012.000000,191.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,U,4.949658,-6.097641,9999.000000,10.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000192,CI,2012.000000,192.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,1.000000,Centre,GPS,R,7.235611,-3.766479,9999.000000,200.000000,WGS84,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,Région,Region,,
CI201200000193,CI,2012.000000,193.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,5.000000,Nord,GPS,R,9.205372,-5.706714,9999.000000,349.000000,WGS84,57,CIV,Côte d'Ivoire,14,Savanes,Région,Region,,
CI201200000194,CI,2012.000000,194.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,11.000000,Ville D'Abidjan,GPS,U,5.356009,-4.049525,9999.000000,39.000000,WGS84,57,CIV,Côte d'Ivoire,9,Lagunes,Région,Region,,
CI201200000195,CI,2012.000000,195.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,7.000000,Nord-Ouest,GPS,R,8.496604,-7.168633,9999.000000,308.000000,WGS84,57,CIV,Côte d'Ivoire,2,Bafing,Région,Region,,
CI201200000196,CI,2012.000000,196.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,10.000000,Sud-Ouest,GPS,R,5.398599,-6.302940,9999.000000,76.000000,WGS84,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,Région,Region,,Cavally inférieur
CI201200000197,CI,2012.000000,197.000000,IV,NULL,NULL,NULL,NULL,9999.000000,NULL,6.000000,Nord-Est,GPS,U,8.032071,-2.799527,9999.000000,353.000000,WGS84,57,CIV,Côte d'Ivoire,19,Zanzan,Région,Region,,
