CT,field_2,field_3,O_Area_km2,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,P_Area_km2
113,-3.94572,6.66989,458.02243,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,95,Arrah,Sous-préfecture,Sub-prefecture,,,430.91388
951,-3.31671,6.12438,201.51009,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,92,Bettie,Sous-préfecture,Sub-prefecture,,,201.51009
128,-3.98376,5.54571,168.20499,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,8.16166
128,-3.98376,5.54571,168.20499,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,155.21249
128,-3.98376,5.54571,168.20499,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,7,Azaguie,Sous-préfecture,Sub-prefecture,,,4.83084
1078,-5.15445,5.6064,386.54103,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,131,Divo,Sous-préfecture,Sub-prefecture,,,2.91603
1078,-5.15445,5.6064,386.54103,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,133,Guitry,Sous-préfecture,Sub-prefecture,,,383.56995
1078,-5.15445,5.6064,386.54103,57,CIV,Côte d'Ivoire,9,Lagunes,21,Grand-Lahou,78,Grand-Lahou,Sous-préfecture,Sub-prefecture,,,0.05505
35,-3.3891,6.65709,162.29093,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,51.23395
35,-3.3891,6.65709,162.29093,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,93,Niable,Sous-préfecture,Sub-prefecture,,,111.05698
136,-4.08899,5.52655,125.18378,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,124.54838
136,-4.08899,5.52655,125.18378,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,7,Azaguie,Sous-préfecture,Sub-prefecture,,,0.6354
217,-7.98344,6.59438,530.23994,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,87,Blolequin,Sous-préfecture,Sub-prefecture,,,530.23994
427,-6.88195,9.88881,2106.82618,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,108,Gbon,Sous-préfecture,Sub-prefecture,,,44.69265
427,-6.88195,9.88881,2106.82618,57,CIV,Côte d'Ivoire,14,Savanes,34,Boundiali,110,Kolia,Sous-préfecture,Sub-prefecture,,,605.1517
427,-6.88195,9.88881,2106.82618,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,28,Goulia,Sous-préfecture,Sub-prefecture,,,764.30226
427,-6.88195,9.88881,2106.82618,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,30,Madinani,Sous-préfecture,Sub-prefecture,,,692.67958
330,-4.04546,5.34097,1.38316,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.38316
109,-3.33333,6.29967,126.93792,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,126.93792
956,-6.08486,4.97452,267.98549,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,267.98549
731,-3.99212,5.3307,0.83987,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.83987
145,-5.15268,9.19053,896.28619,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,158,Tafiere,Sous-préfecture,Sub-prefecture,,,679.92763
145,-5.15268,9.19053,896.28619,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,114,Kong,Sous-préfecture,Sub-prefecture,,,32.76676
145,-5.15268,9.19053,896.28619,57,CIV,Côte d'Ivoire,14,Savanes,35,Ferkessédougou,115,Koumbala,Sous-préfecture,Sub-prefecture,,,183.59179
942,-7.56235,9.82915,824.28759,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,32,Odienne,Sous-préfecture,Sub-prefecture,,,343.9499
942,-7.56235,9.82915,824.28759,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,33,Samatiguila,Sous-préfecture,Sub-prefecture,,,193.44679
942,-7.56235,9.82915,824.28759,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,37,Tienko,Sous-préfecture,Sub-prefecture,,,1.01799
942,-7.56235,9.82915,824.28759,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,29,Kaniasso,Sous-préfecture,Sub-prefecture,,,224.95507
942,-7.56235,9.82915,824.28759,57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,31,Minignan,Sous-préfecture,Sub-prefecture,,,60.91784
399,-3.44485,7.10288,326.12691,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,28,Abengourou,91,Abengourou,Sous-préfecture,Sub-prefecture,,,12.28457
399,-3.44485,7.10288,326.12691,57,CIV,Côte d'Ivoire,12,Moyen-Comoé,29,Agnibilékrou,94,Agnibilekro,Sous-préfecture,Sub-prefecture,,,313.84234
1019,-3.98932,5.39411,0.67571,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.67571
808,-4.09871,5.32157,0.96493,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.96493
886,-4.05445,5.4528,1.33337,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.33337
607,-5.61011,6.65325,348.37922,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,54,Oume,Sous-préfecture,Sub-prefecture,,,44.00747
607,-5.61011,6.65325,348.37922,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,0.34783
607,-5.61011,6.65325,348.37922,57,CIV,Côte d'Ivoire,10,Marahoué,24,Sinfra,83,Sinfra,Sous-préfecture,Sub-prefecture,,,304.02392
689,-4.05198,5.3471,0.96052,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.96052
1225,-4.25572,5.41775,129.28318,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,16.84007
1225,-4.25572,5.41775,129.28318,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,73,Dabou,Sous-préfecture,Sub-prefecture,,,56.17467
1225,-4.25572,5.41775,129.28318,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,77,Songon,Sous-préfecture,Sub-prefecture,,,56.26844
996,-3.9987,5.34812,0.56079,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.56079
179,-6.27719,7.16895,185.56025,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,55,Bediala,Sous-préfecture,Sub-prefecture,,,157.17464
179,-6.27719,7.16895,185.56025,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,17,Vavoua,61,Vavoua,Sous-préfecture,Sub-prefecture,,,0.02329
179,-6.27719,7.16895,185.56025,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,85,Zuenoula,Sous-préfecture,Sub-prefecture,,,28.36232
297,-4.0246,5.36367,0.38397,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.38397
143,-4.01889,5.31874,0.14326,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.14326
714,-3.97298,5.27773,0.56561,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.56561
362,-5.33398,6.02274,384.3629,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,131,Divo,Sous-préfecture,Sub-prefecture,,,332.16147
362,-5.33398,6.02274,384.3629,57,CIV,Côte d'Ivoire,15,Sud-Bandama,38,Divo,134,Hire,Sous-préfecture,Sub-prefecture,,,28.86123
362,-5.33398,6.02274,384.3629,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,135,Lakota,Sous-préfecture,Sub-prefecture,,,20.78657
362,-5.33398,6.02274,384.3629,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,136,Zikisso,Sous-préfecture,Sub-prefecture,,,2.55362
968,-5.29731,6.88935,64.0074,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,64.0074
699,-5.91833,7.40023,193.08893,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,9.37175
699,-5.91833,7.40023,193.08893,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,84,Gohitafla,Sous-préfecture,Sub-prefecture,,,167.70975
699,-5.91833,7.40023,193.08893,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,85,Zuenoula,Sous-préfecture,Sub-prefecture,,,16.00743
692,-6.12058,6.10196,175.93304,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,42.24685
692,-6.12058,6.10196,175.93304,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,51,Guiberoua,Sous-préfecture,Sub-prefecture,,,133.68619
635,-7.5463,7.7121,1201.55675,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,39,Biankouma,Sous-préfecture,Sub-prefecture,,,873.10048
635,-7.5463,7.7121,1201.55675,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,40,Gbonne,Sous-préfecture,Sub-prefecture,,,285.51681
635,-7.5463,7.7121,1201.55675,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,48,Man,Sous-préfecture,Sub-prefecture,,,30.75387
635,-7.5463,7.7121,1201.55675,57,CIV,Côte d'Ivoire,2,Bafing,3,Touba,15,Touba,Sous-préfecture,Sub-prefecture,,,12.1856
724,-4.08983,5.33062,0.67669,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.67669
300,-3.93541,5.36357,1.99935,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.50756
300,-3.93541,5.36357,1.99935,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,71,Bingerville,Sous-préfecture,Sub-prefecture,,,0.49179
156,-6.42959,6.32012,140.18303,57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,51,Guiberoua,Sous-préfecture,Sub-prefecture,,,46.62572
156,-6.42959,6.32012,140.18303,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,21,Grand-Zattry,Sous-préfecture,Sub-prefecture,,,11.51045
156,-6.42959,6.32012,140.18303,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,16,Issia,59,Issia,Sous-préfecture,Sub-prefecture,,,82.04686
315,-5.21533,6.76156,60.68991,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,48.22692
315,-5.21533,6.76156,60.68991,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,12.463
231,-3.52619,5.48876,372.55437,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,69,Alepe,Sous-préfecture,Sub-prefecture,,,9.52387
231,-3.52619,5.48876,372.55437,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,363.03051
619,-2.89407,5.50817,389.4101,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,140,Mafere,Sous-préfecture,Sub-prefecture,,,389.4101
566,-3.9082,5.36885,20.6737,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,2.56947
566,-3.9082,5.36885,20.6737,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,71,Bingerville,Sous-préfecture,Sub-prefecture,,,18.10424
208,-6.03408,7.33873,337.64719,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,55,Bediala,Sous-préfecture,Sub-prefecture,,,23.21629
208,-6.03408,7.33873,337.64719,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,81,Bonon,Sous-préfecture,Sub-prefecture,,,0.14095
208,-6.03408,7.33873,337.64719,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,84,Gohitafla,Sous-préfecture,Sub-prefecture,,,2.918
208,-6.03408,7.33873,337.64719,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,85,Zuenoula,Sous-préfecture,Sub-prefecture,,,311.37195
524,-7.49958,6.54896,677.84349,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,26,Duékoué,86,Duekoue,Sous-préfecture,Sub-prefecture,,,39.65759
524,-7.49958,6.54896,677.84349,57,CIV,Côte d'Ivoire,11,Moyen-Cavally,27,Guiglo,88,Guiglo,Sous-préfecture,Sub-prefecture,,,638.1859
801,-4.39997,6.4625,119.06733,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,30,Bongouanou,97,M'batto,Sous-préfecture,Sub-prefecture,,,119.06733
1159,-6.24261,6.8007,242.16327,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,55,Bediala,Sous-préfecture,Sub-prefecture,,,4.83616
1159,-6.24261,6.8007,242.16327,57,CIV,Côte d'Ivoire,7,Haut-Sassandra,15,Daloa,56,Daloa,Sous-préfecture,Sub-prefecture,,,224.93147
1159,-6.24261,6.8007,242.16327,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,81,Bonon,Sous-préfecture,Sub-prefecture,,,12.39564
82,-3.97537,5.30374,0.24216,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.24216
500,-2.96723,7.89601,129.33241,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,175,Bondoukou,Sous-préfecture,Sub-prefecture,,,66.83118
500,-2.96723,7.89601,129.33241,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,181,Assuefry,Sous-préfecture,Sub-prefecture,,,14.369
500,-2.96723,7.89601,129.33241,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,184,Tanda,Sous-préfecture,Sub-prefecture,,,48.13224
617,-7.15803,4.64042,314.0544,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,16,Grand-Bereby,Sous-préfecture,Sub-prefecture,,,289.88224
617,-7.15803,4.64042,314.0544,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,24,Grabo,Sous-préfecture,Sub-prefecture,,,18.54297
617,-7.15803,4.64042,314.0544,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,7,Tabou,25,Tabou,Sous-préfecture,Sub-prefecture,,,5.62919
406,-4.18183,5.67444,199.96573,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,70,Anyama,Sous-préfecture,Sub-prefecture,,,1.68259
406,-4.18183,5.67444,199.96573,57,CIV,Côte d'Ivoire,1,Agnéby,2,Agboville,7,Azaguie,Sous-préfecture,Sub-prefecture,,,198.28314
33,-3.93629,5.25585,2.89441,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,2.89441
615,-5.61558,5.71696,175.73527,57,CIV,Côte d'Ivoire,15,Sud-Bandama,39,Lakota,135,Lakota,Sous-préfecture,Sub-prefecture,,,175.73527
1016,-6.61502,5.77325,56.74553,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,22,Meagui (Gnamangui),Sous-préfecture,Sub-prefecture,,,53.20196
1016,-6.61502,5.77325,56.74553,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,3.54357
1218,-3.12862,7.95923,395.3737,57,CIV,Côte d'Ivoire,19,Zanzan,48,Bondoukou,175,Bondoukou,Sous-préfecture,Sub-prefecture,,,156.08011
1218,-3.12862,7.95923,395.3737,57,CIV,Côte d'Ivoire,19,Zanzan,50,Tanda,184,Tanda,Sous-préfecture,Sub-prefecture,,,239.29359
98,-5.53866,7.02652,335.94459,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,66,Tiebissou,Sous-préfecture,Sub-prefecture,,,113.51392
98,-5.53866,7.02652,335.94459,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,222.43067
620,-3.49336,5.28325,133.31539,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,72,Bonoua,Sous-préfecture,Sub-prefecture,,,129.75608
620,-3.49336,5.28325,133.31539,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,138,Adiake,Sous-préfecture,Sub-prefecture,,,3.55931
1119,-5.58228,7.66614,331.66908,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,41,Béoumi,142,Beoumi,Sous-préfecture,Sub-prefecture,,,235.42007
1119,-5.58228,7.66614,331.66908,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,163,Kounahiri,Sous-préfecture,Sub-prefecture,,,9.24648
1119,-5.58228,7.66614,331.66908,57,CIV,Côte d'Ivoire,10,Marahoué,25,Zuénoula,84,Gohitafla,Sous-préfecture,Sub-prefecture,,,87.00253
74,-5.04798,7.91716,698.19045,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,145,Bouake,Sous-préfecture,Sub-prefecture,,,500.60085
74,-5.04798,7.91716,698.19045,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,146,Brobo,Sous-préfecture,Sub-prefecture,,,0.19093
74,-5.04798,7.91716,698.19045,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,147,Diabo,Sous-préfecture,Sub-prefecture,,,78.08927
74,-5.04798,7.91716,698.19045,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,156,Katiola,Sous-préfecture,Sub-prefecture,,,119.3094
425,-4.0182,5.32725,0.20861,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.20861
993,-6.02397,8.41234,995.44777,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,161,Dianra,Sous-préfecture,Sub-prefecture,,,0.12518
993,-6.02397,8.41234,995.44777,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,164,Mankono,Sous-préfecture,Sub-prefecture,,,18.32082
993,-6.02397,8.41234,995.44777,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,165,Sarhala,Sous-préfecture,Sub-prefecture,,,585.13547
993,-6.02397,8.41234,995.44777,57,CIV,Côte d'Ivoire,18,Worodougou,46,Mankono,166,Tieningboue,Sous-préfecture,Sub-prefecture,,,385.17411
993,-6.02397,8.41234,995.44777,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,118,Dikodougou,Sous-préfecture,Sub-prefecture,,,6.69218
276,-5.02719,7.65189,100.924,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,145,Bouake,Sous-préfecture,Sub-prefecture,,,94.04021
276,-5.02719,7.65189,100.924,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,42,Bouaké,148,Djebonoua,Sous-préfecture,Sub-prefecture,,,6.88379
256,-5.48929,6.72243,249.90875,57,CIV,Côte d'Ivoire,8,Lacs,19,Yamoussoukro,67,Yamoussoukro,Sous-préfecture,Sub-prefecture,,,3.12309
256,-5.48929,6.72243,249.90875,57,CIV,Côte d'Ivoire,6,Fromager,14,Oumé,54,Oume,Sous-préfecture,Sub-prefecture,,,0.00957
256,-5.48929,6.72243,249.90875,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,37.99184
256,-5.48929,6.72243,249.90875,57,CIV,Côte d'Ivoire,10,Marahoué,24,Sinfra,83,Sinfra,Sous-préfecture,Sub-prefecture,,,208.78426
959,-4.01602,5.30871,0.32742,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.32742
159,-6.34647,5.20854,578.58438,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,79.86978
159,-6.34647,5.20854,578.58438,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,498.7146
453,-6.74457,5.0404,169.31788,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,169.31788
698,-7.57489,7.37297,103.37335,57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,48,Man,Sous-préfecture,Sub-prefecture,,,103.37335
933,-3.97885,5.2937,0.24679,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.24679
87,-4.09993,5.34533,0.56818,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.56818
778,-6.67887,4.76278,117.03765,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,16,Grand-Bereby,Sous-préfecture,Sub-prefecture,,,0.13812
778,-6.67887,4.76278,117.03765,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,116.89954
816,-6.55609,5.40851,223.03235,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,64.07391
816,-6.55609,5.40851,223.03235,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,22,Meagui (Gnamangui),Sous-préfecture,Sub-prefecture,,,157.58944
816,-6.55609,5.40851,223.03235,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,1.36901
544,-4.02152,5.33764,0.6067,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.6067
841,-6.4037,5.76855,108.2425,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,6,Soubré,23,Soubre,Sous-préfecture,Sub-prefecture,,,108.2425
1228,-4.08288,5.32088,0.40322,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.40322
250,-5.7533,6.98254,22.36936,57,CIV,Côte d'Ivoire,10,Marahoué,23,Bouaflé,82,Bouafle,Sous-préfecture,Sub-prefecture,,,22.36936
1099,-5.67563,8.81967,1657.9419,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,124,Napieoledougou,Sous-préfecture,Sub-prefecture,,,484.64808
1099,-5.67563,8.81967,1657.9419,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,159,Tortiya,Sous-préfecture,Sub-prefecture,,,515.46364
1099,-5.67563,8.81967,1657.9419,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,118,Dikodougou,Sous-préfecture,Sub-prefecture,,,454.66485
1099,-5.67563,8.81967,1657.9419,57,CIV,Côte d'Ivoire,17,Vallée du Bandama,44,Katiola,157,Niakarmadougou,Sous-préfecture,Sub-prefecture,,,203.16533
95,-3.98486,5.40433,0.7737,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.7737
329,-6.06553,5.25603,378.60575,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,5,Sassandra,19,Sassandra,Sous-préfecture,Sub-prefecture,,,378.60575
271,-3.98762,5.41946,1.34227,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.34227
405,-3.03609,5.28737,104.48176,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,141,Tiapoum,Sous-préfecture,Sub-prefecture,,,39.49202
405,-3.03609,5.28737,104.48176,57,CIV,Côte d'Ivoire,16,Sud-Comoé,40,Aboisso,140,Mafere,Sous-préfecture,Sub-prefecture,,,64.98974
97,-5.02967,6.68104,313.28793,57,CIV,Côte d'Ivoire,13,N'zi-Comoé,32,Dimbokro,103,Dimbokro,Sous-préfecture,Sub-prefecture,,,55.65669
97,-5.02967,6.68104,313.28793,57,CIV,Côte d'Ivoire,8,Lacs,18,Toumodi,63,Toumodi,Sous-préfecture,Sub-prefecture,,,257.63124
183,-3.996,5.30321,0.46655,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.46655
842,-3.99532,5.31053,0.3572,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.3572
480,-6.5623,5.13736,175.34399,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,17,San-Pedro,Sous-préfecture,Sub-prefecture,,,175.34399
1236,-4.08433,5.33838,0.56109,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,0.56109
467,-6.9431,4.64502,85.26532,57,CIV,Côte d'Ivoire,3,Bas-Sassandra,4,San-Pédro,16,Grand-Bereby,Sous-préfecture,Sub-prefecture,,,85.26532
882,-3.98628,5.25955,1.6839,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,1.6839
157,-5.44867,9.50596,354.80953,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,126,Sinematiali,Sous-préfecture,Sub-prefecture,,,189.98061
157,-5.44867,9.50596,354.80953,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,120,Karakoro,Sous-préfecture,Sub-prefecture,,,49.55493
157,-5.44867,9.50596,354.80953,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,121,Komborodougou,Sous-préfecture,Sub-prefecture,,,43.36158
157,-5.44867,9.50596,354.80953,57,CIV,Côte d'Ivoire,14,Savanes,36,Korhogo,122,Korhogo,Sous-préfecture,Sub-prefecture,,,71.91241
237,-4.10672,5.34494,3.69704,57,CIV,Côte d'Ivoire,9,Lagunes,20,Abidjan,68,Abidjan-Ville,Sous-préfecture,Sub-prefecture,,,3.69704
