DHSCLUST,DHSREGCO,O_Area_km2,ID_3,P_Area_km2,Proportion
151,4,561.18021,92500,472.21972,0.84148
156,4,332.05255,92498,332.05255,1.00000
193,4,449.61406,92548,9.75826,0.02170
193,4,449.61406,92549,64.53949,0.14354
193,4,449.61406,92550,11.66072,0.02593
193,4,449.61406,92551,363.73146,0.80899
190,4,677.48669,92548,157.45037,0.23240
190,4,677.48669,92549,33.15547,0.04894
190,4,677.48669,92550,406.91154,0.60062
190,4,677.48669,92551,80.1138,0.11825
155,4,486.28348,92496,2.15745,0.00444
155,4,486.28348,92498,2.81502,0.00579
155,4,486.28348,92499,283.25329,0.58249
155,4,486.28348,92549,5.53628,0.01138
155,4,486.28348,92551,192.51135,0.39588
150,4,976.27391,92498,427.02695,0.43740
150,4,976.27391,92500,496.89139,0.50897
150,4,976.27391,92494,52.38332,0.05366
93,4,587.99687,92493,95.14243,0.16181
93,4,587.99687,92494,492.78421,0.83807
93,4,587.99687,92495,0.06772,0.00012
94,4,103.52042,92494,78.1493,0.75492
94,4,103.52042,92495,25.40132,0.24537
88,4,1109.12716,92498,86.916,0.07836
88,4,1109.12716,92500,0.24882,0.00022
88,4,1109.12716,92494,470.87264,0.42454
88,4,1109.12716,92495,551.08118,0.49686
191,4,919.54723,92548,582.01581,0.63294
191,4,919.54723,92549,1.52901,0.00166
191,4,919.54723,92550,335.93436,0.36533
145,4,1211.07225,92496,779.99794,0.64406
145,4,1211.07225,92498,48.63924,0.04016
145,4,1211.07225,92499,193.61404,0.15987
145,4,1211.07225,92549,188.80678,0.15590
146,4,950.44151,92496,760.92836,0.80061
146,4,950.44151,92498,189.50182,0.19938
92,4,638.20443,92493,32.80695,0.05141
92,4,638.20443,92494,15.23926,0.02388
92,4,638.20443,92495,590.13075,0.92467
85,4,3774.13165,92530,2342.90745,0.62078
85,4,3774.13165,92532,603.17386,0.15982
85,4,3774.13165,92537,827.84883,0.21935
90,4,1108.03905,92502,412.30257,0.37210
90,4,1108.03905,92503,170.89275,0.15423
90,4,1108.03905,92493,524.71338,0.47355
192,4,1326.42057,92496,13.5424,0.01021
192,4,1326.42057,92499,0.9505,0.00072
192,4,1326.42057,92548,15.15376,0.01142
192,4,1326.42057,92549,1113.37128,0.83938
192,4,1326.42057,92551,183.23096,0.13814
96,4,1192.58671,92501,996.98544,0.83599
96,4,1192.58671,92502,85.89767,0.07203
96,4,1192.58671,92503,47.96987,0.04022
96,4,1192.58671,92537,61.75787,0.05178
87,4,1657.93494,92530,36.95521,0.02229
87,4,1657.93494,92531,415.41057,0.25056
87,4,1657.93494,92533,1205.46587,0.72709
147,4,920.39363,92496,420.75601,0.45715
147,4,920.39363,92498,211.45471,0.22974
147,4,920.39363,92494,0.57458,0.00062
147,4,920.39363,92495,287.66289,0.31254
98,4,889.79676,92502,299.13158,0.33618
98,4,889.79676,92493,411.62336,0.46260
98,4,889.79676,92495,179.03301,0.20121
101,4,131.20239,92502,131.20256,1.00000
99,4,414.16872,92501,112.38172,0.27134
99,4,414.16872,92502,301.79627,0.72868
189,4,356.96108,92548,356.96108,1.00000
91,4,1874.80435,92536,23.97168,0.01279
91,4,1874.80435,92493,155.74253,0.08307
91,4,1874.80435,92495,1695.0185,0.90410
86,4,6854.75414,92529,1310.30656,0.19115
86,4,6854.75414,92530,819.21584,0.11951
86,4,6854.75414,92533,3268.07237,0.47676
86,4,6854.75414,92537,482.2407,0.07035
86,4,6854.75414,92526,975.18051,0.14226
97,4,1520.66064,92501,1122.69573,0.73829
97,4,1520.66064,92537,398.45679,0.26203
148,4,745.65623,92496,745.65627,1.00000
188,4,554.71617,92548,515.05211,0.92850
188,4,554.71617,92549,39.6585,0.07149
167,4,4129.70941,92530,64.1363,0.01553
167,4,4129.70941,92501,139.82564,0.03386
167,4,4129.70941,92537,3656.85776,0.88550
167,4,4129.70941,92526,268.00007,0.06490
95,4,1360.96469,92496,115.75933,0.08506
95,4,1360.96469,92495,1245.09273,0.91486
102,4,226.10835,92501,19.74861,0.08734
102,4,226.10835,92502,206.32764,0.91252
74,3,487.36603,92496,9.14273,0.01876
74,3,487.36603,92490,249.56375,0.51207
74,3,487.36603,92491,228.67463,0.46921
76,3,447.64724,92491,215.88701,0.48227
76,3,447.64724,92492,231.77657,0.51777
166,4,1778.61247,92534,96.31503,0.05415
166,4,1778.61247,92535,358.2485,0.20142
166,4,1778.61247,92536,1320.41025,0.74238
166,4,1778.61247,92537,4.08138,0.00229
44,3,929.51933,92479,929.51932,1.00000
170,4,1047.3974,92501,22.43741,0.02142
170,4,1047.3974,92535,314.9056,0.30066
170,4,1047.3974,92536,261.54007,0.24970
170,4,1047.3974,92537,448.4803,0.42819
168,4,1502.9555,92528,338.27778,0.22508
168,4,1502.9555,92535,203.23063,0.13522
168,4,1502.9555,92537,519.73634,0.34581
168,4,1502.9555,92526,441.72552,0.29390
164,4,674.28557,92534,75.62556,0.11216
164,4,674.28557,92536,401.1396,0.59491
164,4,674.28557,92495,197.55352,0.29298
162,4,2294.38976,92534,1766.87334,0.77008
162,4,2294.38976,92536,527.11054,0.22974
160,4,7159.18545,92528,570.32965,0.07966
160,4,7159.18545,92537,1182.19925,0.16513
160,4,7159.18545,92526,5407.02599,0.75526
45,3,284.69733,92492,14.5374,0.05106
45,3,284.69733,92477,98.40015,0.34563
45,3,284.69733,92479,171.82495,0.60354
77,3,544.64529,92491,43.51462,0.07990
77,3,544.64529,92492,383.45291,0.70404
77,3,544.64529,92479,117.67263,0.21605
75,3,404.30831,92483,5.16061,0.01276
75,3,404.30831,92489,38.43223,0.09506
75,3,404.30831,92491,360.71942,0.89219
58,3,740.30253,92483,189.82617,0.25642
58,3,740.30253,92486,177.53766,0.23982
58,3,740.30253,92489,0.04431,0.00006
58,3,740.30253,92490,345.84149,0.46716
58,3,740.30253,92491,27.1279,0.03664
53,3,451.13545,92484,407.7763,0.90389
53,3,451.13545,92536,43.36245,0.09612
73,3,235.95136,92488,25.02424,0.10606
73,3,235.95136,92489,107.69448,0.45643
73,3,235.95136,92491,103.23954,0.43755
66,3,422.17976,92488,285.3128,0.67581
66,3,422.17976,92489,0.00028,0.00000
66,3,422.17976,92491,5.58002,0.01322
66,3,422.17976,92492,74.32148,0.17604
66,3,422.17976,92477,56.05049,0.13276
66,3,422.17976,92479,0.89921,0.00213
52,3,817.19779,92484,356.05705,0.43570
52,3,817.19779,92534,458.78646,0.56141
52,3,817.19779,92536,2.59169,0.00317
64,3,282.02335,92488,47.1347,0.16713
64,3,282.02335,92489,232.65932,0.82496
64,3,282.02335,92481,2.22348,0.00788
65,3,414.32107,92483,108.11031,0.26093
65,3,414.32107,92489,269.35512,0.65011
65,3,414.32107,92481,36.85873,0.08896
51,3,350.99276,92483,308.10718,0.87782
51,3,350.99276,92486,11.75553,0.03349
51,3,350.99276,92489,31.13097,0.08869
57,3,658.42794,92483,108.70444,0.16510
57,3,658.42794,92485,11.93935,0.01813
57,3,658.42794,92486,537.76139,0.81674
60,3,1098.30788,92484,1013.98282,0.92322
60,3,1098.30788,92534,84.20237,0.07667
61,3,1087.61288,92484,898.73048,0.82633
61,3,1087.61288,92485,48.58833,0.04467
61,3,1087.61288,92486,140.35138,0.12905
165,4,3959.38758,92528,122.55912,0.03095
165,4,3959.38758,92516,514.1399,0.12985
165,4,3959.38758,92534,1738.43229,0.43907
165,4,3959.38758,92535,1585.53203,0.40045
169,4,401.96996,92528,181.06654,0.45045
169,4,401.96996,92535,220.91373,0.54958
46,3,664.40062,92488,6.41946,0.00966
46,3,664.40062,92477,271.34909,0.40841
46,3,664.40062,92478,146.73887,0.22086
46,3,664.40062,92479,239.83666,0.36098
59,3,250.43816,92483,26.03555,0.10396
59,3,250.43816,92485,175.92344,0.70246
59,3,250.43816,92486,48.49335,0.19363
37,3,1005.73297,92474,614.94111,0.61144
37,3,1005.73297,92478,208.13047,0.20694
37,3,1005.73297,92540,182.66174,0.18162
69,3,158.65163,92487,19.31269,0.12173
69,3,158.65163,92488,119.43897,0.75284
69,3,158.65163,92489,19.91537,0.12553
72,3,86.53183,92487,6.65721,0.07693
72,3,86.53183,92489,49.45453,0.57152
72,3,86.53183,92481,30.41635,0.35150
71,3,8.71752,92487,7.24556,0.83115
71,3,8.71752,92481,1.4723,0.16889
50,3,544.62822,92483,429.2021,0.78806
50,3,544.62822,92485,108.70665,0.19960
50,3,544.62822,92481,6.72691,0.01235
55,3,320.02423,92483,31.49355,0.09841
55,3,320.02423,92485,288.51328,0.90154
70,3,318.28746,92487,148.2425,0.46575
70,3,318.28746,92488,122.43316,0.38466
70,3,318.28746,92477,25.89074,0.08134
70,3,318.28746,92481,6.2073,0.01950
70,3,318.28746,92482,15.51801,0.04875
56,3,974.18304,92485,701.23035,0.71981
56,3,974.18304,92486,272.83371,0.28006
43,3,750.04157,92474,204.16583,0.27221
43,3,750.04157,92477,384.41761,0.51253
43,3,750.04157,92478,161.50699,0.21533
68,3,160.0556,92487,1.47655,0.00923
68,3,160.0556,92481,126.26224,0.78886
68,3,160.0556,92482,32.34536,0.20209
49,3,321.09782,92481,262.67694,0.81806
49,3,321.09782,92482,58.39796,0.18187
67,3,433.34283,92487,214.18488,0.49426
67,3,433.34283,92488,19.36038,0.04468
67,3,433.34283,92473,45.60471,0.10524
67,3,433.34283,92474,57.26718,0.13215
67,3,433.34283,92476,5.80574,0.01340
67,3,433.34283,92477,91.08677,0.21020
161,4,6644.9344,92528,3310.79581,0.49824
161,4,6644.9344,92515,1644.33476,0.24746
161,4,6644.9344,92516,1234.9692,0.18585
161,4,6644.9344,92535,454.61219,0.06841
161,4,6644.9344,92526,0.07007,0.00001
42,3,251.90318,92473,57.25387,0.22729
42,3,251.90318,92474,116.68051,0.46320
42,3,251.90318,92476,78.03704,0.30979
36,3,486.52738,92487,123.64916,0.25415
36,3,486.52738,92473,245.96402,0.50555
36,3,486.52738,92482,116.92902,0.24033
41,3,291.51211,92473,41.88299,0.14367
41,3,291.51211,92474,15.35037,0.05266
41,3,291.51211,92475,69.08567,0.23699
41,3,291.51211,92476,165.11067,0.56639
54,3,1465.70817,92483,0.9417,0.00064
54,3,1465.70817,92485,1420.24974,0.96899
54,3,1465.70817,92480,44.65361,0.03047
62,3,1677.04162,92484,578.79096,0.34513
62,3,1677.04162,92485,1098.36283,0.65494
63,3,577.73305,92483,160.96737,0.27862
63,3,577.73305,92480,158.55605,0.27445
63,3,577.73305,92481,245.31592,0.42462
63,3,577.73305,92482,12.90882,0.02234
48,3,706.11561,92470,54.31247,0.07692
48,3,706.11561,92471,192.71273,0.27292
48,3,706.11561,92473,2.49465,0.00353
48,3,706.11561,92480,53.3072,0.07549
48,3,706.11561,92482,403.24781,0.57108
172,2,606.41807,92474,3.12442,0.00515
172,2,606.41807,92538,154.03695,0.25401
172,2,606.41807,92539,16.81849,0.02773
172,2,606.41807,92540,333.82863,0.55049
172,2,606.41807,92541,98.61724,0.16262
40,3,403.61301,92474,87.10999,0.21583
40,3,403.61301,92476,210.08746,0.52052
40,3,403.61301,92538,15.3609,0.03806
40,3,403.61301,92540,91.11153,0.22574
174,2,250.70176,92539,95.76764,0.38200
174,2,250.70176,92540,154.93567,0.61801
176,2,37.38424,92539,36.16239,0.96732
176,2,37.38424,92541,1.22173,0.03268
175,2,90.21671,92539,71.12526,0.78838
175,2,90.21671,92540,18.45218,0.20453
175,2,90.21671,92541,0.64488,0.00715
171,2,233.02392,92476,78.6589,0.33756
171,2,233.02392,92538,128.60828,0.55191
171,2,233.02392,92540,25.72214,0.11038
163,4,4736.65055,92484,490.2926,0.10351
163,4,4736.65055,92516,1290.16057,0.27238
163,4,4736.65055,92534,1926.71813,0.40677
163,4,4736.65055,92507,1031.12506,0.21769
38,3,373.64556,92468,137.69656,0.36852
38,3,373.64556,92475,115.21239,0.30835
38,3,373.64556,92476,72.07948,0.19291
38,3,373.64556,92538,48.62939,0.13015
39,3,378.00743,92468,16.0406,0.04243
39,3,378.00743,92470,26.13199,0.06913
39,3,378.00743,92473,139.0669,0.36789
39,3,378.00743,92475,196.7777,0.52057
25,3,174.10027,92470,136.79132,0.78570
25,3,174.10027,92473,34.4913,0.19811
25,3,174.10027,92475,0.20507,0.00118
25,3,174.10027,92482,2.61052,0.01499
26,3,236.11608,92468,89.17202,0.37766
26,3,236.11608,92469,33.12247,0.14028
26,3,236.11608,92470,113.83837,0.48213
47,3,1365.68909,92483,48.27032,0.03535
47,3,1365.68909,92485,88.89818,0.06509
47,3,1365.68909,92471,118.69706,0.08691
47,3,1365.68909,92508,25.41582,0.01861
47,3,1365.68909,92480,1084.3441,0.79399
24,3,33.30769,92469,10.68916,0.32092
24,3,33.30769,92470,22.6194,0.67910
173,2,277.12733,92539,264.00611,0.95265
173,2,277.12733,92541,13.11894,0.04734
2,2,5.83338,92463,5.83338,1.00000
1,2,8.47442,92463,8.47442,1.00000
23,3,470.88143,92469,83.77263,0.17791
23,3,470.88143,92470,304.77496,0.64724
23,3,470.88143,92471,58.99514,0.12529
23,3,470.88143,92472,23.34049,0.04957
178,2,320.39022,92543,114.72934,0.35809
178,2,320.39022,92468,0.28399,0.00089
178,2,320.39022,92538,136.64441,0.42649
178,2,320.39022,92541,68.73697,0.21454
21,3,340.46331,92543,32.80729,0.09636
21,3,340.46331,92467,134.63678,0.39545
21,3,340.46331,92468,161.93378,0.47563
21,3,340.46331,92538,11.08175,0.03255
4,2,9.40097,92463,9.40097,1.00000
19,2,183.95173,92539,94.53717,0.51392
19,2,183.95173,92465,89.43352,0.48618
3,2,16.37318,92463,16.37318,1.00000
16,2,77.67012,92465,77.67012,1.00000
14,2,26.65201,92464,20.13324,0.75541
14,2,26.65201,92465,6.51879,0.24459
7,2,9.78006,92463,8.66574,0.88606
7,2,9.78006,92464,1.11437,0.11394
12,2,11.69619,92464,11.69619,1.00000
158,4,7929.63189,92527,96.28382,0.01214
158,4,7929.63189,92528,2057.42827,0.25946
158,4,7929.63189,92529,3863.45209,0.48722
158,4,7929.63189,92526,1911.47778,0.24106
6,2,5.23906,92463,5.09747,0.97297
6,2,5.23906,92464,0.14159,0.02703
13,2,6.57598,92464,6.57598,1.00000
5,2,29.69093,92463,29.69093,1.00000
11,2,5.26531,92464,5.26531,1.00000
177,2,315.32588,92547,0.75885,0.00241
177,2,315.32588,92539,88.40327,0.28036
177,2,315.32588,92541,34.97163,0.11091
177,2,315.32588,92542,175.95847,0.55802
177,2,315.32588,92465,15.2311,0.04830
183,2,346.17821,92543,0.59788,0.00173
183,2,346.17821,92539,0.93486,0.00270
183,2,346.17821,92541,281.49046,0.81314
183,2,346.17821,92542,63.15128,0.18242
8,2,8.81712,92463,7.02848,0.79714
8,2,8.81712,92464,1.78859,0.20285
9,2,8.34627,92464,8.34627,1.00000
15,2,5.86596,92464,5.86596,1.00000
10,2,22.54539,92464,18.98654,0.84215
10,2,22.54539,92465,3.55886,0.15785
34,3,453.11777,92471,300.80533,0.66386
34,3,453.11777,92472,152.30525,0.33613
20,3,638.3025,92466,138.87322,0.21757
20,3,638.3025,92467,284.0383,0.44499
20,3,638.3025,92468,102.40953,0.16044
20,3,638.3025,92469,112.98931,0.17702
17,2,105.54277,92464,0.00167,0.00002
17,2,105.54277,92465,105.54108,0.99998
28,3,19.27065,92472,19.27065,1.00000
18,2,205.25247,92547,0.55268,0.00269
18,2,205.25247,92542,106.63709,0.51954
18,2,205.25247,92465,98.05788,0.47774
180,2,222.896,92543,205.53758,0.92212
180,2,222.896,92467,6.17272,0.02769
180,2,222.896,92541,11.18533,0.05018
32,3,132.05827,92471,29.66002,0.22460
32,3,132.05827,92472,90.48187,0.68517
32,3,132.05827,92480,11.91501,0.09023
181,2,90.02322,92547,29.78658,0.33088
181,2,90.02322,92542,60.23861,0.66915
35,3,65.93585,92472,65.93585,1.00000
31,3,24.04094,92472,24.04094,1.00000
106,1,2803.09937,92485,270.53616,0.09651
106,1,2803.09937,92507,2230.73193,0.79581
106,1,2803.09937,92508,73.66131,0.02628
106,1,2803.09937,92480,228.33759,0.08146
129,1,3674.1628,92484,682.08186,0.18564
129,1,3674.1628,92485,56.97124,0.01551
129,1,3674.1628,92516,334.65062,0.09108
129,1,3674.1628,92507,2598.41368,0.70721
182,2,172.48606,92543,33.67008,0.19520
182,2,172.48606,92547,64.22848,0.37237
182,2,172.48606,92541,1.64127,0.00952
182,2,172.48606,92542,72.95204,0.42294
30,3,59.9485,92472,59.9485,1.00000
29,3,437.93697,92472,163.38628,0.37308
29,3,437.93697,92504,64.78542,0.14793
29,3,437.93697,92508,209.78931,0.47904
33,3,496.46249,92472,140.6594,0.28332
33,3,496.46249,92508,324.45402,0.65353
33,3,496.46249,92480,31.38046,0.06321
186,2,424.15586,92544,98.43692,0.23208
186,2,424.15586,92547,307.35991,0.72464
186,2,424.15586,92542,18.36823,0.04331
27,3,381.84022,92469,85.93139,0.22505
27,3,381.84022,92472,247.39855,0.64791
27,3,381.84022,92504,48.52602,0.12708
187,2,679.4199,92543,10.80982,0.01591
187,2,679.4199,92544,366.78059,0.53984
187,2,679.4199,92545,12.38284,0.01823
187,2,679.4199,92547,289.47317,0.42606
179,2,471.72228,92466,176.23016,0.37359
179,2,471.72228,92543,126.6161,0.26841
179,2,471.72228,92467,26.60167,0.05639
179,2,471.72228,92545,81.37385,0.17250
179,2,471.72228,92547,60.91159,0.12913
22,3,699.14543,92466,31.22278,0.04466
22,3,699.14543,92469,290.10188,0.41494
22,3,699.14543,92546,210.40957,0.30095
22,3,699.14543,92504,167.45527,0.23951
117,1,3895.38847,92527,396.50394,0.10179
117,1,3895.38847,92528,436.21313,0.11198
117,1,3895.38847,92515,962.27514,0.24703
117,1,3895.38847,92529,21.10249,0.00542
117,1,3895.38847,92517,2079.38516,0.53381
103,1,892.104,92472,6.86254,0.00769
103,1,892.104,92504,802.02889,0.89903
103,1,892.104,92508,83.19197,0.09325
185,2,909.85868,92466,62.55617,0.06875
185,2,909.85868,92545,285.8183,0.31413
185,2,909.85868,92546,476.39106,0.52359
185,2,909.85868,92504,10.04215,0.01104
185,2,909.85868,92506,74.99444,0.08242
184,2,950.67155,92544,487.37348,0.51266
184,2,950.67155,92545,275.1718,0.28945
184,2,950.67155,92546,1.57162,0.00165
184,2,950.67155,92547,6.55165,0.00689
184,2,950.67155,92505,180.04138,0.18938
128,1,8554.7604,92515,766.83299,0.08964
128,1,8554.7604,92516,7774.89053,0.90884
128,1,8554.7604,92509,12.47743,0.00146
108,1,1737.4471,92507,430.02944,0.24751
108,1,1737.4471,92508,1254.75401,0.72218
108,1,1737.4471,92509,52.61886,0.03029
105,1,1343.50368,92513,26.44204,0.01968
105,1,1343.50368,92504,539.95822,0.40190
105,1,1343.50368,92506,580.01807,0.43172
105,1,1343.50368,92508,46.34533,0.03450
105,1,1343.50368,92512,150.74923,0.11221
119,1,2702.02453,92515,2229.99424,0.82530
119,1,2702.02453,92517,471.59034,0.17453
110,1,4147.26423,92516,42.77974,0.01032
110,1,4147.26423,92507,2064.66929,0.49784
110,1,4147.26423,92509,1187.59655,0.28636
110,1,4147.26423,92510,857.3316,0.20672
120,1,177.47102,92515,146.07028,0.82307
120,1,177.47102,92516,31.41178,0.17700
109,1,2521.15543,92508,1064.45779,0.42221
109,1,2521.15543,92509,74.48123,0.02954
109,1,2521.15543,92510,1327.67781,0.52661
109,1,2521.15543,92511,54.71506,0.02170
125,1,621.31858,92515,121.30049,0.19523
125,1,621.31858,92516,500.00333,0.80475
104,1,1338.15543,92514,19.26921,0.01440
104,1,1338.15543,92544,124.04764,0.09270
104,1,1338.15543,92546,34.41572,0.02572
104,1,1338.15543,92505,1068.89618,0.79878
104,1,1338.15543,92506,91.41934,0.06832
113,1,380.41749,92513,277.83015,0.73033
113,1,380.41749,92506,102.60546,0.26972
116,1,303.37684,92513,161.52204,0.53241
116,1,303.37684,92514,2.44536,0.00806
116,1,303.37684,92505,128.86502,0.42477
116,1,303.37684,92506,10.51952,0.03467
126,1,89.83126,92515,0.23244,0.00259
126,1,89.83126,92516,89.59839,0.99741
159,4,868.62574,92527,866.20076,0.99721
159,4,868.62574,92529,2.36306,0.00272
118,1,236.08231,92515,210.63333,0.89220
118,1,236.08231,92517,25.42658,0.10770
111,1,1177.13289,92513,101.47088,0.08620
111,1,1177.13289,92508,8.72115,0.00741
111,1,1177.13289,92511,352.36822,0.29934
111,1,1177.13289,92512,714.49995,0.60698
127,1,801.29578,92516,801.29578,1.00000
115,1,295.69961,92513,223.68166,0.75645
115,1,295.69961,92514,52.69805,0.17821
115,1,295.69961,92511,19.35789,0.06546
114,1,882.18254,92513,31.12332,0.03528
114,1,882.18254,92514,749.01915,0.84905
114,1,882.18254,92520,17.23188,0.01953
114,1,882.18254,92505,84.80151,0.09613
122,1,1856.17946,92516,850.40644,0.45815
122,1,1856.17946,92518,1005.92412,0.54193
124,1,255.81518,92516,255.81518,1.00000
112,1,3556.5716,92514,28.85958,0.00811
112,1,3556.5716,92519,576.14484,0.16199
112,1,3556.5716,92521,149.67043,0.04208
112,1,3556.5716,92510,425.22701,0.11956
112,1,3556.5716,92511,2376.50824,0.66820
141,1,893.8022,92514,318.97315,0.35687
141,1,893.8022,92520,296.25766,0.33146
141,1,893.8022,92521,190.74889,0.21341
141,1,893.8022,92511,87.90323,0.09835
143,1,273.92071,92514,23.67361,0.08643
143,1,273.92071,92520,250.23655,0.91354
144,1,138.37165,92520,90.16053,0.65158
144,1,138.37165,92521,48.22041,0.34848
140,1,770.33002,92520,182.32828,0.23669
140,1,770.33002,92521,587.81097,0.76306
107,1,6468.51097,92516,206.03861,0.03185
107,1,6468.51097,92522,571.20817,0.08831
107,1,6468.51097,92523,989.85646,0.15303
107,1,6468.51097,92507,23.99757,0.00371
107,1,6468.51097,92524,109.51143,0.01693
107,1,6468.51097,92525,2.17334,0.00034
107,1,6468.51097,92509,2980.44759,0.46076
107,1,6468.51097,92510,1580.80698,0.24438
137,1,3456.42728,92516,350.38222,0.10137
137,1,3456.42728,92518,523.10079,0.15134
137,1,3456.42728,92522,415.26799,0.12014
137,1,3456.42728,92524,2080.46926,0.60191
137,1,3456.42728,92509,86.75754,0.02510
142,1,589.38577,92542,66.49294,0.11282
142,1,589.38577,92544,4.18108,0.00709
142,1,589.38577,92547,51.53872,0.08744
142,1,589.38577,92520,19.51089,0.03310
142,1,589.38577,92463,82.12863,0.13935
142,1,589.38577,92464,79.47571,0.13484
142,1,589.38577,92465,285.73746,0.48481
121,1,640.81139,92516,54.28948,0.08472
121,1,640.81139,92518,479.41269,0.74813
121,1,640.81139,92524,107.04419,0.16704
123,1,394.20968,92516,394.20975,1.00000
134,1,335.61506,92522,221.79211,0.66085
134,1,335.61506,92524,113.77371,0.33900
132,1,1541.17197,92521,1541.17216,1.00000
139,1,1422.73779,92522,1422.73783,1.00000
131,1,492.12487,92519,1.29697,0.00264
131,1,492.12487,92521,490.82158,0.99735
133,1,1366.4812,92519,1246.95535,0.91253
133,1,1366.4812,92521,119.39069,0.08737
133,1,1366.4812,92525,0.14288,0.00010
138,1,3194.83854,92519,165.99433,0.05196
138,1,3194.83854,92523,187.02697,0.05854
138,1,3194.83854,92525,2733.14469,0.85549
138,1,3194.83854,92510,108.38221,0.03392
136,1,1871.78098,92523,1539.05279,0.82224
136,1,1871.78098,92525,332.25339,0.17751
135,1,2012.60084,92522,624.90952,0.31050
135,1,2012.60084,92523,1387.68114,0.68950
130,1,575.13122,92519,379.68788,0.66018
130,1,575.13122,92525,195.44012,0.33982
