ID_1,Population
1,1070271
2,1056938
3,3043788
4,2514679
5,1898818
6,811848
7,1790648
8,1028211
9,1687836
10,1072678
11,1683511
12,825364
13,2298073
14,4776588
15,1257140
16,727717
17,3260709
18,2668927
19,4493536
