DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
CI201200000001,CIGE61FL,CI,2012,1,CI2012DHS,18803.42578,20876.37305,23541.2793,54.52311391,59.8531632,66.45155929,74.93421935,10118.79032,0.001987323,0.002402666,0.003569059,-9999,3927.75,3907.25,4029,3933.5,4138.166667,4161.75,4111.916667,32.71428571,12.0,0,0.144320701,0.589046918,0.638164775,0.649181493,0.532591184,0.453528786,0.018195765,1601.844086,13818.9848,45949.22103,8482.740681,1474.9,1509.1,1612.7,1413.2,1540.5,1842.5,1311.5,0.4457062752016129,0,0,0,27.83375168,24.6534996,26.8342495,27.79750061,26.7717495,25.16075134,26.21025085,28.00749969,27.37549973,27.03775024,26.3125,25.55200005,189.0833333,18185.01172,18722.28516,19445.6543,20461.24609,57.88469011,59.59488458,61.89744007,65.13016914
CI201200000002,CIGE61FL,CI,2012,2,CI2012DHS,7953.200195,8829.986328,9957.148438,23.06139894,25.31582249,28.10671943,31.69458786,9975.26776,0.001135648,0.002035136,0.003765393,-9999,4731,4742.6,4853.3,4434.2,4390.4,4424.3,4419.9,32.49726776,13.0,0,0.153588845,0.7827421,0.500510406,0.53036321,0.504556783,0.353892517,0.004665958,1819.721311,14738.31025,92250.98228,278913.0129,1994.454545,1510,2005.272727,1970.636364,1778.727273,2533.636364,1728,0.4329316186123207,0,0,0,26.57374954,23.93875122,25.0965004,26.39125061,25.54025078,24.09249878,25.13475037,26.68725014,26.07675171,25.6135025,25.36325073,24.80274963,368.5437158,15400.04785,16046.56641,16872.99609,17979.09375,49.01987478,51.07780728,53.70841465,57.22923285
CI201200000003,CIGE61FL,CI,2012,3,CI2012DHS,26081.10547,29452.37891,33272.875,75.20838239,83.01873714,93.74983379,105.9108505,10589.0545,0.004646924,0.007491879,0.00849498,-9999,4878.1,4946.2,5084.5,4680.6,4694.7,4813.6,4777.8,33.98637602,12.0,0.059340632,0.201494035,0.733433663,0.554069901,0.568694687,0.548997815,0.457783127,0,1902.242507,3454.247216,30959.53278,274901.3665,2156.666667,1815.333333,2234.888889,2103.777778,2119.888889,2438.333333,2181.888889,0.39964955509196187,0,0,0,25.97375107,23.49950027,24.4232502,25.31749916,24.92024994,23.73050117,24.83475113,25.7140007,25.70425034,25.20499992,25.1807518,24.72425079,250.3487738,21037.50391,22818.47266,25225.67969,27851.57813,66.96445475,72.63345435,80.29583231,88.65432665
CI201200000004,CIGE61FL,CI,2012,4,CI2012DHS,19792.51563,21974.50781,24779.58984,57.39112949,63.00153397,69.9470308,78.87588422,6403.126005,0.005575973,0.006224284,0.011606015,7,4136.9,4272,4388.7,4457.4,4765.5,4923.9,4904.5,30.10187668,11.0,0,0.175895165,0.671466134,0.64045283,0.587045924,0.47918431,0.370855776,0.017938566,1724.407507,19332.4842,76091.69255,178138.4203,1357.7,1029.1,1231.6,1010.9,1011.8,1397.7,825.9,0.1367178091095216,0,0,1,27.66299947,24.15933482,26.04533386,28.01999919,26.5606664,24.52499898,25.64966583,28.36099752,27.03200022,26.45099894,25.71266683,24.8700002,128.7211796,18894.32031,19865.19922,21070.12109,22638.50195,60.14248947,63.23289303,67.06827846,72.06058979
CI201200000005,CIGE61FL,CI,2012,5,CI2012DHS,54226.25781,60204.33203,67889.52344,3930.911987,4315.188488,4790.908519,5402.47662,6153.4,0.899579562,0.914958807,0.921525368,5,2989,2963,2964,3236,3524,3427,3478,80.6,11.0,0,0.099816736,0.429040831,0.522510588,0.446760595,0.412321866,0.264974654,15.69062195,1825.4,219214.8729,79337.40491,42027.21721,1457,954,1115,1074,847,1341,817,0.1184717337290446,3,3,3,27.63199997,24.36400032,26.00699997,28.24399948,27.02400017,24.37400055,25.43700027,28.23699951,26.69400024,26.09399986,25.60300064,24.78300095,5.6,2149.970215,2235.756836,2344.92334,2490.791016,171.0891936,177.915876,186.6030704,198.2108512
CI201200000006,CIGE61FL,CI,2012,6,CI2012DHS,9890.228516,10980.55859,12382.24609,28.67807635,31.48157513,34.95220355,39.41391344,5954.52,0.003346342,0.003806842,0.00542824,7,4146.3,4146.1,4189.1,4246.1,4450.3,4785.2,4719.6,18.95212766,11.0,0,0.176777909,0.700494302,0.596037165,0.560846774,0.514315542,0.340997156,0.014960529,1810.037333,143330.5516,101099.1451,124825.4699,1381.6,926.4,1188.4,890,881.4,1269.4,822.7,0.2859871032390189,0,0,0,28.07400004,24.71933492,26.436999,28.24733226,26.83466593,25.00666809,26.16466777,28.59066772,27.31299845,26.76066589,26.06900024,25.28133138,252.5744681,8353.125,9209.910156,10242.00879,11535.22363,26.58882268,29.31605454,32.60132652,36.71775721
CI201200000007,CIGE61FL,CI,2012,7,CI2012DHS,3647.945068,4050.105713,4567.109375,264.4429515,290.2942448,322.2971721,363.4390163,6320.066667,0.048757984,0.074341714,0.081283441,-9999,3597,3580,3588,3722,3818,3833,3825,35,11,0,0.095901475,0.447267099,0.550315261,0.492798656,0.510227501,0.3452636,1.279714913,1776.333333,162911.854,27219.54784,75986.29049,1109,881,1214,1039,1063,1243,924,0.022022080421447755,1,1,1,28.48200035,25.43300056,26.48999977,28.70800018,27.19300079,25.60000038,26.5720005,28.73200035,27.71100044,27.04100037,26.52600098,25.94499969,14.73333333,1735.412354,1760.438477,1801.164551,1866.3479,138.0997272,140.0912428,143.3321208,148.5192469
CI201200000008,CIGE61FL,CI,2012,8,CI2012DHS,18368.47461,20393.47266,22996.73828,53.26191666,58.46867062,64.91443961,73.20089145,9156.120219,0.001814713,0.006456457,0.019199319,-9999,4666,4702.3,4862.4,4680.2,4827.9,4766.5,4820,32.19398907,12.0,0,0.036827212,0.62733149,0.521551514,0.536761284,0.495303663,0.430487315,0.005268794,1771.579235,74614.87633,31207.33337,201540.4473,1844.75,1425.583333,2006.333333,1794.416667,1683.75,2321.833333,1785.833333,0.4567500880507172,0,0,1,26.6855011,23.89249802,24.89974976,26.39249802,25.34624863,24.00374985,25.24599838,26.75724983,26.35375023,25.49399948,25.33024979,24.79800034,204.6202186,23750.27734,29702.27344,37503.99219,48006.32422,75.59948077,94.54527278,119.3789149,152.808876
CI201200000009,CIGE61FL,CI,2012,9,CI2012DHS,203033.6875,225416.7813,254191.625,14718.10453,16156.90749,17938.0975,20227.92681,12202.61538,0.96683957,0.96683957,0.952917686,-9999,1651,1500,1549,1930,2134,2171,2158,81,12,0,0.002454039,0.172664783,0.363443583,0.548372567,0.31837064,0.306889147,30.01320043,1467.538462,11583.38102,5639.858552,9252.931112,1466,1425,1841,1605,1578,1866,1420,0.09260392189025879,3,3,3,28.01600075,24.27000046,27.05500031,27.63100052,26.86599922,24.89999962,26.20700073,27.86400032,27.42099953,27.19799995,26.16300011,25.14400101,11,27763.30469,30710.14063,34261.26172,38710.5625,2209.333589,2443.835342,2726.42458,3080.488686
CI201200000010,CIGE61FL,CI,2012,10,CI2012DHS,54912.51172,60966.24219,68748.6875,3980.659408,4369.798839,4851.539403,5470.846723,9376.333333,0.67954731,0.734385967,0.761545658,-9999,4775,4748,4894,4912,4958,5066,5034,59.86666667,12,0,0.041175084,0.419674811,0.422267199,0.463438362,0.348632574,0.261288524,8.910850016,1747.666667,70546.26859,44853.29958,190073.6257,2127,1531,2051,1856,1854,2059,1916,1.2776217142740884,3,3,3,26.2140007,23.74300003,23.51099968,25.72100067,24.34499931,23.6609993,24.76000023,26.18199921,25.80800056,24.72400093,24.81800079,24.3390007,3,3616.058105,4016.45166,4499.430664,5104.811523,287.756761,319.6190677,358.0533156,406.2279937
CI201200000011,CIGE61FL,CI,2012,11,CI2012DHS,52033.42188,57769.75391,65144.16016,3771.951635,4140.688149,4597.170948,5184.007552,6123,0.799228155,0.805250608,0.826791763,5,2989,2963,2964,3236,3524,3427,3478,79,11,0,0.099816736,0.429040831,0.522510588,0.446760595,0.412321866,0.264974654,8.236075124,1829.5,218065.3181,79821.02916,44410.88443,1457,954,1115,1074,847,1341,817,0.19183226994105748,3,3,3,27.63199997,24.36400032,26.00699997,28.24399948,27.02400017,24.37400055,25.43700027,28.23699951,26.69400024,26.09399986,25.60300064,24.78300095,6.071428571,2035.211548,2116.419434,2219.758789,2357.840332,161.9569891,168.4193073,176.6427919,187.6309719
CI201200000012,CIGE61FL,CI,2012,12,CI2012DHS,21133.07617,23462.85156,26457.92578,1531.956473,1681.716768,1867.114402,2105.454836,9500.785714,0.125839214,0.358445923,0.726750533,-9999,4075,4124,4161,4075,4036,3964,3980,55.78571429,13,0,0.127116608,0.601026268,0.590029001,0.546946585,0.466020375,0.341705292,3.618992246,1575.071429,90295.39193,31310.81919,173429.1857,1572,1289,1488,1286,1385,1833,1197,0.1916364942278181,1,3,3,27.64800072,24.67300034,25.83199883,27.375,26.36899948,24.98600006,25.87800026,27.50300026,26.59200096,26.13199997,26.02000046,25.50300026,5.142857143,2262.850586,2583.387207,2974.663574,3468.887939,180.0719281,205.579422,236.7162059,276.0453313
CI201200000013,CIGE61FL,CI,2012,13,CI2012DHS,21915.42578,24331.44922,27437.40234,63.5467764,69.75896686,77.44940832,87.33596416,8459.069333,0.004864314,0.010177566,0.030060031,-9999,4506.916667,4428.416667,4383.166667,4606,4840.916667,4916.166667,4935.083333,33.6143617,13.0,0,0.171930358,0.744983171,0.634965352,0.61737878,0.546166488,0.464818478,0.03632414,1647.984,118497.5643,62223.78768,116902.4033,1678.4,1237.7,1650,1537.4,1498,2015.4,1319.9,0.2455600382486979,0,0,1,27.16474915,24.35749817,25.35824966,27.23425102,25.9489994,24.58625031,25.55150032,27.30200005,26.35150146,25.80400085,25.63000107,25.16650009,167.6,24361.66797,25465.22656,26847.68945,28666.36328,77.54559759,81.05833368,85.45884973,91.24786833
CI201200000014,CIGE61FL,CI,2012,14,CI2012DHS,1265.415405,1404.918701,1584.259033,3.669245717,4.027942335,4.471995118,5.042853125,10281.92228,0.002747058,0.005711301,0.005916892,-9999,3004.333333,3160.666667,3329.166667,3405.333333,3662.833333,3894.5,3880.166667,30.06432749,13.0,0,0.163899865,0.638091605,0.50619173,0.469199568,0.502936542,0.476788223,0,1415.108808,116.5775419,68295.1283,258262.5044,1404.4,1260.8,1448.2,1427.2,1655,1750.8,1299.4,0.04625437614765573,0,0,0,27.07273356,24.04409027,26.05783844,26.67483012,25.99111938,24.44152578,25.34507497,26.82722473,26.30852763,26.14777883,25.44230398,24.4752833,252.3108808,34526.83594,38315.28906,42885.00781,48613.16797,109.9023322,121.961353,136.5072195,154.7405196
CI201200000015,CIGE61FL,CI,2012,15,CI2012DHS,16065.6416,17836.76953,20113.66406,46.58453993,51.13852549,56.77620079,64.02378118,7957.852861,0.001342394,0.001548012,0.002087646,-9999,4329.090909,4336.727273,4390.181818,4394.454545,4649.636364,4800.272727,4838.181818,28.04087193,12.0,0,0.104870306,0.569238563,0.601811536,0.5996322,0.580360603,0.458294932,0,1649.722071,101836.1439,81836.85254,87968.19558,1375.75,1146,1495.583333,1246.583333,1408.416667,1702.5,1130.583333,0.16256344870585512,0,0,0,27.90450096,24.60675049,26.79574966,27.88299942,26.70675087,25.24349976,26.24399948,28.03874969,27.26725006,27.06475067,26.27799988,25.56824875,157.4305177,17158.17969,17716.60938,18454.58008,19472.71875,54.61618224,56.39371915,58.74275285,61.98358889
CI201200000016,CIGE61FL,CI,2012,16,CI2012DHS,15539.97461,17253.14844,19455.54492,45.06029254,49.46527549,54.91847716,61.92892289,7414.715054,0.003180843,0.004036031,0.005721388,-9999,4220.3,4286.7,4359.5,4214.9,4527.8,4670.7,4673.6,29.64247312,12.0,0,0.09211875,0.573563137,0.532860947,0.531751792,0.557398987,0.395842171,0.013218301,1659.427419,105046.0528,25545.19609,113186.9895,1346.3,1202.2,1470.3,1317.2,1401,1704.8,1205.3,0.6416929511613744,0,0,0,28.11275101,24.99950027,26.62550163,28.08449936,26.79475021,25.41875076,26.34499931,28.23900032,27.4054985,26.95475006,26.32374954,25.80849838,122.922043,12086.05664,12527.08105,13232.14063,14317.89063,38.47111313,39.87493743,42.11921178,45.57526137
CI201200000017,CIGE61FL,CI,2012,17,CI2012DHS,19286.20313,21412.37305,24145.70117,55.92299976,61.38989123,68.15770028,76.85815391,6955.385027,0.001657869,0.001702128,0.00206916,-9999,4464.833333,4492.083333,4614.916667,4463.083333,4708.416667,4952.583333,5003.583333,26.8847185,12.0,0,0.120545033,0.596844673,0.628679931,0.607223451,0.607370734,0.477867573,0.033338833,1700.491979,128941.9149,50254.51275,112235.9658,1316,1114.916667,1441.5,1228.166667,1379.166667,1665.416667,1120.25,0.46979947013650986,0,0,0,28.01825142,24.87350082,26.38774872,28.04650116,26.67700005,25.21924973,26.19174957,28.22100067,27.28499985,26.80674934,26.16550064,25.57525063,114.4491979,14335.69727,14102.16602,13990.96484,14057.34961,45.63194166,44.88858861,44.53462426,44.74593354
CI201200000018,CIGE61FL,CI,2012,18,CI2012DHS,10209.10352,11334.58789,12781.46777,29.60269818,32.49658579,36.07911381,40.68467551,6504.528,2.03E-05,4.11E-05,0.000785379,7,3178.555556,3246.111111,3348.888889,3432.555556,3686.888889,3605.555556,3708.666667,27.51466667,10.0,0,0.1626858,0.660569628,0.561593246,0.517252858,0.499456342,0.313656362,0,1721.378667,26282.94867,36512.81296,129912.622,1224.3,1052,1135.2,1000.4,927.9,1268.2,782.2,1.0662881673177083,0,0,0,27.86949921,24.05150032,25.70874977,28.38999939,26.77224922,24.35899925,25.45724869,28.75299835,26.94549942,26.16550064,25.44625092,24.52250099,158.3226667,11554.28418,12460.6416,13553.73633,14930.375,36.77842882,39.66345409,43.14288269,47.52485967
CI201200000019,CIGE61FL,CI,2012,19,CI2012DHS,4999.045898,5550.15625,6258.643555,362.3855085,397.8114327,441.6674011,498.0470294,12783.07143,0.694128434,0.701031288,0.708088557,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,77.57142857,-9999,0,0.010788433,0.294073266,0.405211568,0.57516849,0.356907457,0.338085711,11.11128393,1467.285714,2546.248561,9296.581468,15192.52162,1534,1422,1839,1735,1608,1832,1430,0.13362084116254533,3,3,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,66.21428571,49038.24609,54243.1875,60515.45703,68374.48438,3902.339633,4316.53571,4815.66706,5441.068585
CI201200000020,CIGE61FL,CI,2012,20,CI2012DHS,24153.75586,26816.53906,30239.71875,1750.928497,1922.09482,2133.992374,2406.400358,6574.533333,0.406005556,0.455703735,0.535705133,7,3674,3823,4038,4143,4304,4404,4467,56,10,0,0.125996258,0.515770402,0.453338772,0.391978711,0.3056283,0.194791958,7.035295548,1711.533333,9293.497398,40712.43467,137352.8862,1247,1084,1178,978,960,1346,827,0.7743459701538086,3,3,3,27.58500099,23.95299911,25.60099983,28.13299942,26.60900116,24.17000008,25.34799957,28.43400002,26.81599998,26.04400063,25.34499931,24.44799995,1.933333333,1577.016846,1700.727661,1849.892822,2037.802124,125.4950132,135.3396071,147.2097934,162.1631405
CI201200000021,CIGE61FL,CI,2012,21,CI2012DHS,121293.1484,134664.875,151855.0781,8792.653471,9652.202066,10716.29026,12084.24316,12051,0.65925769,0.677243392,0.674095392,-9999,3288,3070,3169,3303,3365,3390,3355,93,12,0,0.003478902,0.18134204,0.351330101,0.536384821,0.308861762,0.292037517,15.53085538,1469.071429,11740.26073,1889.009945,13713.31809,1540,1466,1821,1617,1680,1965,1500,0.011513979307242803,3,3,3,27.95199966,24.26399994,27.02600098,27.55999947,26.7689991,24.9260006,26.17000008,27.81399918,27.36499977,27.18000031,26.10499954,25.11000061,7.857142857,116464.7578,128826.5938,143723.0313,162387.8438,9267.97095,10251.6946,11437.11543,12922.41402
CI201200000022,CIGE61FL,CI,2012,22,CI2012DHS,20729.71094,23015.01953,25952.92969,60.1086504,65.9847193,73.25908247,82.61074096,9147.640957,0.004716887,0.007076031,0.011071724,-9999,4783.1,4818,4908.5,4696.4,4859.3,4911.7,4932.1,34.26861702,12.0,0,0.043097409,0.617838424,0.541378464,0.560453551,0.50708345,0.439482723,0.02255562,1767.726064,77542.15485,26055.79681,194404.9133,1966.8,1423.3,2036.7,1847.5,1688.1,2221.9,1827.1,0.6994044527094415,0,0,0,26.49599838,23.79924965,24.41374969,26.11800003,24.92575073,23.84025002,25.06349945,26.52799988,26.16424942,25.25174904,25.15200043,24.60124969,120.3085106,23732.45313,28189.79102,33940.33984,41591.58984,75.54274455,89.73089171,108.0354571,132.3901423
CI201200000023,CIGE61FL,CI,2012,23,CI2012DHS,11317.07422,12564.7041,14168.61133,32.81541478,36.02336607,39.99469532,45.1000906,6757.437158,0.00328729,0.004850333,0.008182978,-9999,4256.416667,4254.416667,4290.416667,4528.333333,4991.416667,5150.083333,5232.583333,26.63661202,11.0,0,0.155122007,0.648307105,0.618676376,0.556819534,0.484654999,0.413622538,0.038878965,1712.193989,34181.01782,72514.96582,144925.3403,1346.6,968.3,1290.3,953.2,1004.3,1309.8,877.7,0.3682095887231045,0,0,1,27.67033386,24.31966654,26.27666728,27.94599915,26.51833344,24.71266683,25.81700134,28.13099925,27.09600067,26.58133443,25.93033346,25.18333435,209.8715847,17596.47266,19710.64648,22293.66016,25561.60156,56.0113121,62.74093638,70.96292428,81.36510483
CI201200000024,CIGE61FL,CI,2012,24,CI2012DHS,2261.128906,2510.402832,2830.860107,163.9113484,179.9349212,199.7715099,225.2726896,6065.2,0.02345137,0.025323001,0.092883715,5,2989,2963,2964,3236,3524,3427,3478,61.2,11,0,0.142666137,0.610228593,0.608654022,0.555849969,0.52997911,0.388554871,1.013060188,1831.866667,214347.9388,83207.77377,45964.68583,1471,944,1116,1093,863,1393,825,0.13734782536824544,0,0,1,27.63199997,24.36400032,26.00699997,28.24399948,27.02400017,24.37400055,25.43700027,28.23699951,26.69400024,26.09399986,25.60300064,24.78300095,12.33333333,2180.337891,2267.336426,2378.044922,2525.972656,173.5057765,180.4288999,189.2388021,201.0105172
CI201200000025,CIGE61FL,CI,2012,25,CI2012DHS,16621.41406,18453.8125,20809.47266,48.19607078,52.90760418,58.74030957,66.23860874,6423.406417,0.000243737,0.0003597,0.003389254,7,3606.9,3641.9,3568.7,3728.7,3954.5,3964.8,4025.9,25.30481283,10.0,0,0.176302439,0.683434783,0.569625616,0.515967488,0.490876943,0.292229235,0.006110763,1729.256684,60316.17484,26631.3818,155564.9736,1176.363636,1109,1162.909091,990.7272727,947.4545455,1198.909091,763,0.29393119608017215,0,0,0,27.42000008,23.75224876,25.34949875,27.69874954,26.01675034,24.07775116,25.21474838,28.23775101,26.57500076,25.90499878,25.26924896,24.33649826,142.4251337,9280.857422,10008.81445,10886.70313,11992.5918,29.5418867,31.85904588,34.65345234,38.17360531
CI201200000026,CIGE61FL,CI,2012,26,CI2012DHS,31068.44141,34493.52344,38896.68359,2252.180306,2472.348012,2744.90738,3095.299732,7673.538462,0.543258746,0.669466416,0.67989397,-9999,4454,4410,4355,4607,4885,5114,5077,55.46153846,11,0,0.069916544,0.409079932,0.494140536,0.438323587,0.383301914,0.294336289,9.826470511,1679.923077,29389.34277,45103.01442,96219.33129,1319,1075,1474,1033,1125,1490,1009,0.7286166411179763,3,3,3,27.78800011,24.44799995,26.52499962,27.8409996,26.60200119,24.90600014,25.99500084,28.05900002,27.18499947,26.7840004,26.10099983,25.45299911,4.153846154,1559.753906,1669.565796,1802.444336,1970.721924,124.1212721,132.8598246,143.4339629,156.8250678
CI201200000027,CIGE61FL,CI,2012,27,CI2012DHS,4567.642578,5071.193848,5718.540039,13.24450756,14.53925789,16.14211137,18.20267829,10592.32258,9.82E-05,0.000417126,0.000535655,-9999,3676.8,3789.9,4059.3,3916.3,4080.8,4010.5,4046.5,17.54716981,13.0,0,0.136878661,0.652478456,0.611115074,0.558207893,0.48806022,0.349174722,0,1551.30914,48205.29683,3480.203467,217169.6341,1826.083333,1676.25,1838.666667,1845,1920.333333,2479.416667,1482,0.21899611480795148,0,0,0,27.04399872,24.26025009,25.59500122,26.76224899,25.83625031,24.5767498,25.49475098,26.99300003,25.90475082,25.69849968,25.8152504,25.13624954,1357.719677,17743.61523,19677.41406,22009.08984,24931.33203,56.47968144,62.6351543,70.05710882,79.35889461
CI201200000028,CIGE61FL,CI,2012,28,CI2012DHS,20486.21094,22744.67188,25648.07031,59.40258063,65.20963473,72.39853917,81.64034341,9520.710456,0.00579685,0.007244978,0.008544652,5,4164.833333,4210.916667,4265.75,4266.75,4506.166667,4695.416667,4685.333333,28.94369973,11.0,0,0.024512017,0.568438794,0.590683428,0.604822413,0.502575048,0.382948049,0.024074976,1698.796247,57923.09999,26459.91937,192769.8237,1954.181818,1532.272727,1978.181818,1799.545455,2006.909091,2068.636364,1821.545455,2.8607351185489276,0,0,0,24.61566671,22.14066569,22.37733459,24.20433299,23.01566569,22.10699972,23.1200002,24.56666565,24.23466746,23.29600016,23.25033315,22.83333333,161.5576408,15129.72266,15886.29688,16833.45703,18074.87305,48.15940298,50.56765352,53.58255791,57.53410783
CI201200000029,CIGE61FL,CI,2012,29,CI2012DHS,8826.6875,9799.769531,11050.72656,25.59419443,28.09621894,31.19363524,35.17555514,8901.451351,0.002865157,0.005737326,0.012206936,-9999,4904.545455,4916.272727,5063.363636,4789.454545,4804,4792.909091,4818,29.08672087,13.0,0,0.152978292,0.704516782,0.620632172,0.599538358,0.538677915,0.45122083,0.070312907,1610.267568,114402.5312,54524.57067,130942.3517,1614.5,1386.2,1546.4,1524.8,1432.4,1989.7,1334.2,0.3387263942409206,0,0,1,27.0649999,24.22399902,25.28933207,27.09266663,25.84933217,24.46166484,25.38233185,27.14066823,26.20066833,25.70099894,25.53166707,25.04833221,142.9459459,19369.63477,22149.58984,25546.03125,29839.625,61.65546239,70.50433421,81.315543,94.98247638
CI201200000030,CIGE61FL,CI,2012,30,CI2012DHS,12463.71387,13837.75391,15604.16797,36.14025169,39.67323343,44.04693872,49.66960931,6323.644385,0.000810524,0.000884884,0.004013191,7,3950.9,4008.8,4056.2,4106.8,4348.1,4429.7,4502.3,27.29758713,10.0,0,0.183649524,0.696368429,0.595951217,0.543530975,0.472453526,0.312360287,0.007981817,1734.743316,41649.949,53480.33443,164176.7122,1349.666667,1120.666667,1193.888889,977.3333333,958.6666667,1279,797.7777778,0.581479689654182,0,0,0,27.3713328,23.72966766,25.52466583,27.71333313,26.25,24.07800039,25.23500061,28.11900075,26.61899821,25.96666718,25.30700175,24.41233317,191.9679144,12005.05371,12946.37109,14081.07715,15511.29688,38.2132728,41.20957908,44.82146065,49.37399144
CI201200000031,CIGE61FL,CI,2012,31,CI2012DHS,13112.78418,14558.37793,16416.78125,950.5580264,1043.48221,1158.518905,1306.405943,6309.571429,0.234680434,0.240908504,0.307097594,-9999,3592,3574,3663,3750,3962,4040,4030,49.85714286,12,0,0.077963568,0.481914549,0.507690012,0.459370017,0.526675522,0.334056407,4.131848787,1722.857143,156573.1242,25860.85256,57011.34455,1188,950,1314,1150,1103,1382,997,0.3581667287009103,2,2,1,28.1060009,25.15699959,26.03800011,28.27400017,26.81299973,25.32999992,26.23200035,28.34000015,27.28499985,26.5340004,26.21800041,25.62800026,55.14285714,560.102417,579.0263672,603.7276611,637.5192871,44.57153415,46.07745426,48.04312077,50.73217293
CI201200000032,CIGE61FL,CI,2012,32,CI2012DHS,3537.92749,3927.959961,4429.370605,256.4676996,281.5393242,312.577122,352.4781133,7952.285714,0.005213797,0.006412182,0.006606146,-9999,4744,4507,4491,4476,4725,4764,4706,28.57142857,12,0,0.195398944,0.784606277,0.611217737,0.595083952,0.540183663,0.455634087,0,1668.428571,156294.0369,31155.86873,78184.10324,1513,1099,1506,1417,1290,1783,1212,0.22678116389683314,1,1,1,26.98500061,24.25499916,25.19099998,27.18600082,25.75499916,24.33499908,25.35599899,27.24099922,26.30200005,25.61700058,25.41900063,24.87999916,78.92857143,1291.901489,1381.276611,1489.501709,1626.682007,102.806254,109.9185002,118.5307799,129.4472411
CI201200000033,CIGE61FL,CI,2012,33,CI2012DHS,26741.17188,29689.20703,33479.08203,77.5397163,85.11979378,94.50368111,106.5672279,7388.786096,0.004260905,0.007535483,0.010608279,-9999,4197.25,4186,4131.333333,4364.5,4588.166667,4644.25,4686.416667,32.06182796,12.0,0,0.184898012,0.762959769,0.629984411,0.620565351,0.561250432,0.463641453,0.03526693,1725.326203,187091.8783,18353.68901,59999.87273,1478.25,1045,1360.083333,1264.5,1156.166667,1579.333333,1030.75,0.3236615186069101,0,0,0,27.00333405,24.20066833,25.23433431,27.1843338,25.76300049,24.32233175,25.38400014,27.33899943,26.44533285,25.67233276,25.3780009,24.91200002,142.9893048,18213.45117,19477.87891,21008.78516,22948.97656,57.97521569,62.00001419,66.87304013,73.04886117
CI201200000034,CIGE61FL,CI,2012,34,CI2012DHS,3150.113281,3497.391602,3943.840088,228.3546652,250.67805,278.3135807,313.8408224,9841.928571,0.043415452,0.058365668,0.070018589,-9999,4419,4414,4349,4345,4587,4820,4744,29.85714286,12,0,0.073034282,0.635284195,0.548215568,0.562392831,0.504145801,0.419027239,0.186750889,1790.071429,55089.19845,55694.13076,214072.1257,1990,1532,2248,1883,1849,2231,1963,0.575739860534668,0,0,1,25.99799919,23.52300072,23.80599976,25.51300049,24.43400002,23.52000046,24.63800049,25.9470005,25.71700096,24.79599953,24.80999947,24.3029995,56.57142857,463.1591797,514.4373779,576.2965088,653.8391113,36.85703644,40.9376258,45.86021903,52.03086328
CI201200000035,CIGE61FL,CI,2012,35,CI2012DHS,14065.5625,15616.19531,17609.62891,1019.625832,1119.3019,1242.697338,1401.329744,6610.428571,0.257879452,0.283749104,0.341485414,7,3375,3456,3536,3604,3737,3673,3687,61.14285714,10,0,0.145304721,0.624589395,0.484369218,0.415600359,0.32839641,0.202082664,4.749642065,1708,9145.690145,37767.34554,134555.2329,1230,1074,1153,990,944,1348,806,0.6882581029619489,2,2,3,27.58500099,23.95299911,25.60099983,28.13299942,26.60900116,24.17000008,25.34799957,28.43400002,26.81599998,26.04400063,25.34499931,24.44799995,4.071428571,1471.861328,1587.323364,1726.542236,1901.921875,117.1270029,126.3151798,137.3938657,151.3501339
