DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Density_2000,All_Population_Density_2005,All_Population_Density_2010,All_Population_Density_2015,Aridity,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Global_Human_Footprint,Growing_Season_Length,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Malaria_2000,Malaria_2005,Malaria_2010,Malaria_2015,Nightlights_Composite,Potential_Evapotranspiration,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015
CI201200000265,CIGE61FL,CI,2012,265,CI2012DHS,9946.878906,11043.4541,12453.16992,28.84234166,31.66189892,35.15240618,39.639671,6480.550136,0.002848086,0.004734283,0.007737485,5,3713.8,3726,3625.1,3841.3,4060.4,4213.7,4214.5,25.39189189,11.0,0,0.142604219,0.700570678,0.601325925,0.580793381,0.499325085,0.320754782,0.028687646,1801.135501,189222.8182,56999.78544,27544.49291,1552.583333,984.4166667,1251.25,1207.916667,1080.916667,1335.25,1066.666667,0.45369408253408705,0,0,0,27.23799896,24.10274887,25.45825195,27.26725006,25.93149948,24.29124832,25.51525116,27.56225014,26.65324974,25.88599968,25.40449905,24.91925049,220.0189702,7484.442383,9657.03418,12609.64453,16724.94336,23.82372003,30.73929451,40.13774515,53.23714817
CI201200000266,CIGE61FL,CI,2012,266,CI2012DHS,16814.8125,18668.5293,21051.59961,48.75685571,53.52321053,59.42377437,67.00932276,6020.056757,0.002188334,0.004230779,0.006078942,-9999,3985.5,3875.1,3691.3,4138,4479.8,4566.5,4518,33.68108108,11.0,0,0.149837819,0.636684535,0.636886724,0.60244077,0.578192139,0.443358103,0.027809501,1794.935135,134504.0767,67262.40589,103823.1149,1279.333333,947.75,1262.166667,942.75,954.6666667,1277.916667,851.5833333,0.16598042668523016,0,0,0,28.15266673,24.92566681,26.44133504,28.46166738,26.98399862,25.15999858,26.25466665,28.57800039,27.35166677,26.79766846,26.21766663,25.52166748,141.2513514,8795.733398,10351.10742,12288.16113,14776.19141,27.99768897,32.94859825,39.11443171,47.03407806
CI201200000267,CIGE61FL,CI,2012,267,CI2012DHS,23845.55078,26474.35938,29853.85938,69.14344756,75.90274555,84.27050321,95.02778581,5996.942779,0.010418057,0.012861519,0.016186554,5,3883,3845,3686.8,3959.5,4122,4310.6,4346.4,26.77595628,11.0,0,0.147233447,0.668439143,0.614897537,0.573373222,0.556148211,0.401828194,0.311038317,1819.168937,235523.1676,55905.25073,7064.858528,1434.8,987.9,1160.8,1087.8,979.2,1423.4,907.2,0.10568507555719941,0,0,0,27.56150055,24.33224869,25.63000107,27.92475128,26.42599869,24.39474869,25.50499916,28.06674957,26.67749977,25.92099953,25.48099899,24.81624985,102.2016349,14357.78516,15004.61621,15814.98242,16881.80273,45.7022496,47.76117678,50.34065254,53.73644706
CI201200000268,CIGE61FL,CI,2012,268,CI2012DHS,5553.394531,6165.618164,6952.669922,16.10283087,17.67700381,19.62577216,22.13103572,6966.440541,0.000563002,0.001035527,0.002550319,5,3260.9,3245.3,3246.3,3428.4,3643.6,3766.2,3816.7,23.83423913,10.0,0,0.147568073,0.672771713,0.619156202,0.578631274,0.504415894,0.372891553,0,1803.172973,170640.2396,36626.48281,88006.14781,1341.818182,1086.818182,1371.545455,1313.454545,1271.454545,1236.090909,888.2727273,0.13477978061985324,0,0,0,27.80400085,24.09933472,25.42199961,27.62700144,25.94700114,24.40233358,25.64366659,28.14200083,26.91733297,25.95566813,25.3693339,24.76300049,239.8918919,5201.018555,6288.445313,7688.668945,9544.40918,16.55535624,20.01674312,24.47379337,30.380798
CI201200000269,CIGE61FL,CI,2012,269,CI2012DHS,60946.21094,67665.11719,76302.6875,4418.047966,4849.945367,5384.618938,6071.974943,11715.23077,0.351178353,0.495937641,0.787356597,-9999,3819,3882,4018,4015,4239,4150,4132,43.07692308,12,0,0.01119914,0.211183014,0.377479166,0.530258298,0.334963351,0.301722467,9.50858912,1477.307692,21145.21862,1614.399717,16796.65742,1550,1453,1757,1589,1685,1939,1522,0.11465105643639198,3,3,3,27.76199913,24.20300102,26.83399963,27.42199898,26.63700104,24.83399963,26.06200027,27.66600037,27.21500015,26.95100021,26.00900078,25.04599953,9.923076923,102172.3047,113016.8594,126085.5625,142459.6563,8130.61367,8993.595913,10033.57026,11336.57925
CI201200000270,CIGE61FL,CI,2012,270,CI2012DHS,3544.459961,3935.212402,4437.549316,10.2776496,11.28236647,12.52617012,14.12515818,7547.224324,0.000525996,0.000533622,0.000617143,5,3416.7,3404.9,3507.2,3581.2,3681.8,3823.6,3793.9,20.49189189,11.0,0,0.113546992,0.640753921,0.520054563,0.510627047,0.432734712,0.306736978,0.005531008,1788.156757,19595.00477,22376.02358,196914.7041,1482.444444,1293.888889,1611.333333,1388.666667,1529.333333,1638.333333,1371.555556,0.4736394108952703,0,0,0,26.61233521,23.50233459,24.05833181,26.24000041,24.5606664,23.63533274,24.83933258,26.76966604,26.06933339,24.90799967,24.60933431,24.22399902,514.4891892,7362.90918,8091.722656,8969.832031,10070.95898,23.43686783,25.75675318,28.55186213,32.05685807
CI201200000271,CIGE61FL,CI,2012,271,CI2012DHS,23801.62305,26786.90625,30250.62891,68.7120444,75.76291924,85.2653708,96.29074245,9700.727027,0.00993821,0.014389739,0.016395932,-9999,4822.272727,4831.363636,4921.090909,4394.727273,4366.272727,4430.545455,4484.454545,34.18648649,12.0,0.056453218,0.229304877,0.781461288,0.498714745,0.526031375,0.444511443,0.30389905,0.025687533,1872.181081,3649.787989,87024.67006,280863.7105,1936.4,1487.4,1982.7,1838.6,1705.2,2498.8,1825.4,0.6301982982738598,0,0,0,26.71224976,24.08800125,25.14900017,26.25124931,25.59874916,24.2159996,25.48725128,26.75524902,26.41025162,25.82875061,25.57149887,24.9904995,312.7567568,21450.82227,24085.16797,27482.05469,31437.12305,68.28008795,76.66547075,87.478097,100.0674706
CI201200000272,CIGE61FL,CI,2012,272,CI2012DHS,6813.087402,7564.183105,8529.764648,493.887086,542.1682689,601.9385658,678.7771036,8070.9375,0.141603688,0.29373757,0.427194198,-9999,4563,4548,4434,4710,4890,4925,4875,39,12,0,0.055701929,0.599978827,0.502726793,0.472342879,0.482677162,0.289359391,1.633728948,1631.8125,129814.5703,58156.78749,73497.65585,1496,1140,1596,1359,1396,1686,1201,0.00705381203442812,2,2,2,27.15999985,24.39599991,25.39999962,27.29100037,25.95999908,24.46800041,25.35400009,27.30999947,26.43400002,25.77000046,25.57299995,24.97900009,65.6875,1606.531006,1799.100586,2032.080078,2324.484131,127.8436754,143.1678757,161.7077946,184.9765698
CI201200000273,CIGE61FL,CI,2012,273,CI2012DHS,2242.822266,2490.077881,2807.940918,6.50337172,7.139125002,7.926164069,8.93795354,6187.064343,0.00013012,0.000187736,0.000953933,7,2882.75,2891.5,2994.083333,3086.833333,3334.75,3386.75,3366.333333,16.58823529,9.0,0,0.15703157,0.658359979,0.516483911,0.486872991,0.576755587,0.302027448,0.001860126,1782.680965,40046.73825,4473.002263,162348.3764,1147.083333,1073.666667,1064.333333,978.25,1026.333333,1128.666667,856.5,0.8059515315581133,0,0,0,28.71000099,24.8152504,26.16724968,28.83999825,27.01549911,25.15124893,26.23475075,29.56649971,27.67774963,26.84074974,26.26000023,25.33600044,368.4572193,6220.272461,6446.228516,6737.722656,7132.217773,19.79974219,20.51898265,21.44683732,22.70255428
CI201200000274,CIGE61FL,CI,2012,274,CI2012DHS,1055.947754,1172.358643,1322.012329,3.061865615,3.361186094,3.731733462,4.20809594,6028.086486,5.68E-05,5.68E-05,0.000290785,7,3070.909091,3085.181818,3089.363636,3216.909091,3344.818182,3417.181818,3409,12.98918919,9.0,0,0.182677636,0.725489853,0.512098968,0.480262458,0.568163753,0.443971902,0.006757225,1826.886486,66030.21302,6861.527426,177208.5658,1248.2,1033.2,1166.2,964.7,945.6,1179.6,914.6,0.3428302661792652,0,0,0,28.65250015,25.21825027,26.39624977,28.64875031,27.02799988,25.48999977,26.55650139,29.33374977,27.82875061,27.00875092,26.46049881,25.75749969,316.5135135,1556.107178,1945.850708,2454.050293,3134.458984,4.953242987,6.193835174,7.811484695,9.977292824
CI201200000275,CIGE61FL,CI,2012,275,CI2012DHS,16855.21094,18713.38281,21102.17969,48.87400243,53.65180276,59.56654752,67.17032415,9041.929348,0.002724775,0.005046174,0.006912699,-9999,4574.555556,4552,4650.444444,4480.888889,4707.555556,4722.444444,4751,26.93206522,12.0,0,0.091194845,0.596788779,0.512471676,0.491146292,0.523529666,0.408624513,0.045357469,1567.355978,85718.64011,70174.29167,116929.8037,1670.4,1388.4,1624,1572.9,1582.2,1929.1,1321.5,0.6284005952918011,0,0,0,26.8736674,24.03833262,25.44800059,26.88200124,25.79733276,24.24599965,25.10399882,26.95899963,26.17833455,25.67400106,25.30599976,24.6856664,170.1929348,19004.53516,20724.26953,22803.83984,25424.2168,60.49331424,65.96739875,72.58687664,80.92779556
CI201200000276,CIGE61FL,CI,2012,276,CI2012DHS,213529.7188,237069.9219,267332.3125,15478.97085,16992.15512,18865.42496,21273.62949,11855.85714,0.970758574,0.976467405,0.957471984,-9999,2940,2851,2826,2936,3009,2948,2947,75.78571429,12,0,0.008412286,0.197319439,0.359245837,0.52486974,0.313546419,0.284966022,18.61230669,1473.714286,18648.25103,3331.717919,9851.254742,1538,1463,1762,1626,1662,1937,1485,0.01958910482270377,3,3,3,27.95199966,24.26399994,27.02600098,27.55999947,26.7689991,24.9260006,26.17000008,27.81399918,27.36499977,27.18000031,26.10499954,25.11000061,14.5,151419.4375,167491.0938,186858.9219,211125.3438,12049.57598,13328.51775,14869.76054,16800.82104
CI201200000277,CIGE61FL,CI,2012,277,CI2012DHS,194249.625,215664.3125,243194.2344,14081.33804,15457.89401,17162.02069,19352.78227,12467,0.89935024,0.904717299,0.913115721,-9999,682,668,691,716,739,752,751,-9999,12,0,0.002907556,0.176522974,0.36976549,0.564598203,0.32979542,0.325545579,29.14643058,1466.8,4191.067104,8431.788758,13744.08686,1462,1455,1845,1722,1673,1880,1493,0.018710780143737792,3,3,3,27.81546402,24.08350563,27.17113495,27.52268028,26.87216377,24.77010345,26.04639244,27.69793892,27.33298874,27.23402023,26.01237106,24.93298912,109.6,244832.5938,270819.375,302135.125,341372.5,19483.15877,21551.12111,24043.14931,27165.56041
CI201200000278,CIGE61FL,CI,2012,278,CI2012DHS,2586.551025,2871.700195,3238.278076,7.500060125,8.233247624,9.140905622,10.30775926,6766.546667,5.97E-05,0.000101735,0.000142528,2,3171.9,3160,3327.8,3415.8,3629.2,3557.8,3559.7,22.824,9.0,0,0.168481995,0.741556041,0.47800471,0.469689465,0.483482297,0.417962519,0.000691343,1933.192,13488.36452,45424.34647,222243.7104,1113.666667,1410.111111,1435.555556,1450.888889,1256.444444,1548.333333,1203.444444,0.09752276611328126,0,0,0,28.81475067,24.60099983,23.68899918,26.99900055,24.4375,24.93924904,26.15974998,28.74300003,27.89299965,25.30075073,25.56150055,24.89299965,385.7333333,3175.134277,3380.97998,3632.246094,3953.586914,10.1067663,10.76199353,11.56179841,12.58465801
CI201200000279,CIGE61FL,CI,2012,279,CI2012DHS,13448.9082,14931.55957,16837.59766,974.9239646,1070.23011,1188.215757,1339.893449,9808.133333,0.425789595,0.462195873,0.460109393,-9999,2351,2615,2838,3124,3400,3472,3471,61.875,13,0,0.134054893,0.474073856,0.411524594,0.380010009,0.410782635,0.374931097,5.324718221,1422.733333,5331.49938,53845.57036,274157.1718,1234,1070,1178,1204,1376,1560,1166,0.022979138294855754,3,3,3,27.52783585,24.5515461,26.46082497,27.10103035,26.41649437,24.96907234,25.84123611,27.3453598,26.78659821,26.58144379,25.94329834,25.01030922,11.93333333,2709.179199,3005.850098,3363.620605,3812.000732,215.5896306,239.1979506,267.668423,303.3493798
CI201200000280,CIGE61FL,CI,2012,280,CI2012DHS,5432.522461,6031.42041,6801.341797,15.75234495,17.29225606,19.19860744,21.64934333,6562.73913,2.73E-05,0.000113934,0.001147318,5,3207.6,3186,3194.6,3323.1,3268.3,3467.2,3459.4,24.39130435,10.0,0,0.135650718,0.664809716,0.630101395,0.587457339,0.515287081,0.377415435,0.00026085,1812.415761,178914.0771,7457.473018,59597.00212,1259.5,955,1264.8,1155.5,1154.1,1140.1,882.1,0.0940906690514606,0,0,0,27.92299906,24.28200022,25.75833384,28,26.36033376,24.57200114,25.81166585,28.39766693,27.10133362,26.15200043,25.54100037,24.86399841,311.6304348,7301.467773,8249.4375,9400.9375,10849.68164,23.24129376,26.25877512,29.92411346,34.53560928
CI201200000281,CIGE61FL,CI,2012,281,CI2012DHS,9884.435547,10974.12695,12374.99219,28.66128115,31.46313554,34.931731,39.39082356,6307.878049,0.00200325,0.002341553,0.005293635,5,3586.636364,3608.090909,3490.363636,3800,3941.181818,3897.272727,4046.090909,24.08967391,10.0,0,0.132028332,0.666746547,0.621254444,0.586900507,0.516363178,0.37400685,0.019603143,1816.379404,204787.2873,25647.03414,28203.23115,1328.5,925.8,1180.5,1087.8,1108.8,1216.9,994.5,0.19354963302612305,0,0,0,27.4936676,24.11633301,25.56033325,27.6200002,26.07899984,24.3143336,25.54266866,27.90266673,26.77266693,25.92266591,25.40999858,24.82533264,262.0190217,8447.408203,9541.070313,10868.72754,12539.41699,26.88893544,30.37017005,34.59623426,39.91420395
CI201200000282,CIGE61FL,CI,2012,282,CI2012DHS,6953.662109,7720.255859,8705.759766,20.16309883,22.13419394,24.57433764,27.711294,9415.795699,0.003787664,0.008548798,0.016500892,-9999,4734.4,4838.3,5007.3,4451.9,4410.2,4401,4404.4,30.84677419,13.0,0,0.130877879,0.624910167,0.617266246,0.584639822,0.546330588,0.46291961,0.018944063,1551.572581,84558.66541,54633.64063,167419.0674,1623.666667,1410.333333,1568,1488.555556,1618.666667,2077.444444,1371,0.9640799901818716,0,0,0,27.26749992,24.33124924,25.74475098,27.09224892,26.12450027,24.61650085,25.59674835,27.16749954,26.36374855,25.9545002,25.71049881,25.0984993,89.30913978,25157.75195,28721.41797,33071.35156,38566.11719,80.0796116,91.42311285,105.2693815,122.7597637
CI201200000283,CIGE61FL,CI,2012,283,CI2012DHS,43888.42188,48726.82031,54946.88281,3181.512907,3492.529643,3877.557157,4372.534003,6139.357143,0.683627129,0.718916416,0.774634838,5,3487,3390,3449,3577,3886,4052,4114,72.85714286,11.0,0,0.099739177,0.433476999,0.52094245,0.44632411,0.411682963,0.263503641,11.2791148,1824.357143,218608.6116,80258.11529,42046.81107,1433,985,1156,1115,891,1403,872,0.19051882198878697,3,3,3,27.63199997,24.36400032,26.00699997,28.24399948,27.02400017,24.37400055,25.43700027,28.23699951,26.69400024,26.09399986,25.60300064,24.78300095,7.714285714,2004.27063,2084.243896,2186.012451,2321.994873,159.494789,165.8588593,173.9573436,184.7784809
CI201200000284,CIGE61FL,CI,2012,284,CI2012DHS,108509.3516,120471.7656,135850.1875,7865.944594,8634.899839,9586.838499,10810.61443,12115.33333,0.468318426,0.494766419,0.500317757,-9999,792,841,843,1358,1693,1717,1722,85.5,12.0,0,0.003039156,0.157895651,0.357650101,0.547300398,0.320522696,0.311503708,19.76490275,1468.666667,6169.203586,7332.489006,16984.53635,1593,1445,1814,1714,1722,2061,1499,0.016153857111930847,3,3,3,27.70000076,24.06599998,27.12600136,27.46199989,26.75900078,24.75799942,26.02499962,27.65200043,27.28299904,27.19600105,26.04100037,24.96699905,21.66666667,51631.04688,57111.05469,63715.13281,71989.52344,4108.668164,4544.75333,5070.289168,5728.744253
CI201200000285,CIGE61FL,CI,2012,285,CI2012DHS,4290.909668,4763.953125,5372.080078,311.0520361,341.459742,379.1033443,427.4965495,7943.866667,0.109754434,0.171250857,0.185367694,-9999,4455,4505,4587,4553,4951,5014,4906,31.2,12,0,0.084131591,0.530421678,0.588394642,0.550119936,0.51885134,0.458264053,1.429280906,1671.533333,2782.832635,18294.22493,83927.74788,1406,1072,1567,1091,1200,1515,1040,0.13019311428070068,1,1,1,27.85299873,24.52099991,26.61100006,27.91900063,26.64599991,25.04100037,26.0909996,28.1230011,27.32900047,26.90399933,26.23999977,25.5529995,67.93333333,854.4790039,914.6434937,987.4249268,1079.615234,67.99727862,72.78501659,78.57677902,85.91305056
CI201200000286,CIGE61FL,CI,2012,286,CI2012DHS,11596.33398,12874.75,14518.23633,840.6290547,922.8069373,1024.540052,1155.324538,11503.86667,0.09616365,0.102061937,0.136627297,-9999,4034,4053,4092,3819,3624,3596,3577,55.2,12,0,0.029014059,0.361121609,0.441192955,0.569471955,0.394835681,0.343273044,1.121895837,1488.333333,23470.09093,7593.948741,10523.44662,1500,1435,1732,1598,1629,1893,1453,0.02445300022761027,0,0,1,27.76199913,24.20300102,26.83399963,27.42199898,26.63700104,24.83399963,26.06200027,27.66600037,27.21500015,26.95100021,26.00900078,25.04599953,14.53333333,30480.69922,33715.91016,37614.64844,42499.45313,2425.576975,2683.026881,2993.278616,3381.999022
CI201200000287,CIGE61FL,CI,2012,287,CI2012DHS,1209.412476,1342.741943,1514.145386,87.67144849,96.2419869,106.8520088,120.4918614,7166.066667,0.0473267,0.066633133,0.086813108,5,3784,3851,3908,3933,4211,4340,4473,27.06666667,11,0,0.160158199,0.686019246,0.564498842,0.536129951,0.390855432,0.227539822,0.729624409,1802.933333,114458.2389,73328.61295,116378.0457,1428,1268,1441,1352,1380,1503,1014,0.21874906222025553,0,0,0,27.3239994,23.83799934,24.83099937,26.79199982,25.19799995,24.02000046,25.32699966,27.47999954,26.59399986,25.53199959,25.07699966,24.65399933,268.4666667,197.4307251,218.1171875,243.0469666,274.2774658,15.71103791,17.35721428,19.34106307,21.82630723
CI201200000288,CIGE61FL,CI,2012,288,CI2012DHS,193141.3125,214433.8438,241806.6875,14000.99587,15369.6973,17064.1031,19242.36479,11809.3125,0.861405886,0.884268321,0.869708575,-9999,2940,2851,2826,2936,3009,2948,2947,70.8125,12,0,0.008412286,0.197319439,0.359245837,0.52486974,0.313546419,0.284966022,13.03749738,1475.6875,19471.95582,4568.811031,9008.417118,1538,1463,1762,1626,1662,1937,1485,0.02043849788606167,3,3,3,27.76199913,24.20300102,26.83399963,27.42199898,26.63700104,24.83399963,26.06200027,27.66600037,27.21500015,26.95100021,26.00900078,25.04599953,16.1875,159569.0156,176505.6563,196915.8906,222488.3594,12698.0988,14045.87384,15670.06868,17705.06109
CI201200000289,CIGE61FL,CI,2012,289,CI2012DHS,28365.80078,31492.9375,35513.0625,82.25054098,90.29114818,100.2451335,113.0415888,8584.425474,0.004732534,0.006446719,0.011491478,-9999,4845.2,4800.8,4847.2,4874.1,5015.6,5086.9,5036.2,34.72826087,13.0,0,0.147981398,0.700779571,0.616794314,0.596253463,0.548641682,0.447127751,0.124893808,1616.197832,133323.7385,73755.69666,108387.0066,1486.444444,1305.444444,1571.111111,1497.444444,1466.111111,1879,1273.444444,0.17274489570762408,0,0,0,27.01899974,24.19133504,25.31099955,27.10266622,25.8743337,24.34533183,25.29999797,27.10266622,26.21966553,25.6263326,25.4406662,24.95300039,103.295393,23459.98047,26987.7207,31312.90625,36794.39453,74.67543713,85.90458304,99.67207625,117.1201954
CI201200000290,CIGE61FL,CI,2012,290,CI2012DHS,7726.981445,8578.828125,9673.931641,560.136147,614.8936461,682.681451,769.8270199,6966.714286,0.050666165,0.065534651,0.085469685,5,2799,2858,3052,3125,3278,3354,3315,61.57142857,9,0,0.100303731,0.569296796,0.545434296,0.46559754,0.468795717,0.299296767,1.337242521,1808.714286,38805.49252,91758.18491,170953.862,1253,1151,1213,1316,1100,1146,937,1.109656606401716,0,0,0,28.7859993,25.28800011,25.2670002,27.79699898,25.78999901,25.44299889,26.53000069,28.95499992,27.84399986,26.76099968,26.39500046,25.62199974,3.571428571,461.5147095,511.864502,572.581543,648.6693726,36.72617366,40.73288284,45.56459145,51.61946854
CI201200000291,CIGE61FL,CI,2012,291,CI2012DHS,29850.75781,33141.60156,37372.17969,86.55637849,95.01791321,105.4929942,118.9593426,8813.997319,0.010909681,0.013388272,0.019123428,-9999,4647.333333,4680.916667,4752.416667,4669.833333,4809.666667,4902.25,4929.666667,28.75067024,12.0,0,0.030856438,0.588168394,0.598963559,0.618022382,0.533758461,0.472471774,0.038403779,1732.723861,96488.08458,23252.86167,166168.2161,1884.4,1353.4,1941.3,1818.8,1685.7,2054.5,1779,1.0678018769374162,0,0,1,26.18333435,23.59033457,23.77766673,25.78533427,24.44499969,23.59700012,24.73366801,26.22599792,25.82700094,24.80400085,24.74966685,24.31299845,132.5174263,34264.33984,35072.07031,36310.89844,38196.69531,109.0667811,111.6378671,115.5811795,121.5838574
CI201200000292,CIGE61FL,CI,2012,292,CI2012DHS,9425.380859,10464.46484,11800.27246,683.2546575,750.0479771,832.735653,939.0358459,7027.0625,0.10052526,0.149072485,0.158906742,5,2593,2652,2865,3013,3104,3234,3231,55.5,9,0,0.121283193,0.600702469,0.582660735,0.506531656,0.443324834,0.28477627,13.92262005,1823.625,83055.28832,94977.16488,151640.0137,1368,1169,1338,1380,1146,1290,847,0.45605507493019104,0,3,3,28.93799973,25.06200027,26.30500031,28.75499916,26.74399948,25.2859993,26.37100029,29.45299911,27.97299957,27.04999924,26.33399963,25.38299942,9.0625,700.5703125,796.7142944,913.8293457,1061.530396,55.74961411,63.40050909,72.72022876,84.47390488
CI201200000293,CIGE61FL,CI,2012,293,CI2012DHS,34780.0625,38614.32031,43543.51172,2521.239198,2767.709434,3072.829976,3465.082565,7756.666667,0.778359413,0.866900444,0.87208581,-9999,3936,3891,3976,4043,4128,4294,4237,54.2,12,0,0.073272701,0.420433927,0.4980748,0.443675011,0.393160909,0.308771402,8.521286537,1674,27099.85061,42811.36656,94218.80244,1316,1082,1480,1029,1140,1500,1005,0.45895907084147136,3,3,3,27.64999962,24.29000092,26.41499901,27.71000099,26.51499939,24.72500038,25.85300064,27.90999985,27.00799942,26.64800072,26.02600098,25.27099991,2.733333333,1799.763306,1926.472656,2079.798096,2273.969727,143.2206133,153.303823,165.5050738,180.9567612
CI201200000294,CIGE61FL,CI,2012,294,CI2012DHS,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
CI201200000295,CIGE61FL,CI,2012,295,CI2012DHS,6956.04834,7722.904785,8708.748047,20.17001679,22.14178955,24.58276943,27.720806,5923.954424,0.002318396,0.003409089,0.004929737,-9999,3919.666667,3854.25,3773.833333,3881.5,4024.083333,4097.25,4102.25,29.47593583,11.0,0,0.15031017,0.655183668,0.617584546,0.586801147,0.544629733,0.366130384,0.045524602,1815.034853,146903.917,77972.99105,94522.46025,1212.75,886.1666667,1181.916667,871.25,878.1666667,1202.75,822.5,0.168057214159109,0,0,0,28.35833232,25.02799988,26.57300059,28.74099986,27.21566772,25.26333364,26.39066569,28.80666606,27.5030009,26.89499919,26.32166545,25.60366821,245.386059,5194.871582,5665.731445,6233.183105,6944.744141,16.53578982,18.03458331,19.84083805,22.10580717
CI201200000296,CIGE61FL,CI,2012,296,CI2012DHS,24200.83984,26868.81641,30298.66992,1754.341624,1925.841644,2138.152473,2411.091543,7746.692308,0.374222169,0.463538793,0.556849186,-9999,4044,3943,3818,4130,4262,4287,4258,41.38461538,12.0,0,0.151060378,0.595366756,0.49443683,0.49808687,0.44209975,0.405910492,7.758090315,1695,155282.476,31437.02579,83823.49375,1357,905,1244,1162,1115,1478,998,0.21218710679274339,3,3,3,27.24300003,24.56999969,25.50600052,27.56200027,26.11499977,24.69400024,25.64999962,27.62000084,26.68900108,25.96299934,25.67399979,25.12400055,3.076923077,2532.849609,2708.050049,2920.231445,3189.206543,201.5577677,215.4997757,232.3846347,253.7889929
CI201200000297,CIGE61FL,CI,2012,297,CI2012DHS,20973.57813,23285.77148,26258.24219,60.81577084,66.76097267,74.1209127,83.58258083,9981.602151,0.002086196,0.003870773,0.005592583,-9999,4510.2,4625,4729.6,4462.6,4579.4,4599.2,4595.5,32.71505376,12.0,0,0.106457062,0.720536717,0.502617478,0.525923669,0.478249848,0.373416185,0.000771216,1839.255376,28956.00542,74221.67952,243605.9052,2046.5,1582.2,2079.1,1816.1,1852.9,2498.8,1942.4,0.14752759215652303,0,0,0,26.44999949,23.73366801,24.66133372,25.945666,25.14600118,23.88999939,25.09366608,26.36866506,26.15466817,25.39199829,25.26033274,24.71033223,275.9919355,18476.45703,21042.27539,24270.90234,28475.72266,58.81238934,66.97964284,77.25668161,90.64104039
CI201200000298,CIGE61FL,CI,2012,298,CI2012DHS,17428.45117,19349.82031,21819.85742,1263.404733,1386.912077,1539.809775,1736.369083,9803.466667,0.415628947,0.468110011,0.481754523,-9999,3133,3345,3547,3532,3622,3586,3594,56.33333333,13,0,0.134054893,0.474073856,0.411524594,0.380010009,0.410782635,0.374931097,3.495737712,1424.6,6845.623482,52639.14668,275127.0661,1224,1062,1172,1199,1399,1562,1123,0.024592951933542887,3,3,3,27.52783585,24.5515461,26.46082497,27.10103035,26.41649437,24.96907234,25.84123611,27.3453598,26.78659821,26.58144379,25.94329834,25.01030922,15.53333333,2709.168213,3005.837891,3363.607178,3811.985596,215.5887564,239.1969792,267.6673545,303.3481753
CI201200000299,CIGE61FL,CI,2012,299,CI2012DHS,30420.00977,33773.60938,38084.86719,2205.1752,2420.747462,2687.618439,3030.697435,6540.6875,0.635270039,0.640710036,0.674008528,-9999,4071,4116,4164,4004,4246,4194,4243,63,12,0,0.050915635,0.371242456,0.488844097,0.422146648,0.44415167,0.249031484,33.38210954,1711.9375,184876.1803,18197.67115,19828.94659,1354,910,1292,1001,1048,1350,888,0.12877018749713898,3,3,3,27.95800018,25.1060009,25.61600113,28.15699959,26.52300072,25.27099991,26.125,28.31100082,27.18499947,26.22400093,26.11000061,25.5890007,4.5,3348.416016,3632.1604,3973.770264,4402.972656,266.4584802,289.0381409,316.2225901,350.3774313
