Region,Rapid_Pop_Count
92463,-1.0489873265609628
92464,3.079201276086253
92465,1.0862787757568197
92466,-0.30937736751628037
92467,-0.04192524163995215
92468,0.5707349109623683
92469,0.38082746921131155
92470,0.7602480153952077
92471,-0.6200008498506115
92472,2.5619108696436426
92473,-1.0489873265609628
92474,-1.0489873265609628
92475,-1.0489873265609628
92476,0.26601134016088573
92477,0.737921938043544
92478,-1.0489873265609628
92479,0.8995974548962703
92480,-0.6013734224996364
92481,-0.0288237612286313
92482,-0.7691745864252484
92483,0.02605156363655773
92484,0.336608653078774
92485,0.27502644456919484
92486,0.135299268136335
92487,0.07482462481322154
92488,0.2868288092997008
92489,0.35857881927775775
92490,2.40077945642712
92491,1.7851106009397908
92492,0.1938344169311862
92493,2.227435867936366
92494,0.5440639087467056
92495,1.7964528286563153
92496,1.1102737140529009
92497,-0.23067747845740688
92498,0.16905165509522457
92499,-0.09987455367784001
92500,0.8665987533417003
92501,1.3189122743540225
92502,1.574199485797998
92503,2.4116590102260944
92504,-0.38640899412553087
92505,-1.0489873265609628
92506,-1.0489873265609628
92507,-0.8018403494947421
92508,0.11135056896104052
92509,-0.7905987651708547
92510,-0.8265762525581637
92511,-1.0489873265609628
92512,-1.0489873265609628
92513,-1.0489873265609628
92514,-1.0489873265609628
92515,-0.11089005697516609
92516,-0.48246136297744385
92517,-0.6754607800320792
92518,-1.0489873265609628
92519,-1.0489873265609628
92520,-1.0489873265609628
92521,-1.0489873265609628
92522,-1.0489873265609628
92523,-1.0489873265609628
92524,-1.0489873265609628
92525,-1.0489873265609628
92526,-0.05962204542644078
92527,-0.7606497531874564
92528,0.09160731162601449
92529,0.0865403836274484
92530,0.8121187335303401
92531,1.2861357564965326
92532,1.2251569242978186
92533,0.4032490099113153
92534,0.6404060244394227
92535,0.7714746573358755
92536,0.9392720132342157
92537,0.19380650537954597
92538,0.8082217090886167
92539,-1.0489873265609628
92540,-0.3910193818707155
92541,-0.9105702398168264
92542,1.2149357531176062
92543,-0.4303527553496724
92544,-0.23494111848632118
92545,-1.0489873265609628
92546,-1.0489873265609628
92547,0.8691678466919939
92548,-0.45493061433035886
92549,-0.9519587851762212
92550,-0.07126290379017997
92551,-0.14222830800482486
92552,-1.0489873265609628
92553,-1.0489873265609628
92554,-0.6050552262309853
92555,-0.7240146114483754
