Region,Zero_Pop_Count
92463,-1.3429824108128656
92464,2.275696856866087
92465,-1.3429824108128656
92466,-0.11909280136577917
92467,0.103164345281924
92468,-0.44920925238375686
92469,2.2375838019849112
92470,3.781976484808025
92471,1.0759328348620967
92472,2.319959293591488
92473,0.7965546458659029
92474,-0.6160515612861424
92475,0.31136253245314044
92476,-1.0449220467128992
92477,0.5916035856582601
92478,-1.3429824108128656
92479,0.2558884467252596
92480,-0.09558830189538534
92481,0.19805697504699468
92482,-0.3758444357435196
92483,0.13863988998279173
92484,0.4538881423033151
92485,1.3131592626107826
92486,0.745589124310475
92487,0.8744989537504695
92488,0.23798927974165818
92489,-1.3429824108128656
92490,2.901410233345333
92491,1.7817165338940366
92492,-0.3739223171707429
92493,-0.3644394319526139
92494,-0.3793673710973099
92495,1.0245411182559478
92496,1.115879493200733
92497,1.1421724094630936
92498,1.4209380578054933
92499,0.2306219187201193
92500,-0.32714321142158176
92501,0.4909888543024084
92502,-0.10995563030728775
92503,0.1834097073321055
92504,-0.3180680622599445
92505,-0.5820178271234481
92506,-1.0595029154887534
92507,-0.48881522258116133
92508,0.3572589377081721
92509,-0.5100489272882227
92510,-0.5135125959858936
92511,-0.6439040343694139
92512,-1.3429824108128656
92513,-0.20778621450595136
92514,-1.178623814052292
92515,0.03231302928454824
92516,0.028508773083125095
92517,0.25978239208731196
92518,-0.320989689349728
92519,-0.3139560784941501
92520,-1.3429824108128656
92521,-1.0481941173653868
92522,-0.19365449061143855
92523,-0.7882841599728104
92524,-0.13779523400076446
92525,-0.09079652526217528
92526,-0.14895126150765584
92527,0.2440631048071426
92528,0.138693466379568
92529,0.003312957190078015
92530,-0.23266855703972084
92531,0.426727113311044
92532,0.9308798012658167
92533,-0.10639774649051963
92534,0.5767807490681666
92535,0.969857281919073
92536,0.7627576892574336
92537,0.4296700492503532
92538,-1.3429824108128656
92539,0.20251675328055352
92540,-0.6224972218544985
92541,0.5112225271193382
92542,0.1288005784067179
92543,0.7208130825939003
92544,-1.3429824108128656
92545,-1.3429824108128656
92546,-0.05428703206637852
92547,-0.3828574902744729
92548,-0.3404804641660169
92549,-1.0264406672637716
92550,-1.3429824108128656
92551,-1.3429824108128656
92552,-1.3429824108128656
92553,-1.3429824108128656
92554,-0.3593606060834801
92555,-1.3429824108128656
