Region,Lab_Pop_Count
92463,-1.0876027435378575
92464,-1.0742034350943486
92465,0.9327981983962803
92466,-1.0876027435378575
92467,-1.0876027435378575
92468,0.4183864559268989
92469,0.3700247012359548
92470,1.7470829666452143
92471,-0.12381943038296402
92472,2.3668867684878756
92473,0.424341847751411
92474,-1.0876027435378575
92475,0.848429871541509
92476,0.15103586214435255
92477,1.0246731989947426
92478,-1.0876027435378575
92479,1.0729244997961067
92480,-0.4061822551478878
92481,0.33419920181000434
92482,-0.9086056744842793
92483,-0.2743546069372237
92484,-0.45106006585194813
92485,0.044780059740526054
92486,0.13838013999642199
92487,-0.2963634259282857
92488,-1.0876027435378575
92489,0.6955151818607348
92490,1.8155592311366842
92491,1.1064028375633939
92492,0.5927927288371372
92493,1.7867381141714584
92494,0.9982230055833646
92495,2.409490548403733
92496,1.4975206258571756
92497,0.6708069053632523
92498,0.25402152126152583
92499,0.007318159640841965
92500,1.3708326685681669
92501,1.6490772670671545
92502,1.6729026790974644
92503,2.2850116458081873
92504,-0.5899422921631178
92505,-0.6669033588634778
92506,-1.0876027435378575
92507,-0.7271236902285177
92508,0.1739777509337541
92509,-1.050737331586986
92510,-0.9406177465996114
92511,-1.0876027435378575
92512,-1.0876027435378575
92513,-1.0876027435378575
92514,-1.0876027435378575
92515,-0.289407015879413
92516,-0.27037638589325974
92517,-0.7829034806107293
92518,-1.0876027435378575
92519,-0.8399915973809368
92520,-1.0876027435378575
92521,-1.0876027435378575
92522,-1.0876027435378575
92523,-0.8903478540171373
92524,-1.0876027435378575
92525,-0.24126106737636674
92526,-0.19066074582611986
92527,-0.8955566220373086
92528,-0.07440479356326653
92529,0.005829128550529066
92530,0.7508411713242296
92531,1.26865965557021
92532,1.9692815575280052
92533,1.0089406626454445
92534,1.050348183083313
92535,1.2428196718337436
92536,1.271276277684657
92537,0.17677989894277127
92538,0.6617608631280534
92539,-1.0876027435378575
92540,-0.4678420409461303
92541,-1.0876027435378575
92542,0.5418662412806082
92543,-1.0876027435378575
92544,-0.1163397506505883
92545,-0.31011283624901226
92546,-1.031736770693021
92547,0.03071423664170083
92548,-0.11841517689415036
92549,-0.9687568163023993
92550,0.2767101390673623
92551,-0.04154222056438965
92552,-1.0876027435378575
92553,-1.0876027435378575
92554,-0.5240303664096787
92555,-0.7127058620443817
