Region,Care_Pop_Count
31077,3.1946255203792164
31078,3.398604079613674
31079,0.7082257836000284
31080,0.05850169323131116
31081,0.2777186530443914
31082,0.7764184219124289
31083,-0.06532134368246349
31084,-0.11909429220478462
31085,-0.20942004760222424
31086,-0.4769613571467605
31087,0.5196032537657325
31088,0.10369440371708227
31089,-0.5399726654566142
31090,-0.24567290315712756
31091,-0.43940957832017985
31092,-0.4805570016724405
31093,-0.9066913769931236
31094,-0.42902409006071446
31095,-0.7584919823275832
31096,-0.4064464992758837
31097,-0.8061390356164749
31098,-0.953037805972226
31099,-0.7367031190296766
31100,-0.8566677258530754
31101,0.15443223794081568
31102,0.37523904397184726
31103,-0.2135328503068825
31104,-0.4913135605913409
31105,-0.7575020604560052
31106,0.32489620454905455
