Region,CM_Pop_Count
31077,2.4527598960346486
31078,3.4672088907873357
31079,0.7674068675569736
31080,0.1776125041804395
31081,1.0265495253433625
31082,1.351487263670361
31083,-0.19216318340877794
31084,-0.31252874662043634
31085,-0.2731349210633503
31086,-0.5067770731490412
31087,0.4079344549489185
31088,0.36378027503263466
31089,-0.19650564276374705
31090,-0.19504729081904762
31091,-0.023110288665515753
31092,-0.5638371519775712
31093,-1.1358621267416742
31094,-0.7644165470886765
31095,-0.852062657032441
31096,-0.7030240226598707
31097,-0.8475990211565173
31098,-1.1238637094522907
31099,-0.7528299726487581
31100,-0.7627272630803363
31101,0.15160066297987923
31102,0.29968664037476117
31103,-0.20236106276091112
31104,-0.8521957510375919
31105,-0.39947603919199365
31106,0.19349549040923789
