ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,NUMPOINTS
57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,33,Samatiguila,Sous-préfecture,Sub-prefecture,,,1
57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,34,Seguelon,Sous-préfecture,Sub-prefecture,,,1
57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,35,Seydougou,Sous-préfecture,Sub-prefecture,,,0
57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,36,Tieme,Sous-préfecture,Sub-prefecture,,,0
57,CIV,Côte d'Ivoire,4,Denguélé,8,Odienné,37,Tienko,Sous-préfecture,Sub-prefecture,,,1
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,39,Biankouma,Sous-préfecture,Sub-prefecture,,,4
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,40,Gbonne,Sous-préfecture,Sub-prefecture,,,0
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,10,Biankouma,41,Sipilou,Sous-préfecture,Sub-prefecture,,,1
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,42,Bin-Houye,Sous-préfecture,Sub-prefecture,,,1
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,43,Danane,Sous-préfecture,Sub-prefecture,,,5
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,11,Danané,44,Zouan-Hounien,Sous-préfecture,Sub-prefecture,,,5
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,45,Facobly,Sous-préfecture,Sub-prefecture,,,3
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,46,Kouibly,Sous-préfecture,Sub-prefecture,,,2
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,47,Logouale,Sous-préfecture,Sub-prefecture,,,2
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,48,Man,Sous-préfecture,Sub-prefecture,,,6
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,12,Man,49,Sangouine,Sous-préfecture,Sub-prefecture,,,2
57,CIV,Côte d'Ivoire,5,Dix-Huit Montagnes,9,Bangolo,38,Bangolo,Sous-préfecture,Sub-prefecture,,,3
57,CIV,Côte d'Ivoire,6,Fromager,13,Gagnoa,50,Gagnoa,Sous-préfecture,Sub-prefecture,,,15
