ID_1,Longitude,Latitude
2631,-17.26843,14.75244
2632,-16.18073,14.77588
2633,-16.21965,14.21995
2634,-15.38695,14.11612
2635,-14.82813,12.98104
2636,-15.39132,15.37359
2637,-13.60406,15.15642
2638,-15.04644,16.21635
2639,-12.93164,13.58391
2640,-16.75815,14.82518
2641,-16.36302,12.78107
