ID_2,DHSCLUST,O_Area_km2,P_Area_km2,Proportion
38,53,2098,1705,0.8126787416587226
39,272,1764,172,0.09750566893424037
39,122,1622,788,0.48581997533908755
39,155,645,45,0.06976744186046512
39,275,1490,1210,0.8120805369127517
39,321,1416,10,0.007062146892655367
39,53,2098,220,0.10486177311725453
39,78,678,227,0.33480825958702065
40,261,1046,961,0.9187380497131931
40,305,1439,751,0.5218902015288395
40,177,2955,2955,1.0
40,179,1652,0,0.0
40,171,427,3,0.00702576112412178
40,80,1123,2,0.0017809439002671415
40,56,468,149,0.31837606837606836
40,1,1542,1374,0.8910505836575876
41,204,694,1,0.001440922190201729
41,181,1203,7,0.005818786367414797
41,267,778,1,0.0012853470437017994
41,316,996,667,0.6696787148594378
41,164,1990,43,0.021608040201005024
41,167,1338,883,0.6599402092675636
41,254,1575,315,0.2
42,74,1,1,1.0
42,214,2,2,1.0
42,318,86,86,1.0
42,77,2114,241,0.1140018921475875
42,258,1626,363,0.22324723247232472
42,51,31,31,1.0
42,347,2,2,1.0
42,5,4,4,1.0
42,161,206,188,0.912621359223301
42,204,694,693,0.9985590778097982
42,60,2,2,1.0
42,24,120,120,1.0
42,267,778,97,0.12467866323907455
42,322,543,248,0.4567219152854512
42,108,5,5,1.0
42,152,1292,25,0.01934984520123839
42,283,21,21,1.0
42,243,1,1,1.0
42,316,996,8,0.008032128514056224
42,352,3,3,1.0
42,11,36,36,1.0
42,164,1990,89,0.04472361809045226
42,167,1338,338,0.2526158445440957
42,91,1278,1206,0.9436619718309859
42,48,43,42,0.9767441860465116
42,175,1197,3,0.002506265664160401
42,202,1513,258,0.17052214144084601
42,112,562,471,0.8380782918149466
42,324,1137,72,0.0633245382585752
43,6,1621,131,0.08081431215299198
43,101,3500,24,0.006857142857142857
43,77,2114,1869,0.8841059602649006
43,109,2517,1009,0.4008740564163687
43,209,1974,244,0.12360688956433637
43,199,3600,31,0.008611111111111111
43,59,1764,1743,0.9880952380952381
43,262,4072,3563,0.875
43,274,10442,301,0.028825895422332888
43,339,703,703,1.0
43,202,1513,70,0.046265697290152015
43,324,1137,61,0.05364995602462621
44,39,1117,51,0.045658012533572066
44,101,3500,2018,0.5765714285714286
44,77,2114,4,0.001892147587511826
44,281,1434,17,0.011854951185495118
44,50,943,229,0.24284199363732767
44,199,3600,3475,0.9652777777777778
44,280,1425,32,0.02245614035087719
44,262,4072,378,0.09282907662082515
44,157,423,25,0.0591016548463357
44,255,527,327,0.6204933586337761
44,164,1990,1717,0.8628140703517588
44,91,1278,72,0.056338028169014086
44,324,1137,1004,0.8830255057167986
45,161,206,1,0.0048543689320388345
45,267,778,673,0.8650385604113111
45,322,543,288,0.5303867403314917
45,316,996,54,0.05421686746987952
45,205,1817,0,0.0
45,48,43,1,0.023255813953488372
45,175,1197,261,0.21804511278195488
45,254,1575,619,0.39301587301587304
46,281,1434,1417,0.9881450488145049
46,181,1203,1197,0.9950124688279302
46,287,2405,197,0.08191268191268192
46,95,718,705,0.9818941504178273
46,268,2109,1493,0.70791844476055
46,144,2228,716,0.3213644524236984
46,199,3600,19,0.005277777777777778
46,280,1425,1131,0.7936842105263158
46,190,2539,542,0.2134698700275699
46,265,1483,1219,0.8219824679703304
46,309,1914,71,0.03709508881922675
46,316,996,143,0.14357429718875503
46,182,2091,24,0.011477761836441894
46,106,1477,1385,0.9377115775220041
46,255,527,1,0.0018975332068311196
46,164,1990,140,0.07035175879396985
46,167,1338,117,0.08744394618834081
46,319,955,63,0.06596858638743455
46,46,1207,600,0.4971002485501243
47,189,1288,861,0.6684782608695652
47,172,1288,1288,1.0
47,195,2918,1658,0.5681973954763536
47,247,141,141,1.0
47,240,2626,1779,0.6774562071591774
47,49,1621,0,0.0
47,287,2405,2208,0.9180873180873181
47,95,718,12,0.016713091922005572
47,144,2228,17,0.00763016157989228
47,117,1877,39,0.02077783697389451
47,190,2539,1931,0.7605356439543127
47,265,1483,9,0.006068779501011463
47,215,2876,648,0.22531293463143254
47,182,2091,101,0.048302247728359636
47,106,1477,93,0.06296547054840894
47,46,1207,608,0.503728251864126
48,25,1969,1400,0.7110208227526663
48,140,1362,1171,0.8597650513950074
48,308,676,676,1.0
48,18,2407,2394,0.9945990859991691
48,87,444,356,0.8018018018018018
48,320,395,395,1.0
48,109,2517,712,0.28287644020659514
48,334,234,234,1.0
48,209,1974,642,0.3252279635258359
48,143,341,268,0.7859237536656891
48,20,91,91,1.0
48,30,464,385,0.8297413793103449
48,273,5151,2,0.00038827412152980003
48,314,839,361,0.4302741358760429
48,197,18,18,1.0
48,249,3010,128,0.0425249169435216
48,35,310,310,1.0
48,138,875,297,0.3394285714285714
49,301,4503,4503,1.0
49,25,1969,569,0.2889791772473337
49,140,1362,191,0.14023494860499267
49,145,2749,2749,1.0
49,18,2407,13,0.00540091400083091
49,82,1350,1350,1.0
49,109,2517,720,0.2860548271752086
49,273,5151,5149,0.9996117258784702
49,274,10442,3623,0.34696418310668453
49,249,3010,2882,0.9574750830564784
50,346,589,589,1.0
50,242,385,385,1.0
50,37,638,638,1.0
50,87,444,89,0.20045045045045046
50,99,263,63,0.23954372623574144
50,23,362,61,0.1685082872928177
50,209,1974,168,0.0851063829787234
50,219,427,427,1.0
50,143,341,72,0.21114369501466276
50,154,741,311,0.41970310391363025
50,133,443,443,1.0
50,256,1531,1048,0.6845199216198563
50,227,343,343,1.0
50,30,464,79,0.17025862068965517
50,314,839,478,0.5697258641239571
50,138,875,578,0.6605714285714286
50,4,570,570,1.0
50,333,37,10,0.2702702702702703
50,350,92,40,0.43478260869565216
