Region,gResidual
1,0.0981519617063307
2,-0.47127645386654815
3,-0.7790389928361329
4,-0.5582324237669086
5,-0.3586569339559964
6,0.02313703799218552
7,-0.3818129507692708
8,-0.21644076758156405
9,0.12629096192822753
10,0.31976565869304546
11,-2.197597022489222
12,-0.22751720547071033
13,0.2038565750627752
14,-0.10095307807575918
15,0.793227605669619
16,-0.13243366171986276
17,-0.6828295296921202
18,-0.7585903495248723
19,0.16593000574506128
20,-0.39965283171168076
21,-0.9224246906013956
22,-0.18475334013679112
23,-0.8025787261015126
24,0.3084263071170689
25,-1.4379524577605434
26,1.4255347872694433
27,1.2866742688985389
28,1.1594186572954346
29,-0.28572646809787283
30,1.699815005287403
31,0.2613327070285835
32,1.0791559989963406
33,-2.197597022489222
34,1.2839994906311458
35,-2.197597022489222
36,-2.197597022489222
37,0.10926913704958743
38,0.6293882511719369
39,1.1448148354749301
40,0.31457938827392196
41,0.03465543649468546
42,-1.0674090030941115
43,0.4062268125168208
44,-1.1892274434889838
45,0.5846090480843242
46,-0.09743404592500635
47,-0.11733245175665719
48,-0.8347638091361355
49,-0.10966730694379109
50,-0.3971149137679413
51,-0.6774862285154702
52,-0.2635766653349157
53,-0.5987304447905287
54,-0.18702418787485395
55,-0.23161686887580327
56,-0.7057632069816931
57,-0.4175911423569046
58,-0.5788605061014788
59,-0.1620295112443463
60,-0.3667974704926855
61,1.902440236510783
62,-0.6681516502465166
63,0.15267672297554252
64,0.5709166471279736
65,-0.5149123096740713
66,0.819995105736599
67,-0.343687367941822
68,-2.197597022489222
69,0.3961671576264433
70,-1.0595180242968865
71,-1.9584780815032494
72,-0.8891266482125562
73,0.009076862272112818
74,-2.050741756471718
75,-0.825562087302004
76,-0.8254757858066628
77,-1.6869246238649973
78,0.19417828062421905
79,-0.14548696430294117
80,0.5623266486167696
81,0.13112743775512542
82,1.0125832124733616
83,0.19489674080210098
84,0.061285351940344325
85,0.757910931148969
86,-0.06273408641567697
87,0.22861196060098193
88,0.06955979162393962
89,0.28449415092210545
90,-1.0786222739284124
91,0.06733725636598399
92,-1.1189708046083866
93,-1.2949146210974325
94,-0.3466003230447297
95,-0.23727141224196852
96,-0.007402661848246616
97,0.11520325837221335
98,-0.5204800477261523
99,-0.6933262998852893
100,0.6158491620378741
101,0.5388624427208221
102,1.050159606094872
103,0.02004036053536728
104,0.4661731172113101
105,1.5170113365904165
106,1.4411006540260578
107,1.9490905448858749
108,0.20338022744274925
109,0.24249850191911002
110,1.0483309417060336
111,0.17847016322092524
112,0.7334643285820942
113,0.7732500706826638
114,3.1347278570253496
115,0.4006561722228319
116,0.15589129436389945
117,0.05170588353947395
118,1.1334879961677031
119,-0.11093917533662652
120,-1.1471629291162628
121,-2.197597022489222
122,0.4901655580469121
123,0.919367152859989
124,0.5903568449402813
125,0.8463305542064635
126,-0.44639119178360137
127,1.293458015117144
128,-0.48321474571616574
129,-0.6800033626625626
130,0.323486959174203
131,0.08665495407652662
132,-0.07910984649374567
133,0.8540535209485447
134,-1.0821648653731497
135,-0.1327279432448429
136,-0.734163339506662
137,-0.9380270233135242
138,-1.3958074354822976
139,-0.3823713450026012
140,-1.183385265312684
141,-1.2593372314900293
142,0.3985119180470987
143,0.16734158175258784
144,-0.006525123989034969
145,-0.13207780184274753
146,0.42022756174067927
147,-0.34107899181793905
148,-0.6490627816026937
149,0.14952602132333784
150,0.7332404538047976
151,2.199124483670926
152,-2.197597022489222
153,-0.4283814966627562
154,-0.4161976740745456
155,0.7556509698783594
156,0.55167750342918
157,2.2265991197565946
158,1.0960284968760412
159,-0.34131193946816807
160,0.9103835137671773
161,1.961921250853609
162,-0.4010118065864082
163,0.2740790437018362
164,1.0569058911658051
165,0.5142273384785201
166,1.8879765493929916
167,1.1134233063065926
168,-0.007495908894881471
169,0.6846794179891111
170,0.4224846631982378
171,1.0499442067487896
172,0.4197872439792173
173,-0.09311607072664788
174,1.2785158409804307
175,1.6772957788298073
176,1.4403649381719184
177,3.090528575353824
178,-2.197597022489222
179,-2.197597022489222
180,-2.197597022489222
181,-1.080286442067685
182,0.7085381674401013
183,0.3911348426105965
184,0.019896528229830013
185,-0.688081258475417
