Region,CM_Pop_Count
1,-0.19469822919038574
2,-0.95929690445547
3,0.538500324696408
4,0.38598442181661485
5,-1.2628632873666348
6,-0.7752035898319726
7,-1.7321305139300498
8,0.1027459435363623
9,0.5607299747332303
10,0.03937689938733353
11,0.9318350760984178
12,1.3183552657619215
13,0.14027236306942065
14,-0.9744926650953336
15,0.1441021801230674
16,0.33398095407021966
17,-0.14727040084780196
18,-0.42338844859683905
19,1.2561863137302713
20,2.6224539425315627
21,-0.606447773227152
22,-1.2287453152339092
23,-0.8343910703935875
24,-0.7602317952472815
25,-1.1523596800312876
26,0.430835904250053
27,0.16104835514956223
28,1.844236774546207
29,1.68374047086693
30,-0.28803252033297755
31,-0.5411379002149611
32,-0.10122486481782651
33,0.15728516733089729
34,0.07971189920834591
35,-0.515768621731764
36,2.2184659738634105
37,0.382241931547726
38,-0.8697483609538681
39,-0.8336420668531619
40,-0.9571301796492214
41,-1.213450055531792
42,1.7743802965909166
43,-1.2272262652180057
44,-1.1812489563191026
45,0.5781821348986684
46,1.2784340155161906
47,0.44098199776947045
48,-0.1623657836737622
49,-1.1930578484992926
50,0.7314845161502197
