Region,Zero_Pop_Count
1,-1.916581542307496
2,-1.4565088694707675
3,2.1471188198727913
4,-0.10190815068265643
5,0.15460454469557056
6,0.08236640954561984
7,0.8555726647367702
8,1.1428687701831004
9,-0.5196634145994823
10,1.637706375709375
11,-1.459986575960529
12,0.0457850698276781
13,0.08275533222704881
14,0.5651715259916982
15,0.427302518675315
16,-1.0420519610321188
17,0.6357336299997403
18,0.14475424787631133
19,0.32616960075785967
20,0.5595477754944022
21,0.11464359914798454
22,-0.5747181906721487
23,-0.23411461506654413
24,0.9778838841756337
25,1.043027290764182
26,0.8370935129113652
27,-0.754275181677006
28,0.9192569700695415
29,0.6328898947342957
30,-0.09733600496437424
31,0.0008575689268145272
32,-1.5088581621369963
33,1.473475093479579
34,0.11737950993111305
35,0.5551829622335399
36,1.2671498507576604
37,-1.1482007378899726
38,-0.38515585160741783
39,-1.5509616540004456
40,-1.1615970800143154
41,-2.1847813256982263
42,0.3168355673989647
43,-0.020783186480784324
44,-1.0024167854826544
45,-1.0415418768896183
46,1.842243754062296
47,1.2353258081949876
48,-0.4704282687409729
49,-0.45148221244397463
50,-1.0573509045627112
