Region,Positive_HIV_Pop
1,0.3563072701910198
2,0.2801684438069981
3,0.025119917289692144
4,0.2537924973779399
5,0.4547815514367804
6,0.16139710040823405
7,-0.9771729924814118
8,0.4889036523557676
9,-0.2510013793200341
10,-0.40486401406327055
11,-0.6348895936855911
12,-0.7112893282488085
13,-0.5473366388097968
14,-0.04959178511151258
15,-0.3489023738298758
16,-0.02788945151165477
17,0.3215825988303483
18,0.21610335866373767
19,-0.10860978895244361
20,-0.41963099412859867
21,-0.36857715776711997
22,-0.14721463966548856
23,0.1484091794731747
24,0.21682288793612794
25,0.8777956763556534
26,-0.2858285737061422
27,-0.19958180519007096
28,-0.9460859045260122
29,-0.45092675008954597
30,-0.6326558969552548
31,-0.9771729924814118
32,-0.246727827583571
33,-0.9771729924814118
34,-0.6117955451672378
35,-0.42117621792706583
36,-0.11120195159489786
37,-0.9771729924814118
38,0.05132242852376039
39,-0.4116515202258681
40,-0.1961278883360566
41,-0.49331326147336796
42,-0.849948366616896
43,0.6578726600438208
44,0.3223205421211408
45,0.5501343653943189
46,0.3246206207610582
47,0.45831123883804126
48,1.533335862954491
49,0.02966088906438266
50,-0.04313070047783337
51,0.34322212341041547
52,0.3084407483105729
53,-0.0436077608404872
54,0.2630880103250909
55,-0.00091808899666413
56,0.34978237060621276
57,0.11933470800894078
58,-0.4145794955117718
59,-0.16184086456303418
60,-0.1380163221408156
61,-0.37385351190048804
62,-0.2324861442315402
63,-0.6567888090771427
64,-0.3804395658082366
65,-0.03629876780303555
66,-0.3524098896189533
67,1.6711978692596334
68,9.614834814765342
69,0.20416475711389473
70,2.1494262794725048
71,3.025057923026038
72,0.6341268777336182
73,-0.5607641941161596
74,2.351040964041884
75,-0.38779022101723504
76,-0.9771729924814118
77,1.3864259658206644
78,0.051872864985890485
79,-0.42263422562983866
80,0.09671846152567336
81,-0.15380844174991926
82,-0.056971501965881285
83,0.3117821056260631
84,-0.24858078700150413
85,-0.6704726489403406
86,0.8008343340746675
87,0.10884875783008201
88,-0.3960593319100265
89,-0.06344873484657346
90,-0.22890822275740638
91,0.9419123809989326
92,0.15131444550953246
93,2.350246641375574
94,1.435491752795395
95,-0.04420427403208952
96,-0.05203107589045916
97,0.04111046085305531
98,-0.9771729924814118
99,0.06470627874861874
100,0.29961786702777443
101,0.26533610877845015
102,-0.2591041473882407
103,-0.9771729924814118
104,-0.031183452178757766
105,-0.24244402956395458
106,-0.4018060361583305
107,-0.4545000407966542
108,-0.9771729924814118
109,-0.5142053752254582
110,-0.9771729924814118
111,-0.9425469024035713
112,-0.31540790059488427
113,0.27212300749864654
114,-0.6850340500901582
115,-0.046962572285890895
116,-0.6450006866257362
117,-0.9771729924814118
118,0.21399865385735126
119,-0.9771729924814118
120,2.9782182570546443
121,-0.7868689404604312
122,1.2958053383388395
123,-0.6421843471139854
124,-0.1410391120528029
125,-0.30116801242031727
126,-0.24559755169153744
127,-0.6183923961801675
128,0.1504680937760593
129,-0.2057646664091312
130,-0.2833461733647044
131,-0.3941678309099403
132,-0.14565950914314685
133,-0.42745500136344766
134,-0.8076961352087249
135,-0.2182281495030166
136,-0.1707443696696049
137,0.2557716841645572
138,-0.5080324300264141
139,-0.07731778197854698
140,-0.9771729924814118
141,-0.9771729924814118
142,0.3308510781904521
143,0.007786014595250969
144,-0.11620849624491277
145,2.4641962119225336
146,-0.07596953331084678
147,-0.3549339531830623
148,1.2441622890803279
149,-0.43539244206455474
150,-0.4623149967209659
151,-0.16962725200547685
152,-0.43245726480580354
153,-0.9771729924814118
154,-0.9771729924814118
155,0.2600770482325503
156,0.303630617262967
157,-0.13139854716057636
158,-0.19938595981495424
159,1.0499836979355803
160,-0.16747538706010714
161,-0.20807001347171628
162,-0.9771729924814118
163,0.08129152235465403
164,0.15320839832806019
165,-0.4578515370988998
166,0.036805934198444135
167,-0.1184646579268353
168,-0.05842520929239483
169,-0.8745428026194406
170,0.0329032403073487
171,0.17535631950902428
172,0.3557941937682318
173,-0.8011615244930685
174,-0.48148167661096547
175,0.43516108921966423
176,-0.4512888636147687
177,-0.3966554320268833
178,-0.07698807465027274
179,-0.3825289205191953
180,-0.5220396279627566
181,-0.22191354984195583
182,-0.28668364205840197
183,0.5871454762306856
184,0.22521954112215561
185,0.04809075958353895
