Region,Zero_Pop_Count
1,-1.2975402186840062
2,-1.6929972200319723
3,-1.0332629076041644
4,-1.6929972200319723
5,-1.6929972200319723
6,-1.520968983423349
7,-0.4178142332183262
8,-1.4359998667417389
9,2.8327495614836096
10,1.692568362929841
11,0.2286687648946379
12,3.2386160237788375
13,0.3744160828035136
14,0.6988804222084243
15,0.8623314493257702
16,-1.4885024670628992
17,0.2827485691852191
18,0.7719144204616712
19,-0.03629183209193016
20,-0.18696900424108073
21,0.23810137908801385
22,-0.11637376452574555
23,0.35830662947872755
24,-0.12258602879772135
25,1.8514437598512248
26,1.4189991358574081
27,0.7503075151720392
28,0.5985849626522098
29,0.14749610079005998
30,0.6983639226981843
31,-0.052715656717343636
32,-0.019115173770071756
33,-0.22958766476867654
34,2.479175559167713
35,-0.47685697109503633
36,1.0256494060313919
37,0.8815532905932074
38,-0.3836433496719184
39,1.2284279600945263
40,1.0278672582081767
41,1.0591209077666042
42,-1.171965852131435
43,-0.9563955312292729
44,-1.6929972200319723
45,-0.31978284134282453
46,-0.6220710397787411
47,-0.019776768751205848
48,0.6854982332575287
49,0.003651131395666488
50,-0.3787275491633797
51,0.8860932109322442
52,-0.5567985126767966
53,-0.031044599874823848
54,0.5406992492686123
55,0.5858940895339834
56,0.3245295042714075
57,-0.8033411589955728
58,0.40897055837417384
59,-0.561192032430441
60,-1.6135773597854148
61,0.43314288841253845
62,0.12494332526068685
63,0.07039331647243663
64,-0.17964784858710323
65,-1.3268687050979933
66,0.18882678711536055
67,0.661099195538732
68,4.059665678220364
69,0.01413720021444755
70,0.7476063079897315
71,1.3630630937470698
72,-0.5816093696115042
73,-0.9581960786711508
74,-0.5524958901726688
75,-0.6928995326618209
76,-1.6929972200319723
77,-1.115223096292042
78,0.06476807908423918
79,0.03356186798118101
80,-0.7116727906851131
81,0.48635528166538194
82,-0.7493428538081749
83,0.6750195837652662
84,0.43041209954026793
85,0.8376684383329513
86,0.5754904753596407
87,-0.21807675760423517
88,-1.2339723993961695
89,-0.6989029290267924
90,0.3665083738511039
91,0.8504005057508884
92,-0.44145417289227895
93,0.5920806331652927
94,0.43113256318241294
95,0.9476035491445027
96,-0.7248049992175756
97,-0.9208305321131086
98,-0.5261135824018635
99,0.15507463090292262
100,-0.36563845090362357
101,0.16276382679634346
102,-1.1850034355765764
103,-1.3663644768236678
104,-0.7151222799480678
105,1.0133339046990368
106,1.036145729483632
107,0.30248338112864764
108,-0.4690881092726812
109,0.5436992738045197
110,-0.886295455100757
111,0.17831710879165477
112,1.5437304697819354
113,0.23456664200643
114,0.028483280520001902
115,0.23211675129781528
116,0.9901547665640312
117,-0.4367146899204422
118,-0.00811164143419863
119,-0.6565394148363961
120,1.5952187415052375
121,-0.1866629069707232
122,0.9950194743059331
123,1.3201306734494649
124,-0.1776553409709138
125,1.0392526579449048
126,1.462980429658857
127,1.5408730422553385
128,0.25851104058118746
129,-1.3461262049742064
130,-0.7328619480879247
131,-0.7068505179478474
132,-0.4778311548408916
133,0.10126567030910298
134,-0.5030339385183754
135,-1.1484180025045
136,-0.9730777331941732
137,-0.6233533507364157
138,-0.1388153817062481
139,-0.9426463970588705
140,-1.5444876967601677
141,-1.0210555539949089
142,-1.6317773026325022
143,-1.5137671913732396
144,-0.5988898489893136
145,1.0439932239005343
146,-0.8281536914117688
147,0.13482293583096142
148,-1.1854390326452227
149,0.3955378769440625
150,-0.5552294906724666
151,0.25552643416558357
152,-0.535930160362368
153,-0.5339534776457812
154,0.3220858733302701
155,-0.8163692023607139
156,-0.4958806266737732
157,-0.5874791246005078
158,-1.1915870357622123
159,-0.9867330205372125
160,-0.752575525795946
161,1.4879747646284203
162,1.3234709145125356
163,0.6221795664771781
164,1.7467509077558008
165,1.1450803510954153
166,1.0024261386045972
167,0.6666347739071834
168,1.6816917265402325
169,-1.3237089710155723
170,0.21284179997766345
171,2.4540820374208367
172,1.406392032576257
173,-0.28191740273093113
174,-0.15680224136894202
175,-0.4086450283351334
176,-0.20830367520923945
177,-0.31023641787592565
178,0.2650492639251127
179,-0.388880998777441
180,-0.6856733113907167
181,-0.4899498858302826
182,-0.765931428978592
183,-0.67084431252678
184,-0.8767600681382844
185,-1.6929972200319723
