Region,Care_Pop_Count
1,-0.1702354252203888
2,-0.11398398718469883
3,-0.3736610913741858
4,0.12122060537027458
5,0.5178454862402472
6,-0.1473564104465507
7,-0.10042374195296931
8,-0.09107360614796539
9,-0.7109273171031738
10,-0.19641712542850098
11,-0.4575279483122331
12,-0.8354530958015874
13,-0.5367961633940701
14,-0.5791018227652653
15,-0.2037020469660091
16,-0.00992953801156234
17,0.42435714533667235
18,-0.3441716065307925
19,-0.3403871153172279
20,-0.3111180262990438
21,0.28106175745651735
22,-0.09676779181464042
23,0.0924081866368352
24,-0.3625112267479329
25,0.2861844953725872
26,-0.6005995991789433
27,-0.6517082135275463
28,-0.6324840482674289
29,-0.5534017499761351
30,-0.4199061001642596
31,-0.6621491083221599
32,-0.4184051858366054
33,-0.6442474507735005
34,-0.39681582895714884
35,-0.5340163412694187
36,-0.1958960114777916
37,-0.8052476681087982
38,0.07456807111045191
39,-0.4067346841078382
40,-0.10752832146980729
41,-0.5459976776368352
42,0.9023786129321725
43,0.07257894753260868
44,0.6421824951099072
45,0.34142169991350446
46,0.13275075629721478
47,0.34140308156130406
48,0.8049456821862965
49,-0.0659150430200579
50,0.10321969741238202
51,0.24202157371088148
52,0.36331309636664494
53,0.08470211813301673
54,-0.13875379098269772
55,-0.11549523550933416
56,0.9093253099681665
57,0.6411775623695926
58,-0.5427645739382435
59,-0.13198347350950665
60,0.23930646858777924
61,-0.3671775714782602
62,-0.14520682898555687
63,0.059878311309438596
64,-0.2725051223064115
65,-0.21336899188727151
66,-0.05156976904790425
67,1.221365165993625
68,10.47232314019154
69,0.30742738397658514
70,1.688363034596679
71,2.9423213483611823
72,-0.1347007579828186
73,-0.03591312919639342
74,1.5106414865623292
75,0.11507610257476084
76,-0.28743192808298507
77,0.7791769340784495
78,-0.09984737301782963
79,-0.1590501660484006
80,-0.32500040619111764
81,-0.2193023941639565
82,-0.3724588820058375
83,0.033624213260613385
84,-0.15982935497407158
85,-0.3204358740727701
86,0.1315467132142745
87,0.13324223136046004
88,-0.19814448880876276
89,-0.5179704591362336
90,0.9390848683807186
91,1.5386298507443243
92,0.6310914423483434
93,2.273762437337556
94,1.1993446730129986
95,-0.1830907898462807
96,-0.2542991783113828
97,-0.28276980831879883
98,-0.15329299992845483
99,-0.3848704486457776
100,-0.37296827616025174
101,-0.32016518240889075
102,-0.3903165427376601
103,0.08518943664569455
104,-0.29250034880152714
105,-0.5105632267712472
106,-0.5212950783497026
107,-0.35260480634517555
108,-0.5326103604221881
109,-0.48939814653192304
110,-0.4770795229709815
111,-0.43215578347086814
112,-0.3842428497540699
113,-0.15742647278693164
114,-1.0874517647363602
115,-0.5964997923487566
116,-0.1876797972435411
117,-0.1779067121578872
118,-0.1652315589839516
119,-0.133098278732009
120,2.1577864354909804
121,0.5619318180005715
122,1.7059418163567832
123,-0.6489922967129446
124,0.05813865654885128
125,-0.47667634974523865
126,0.7667113977850804
127,-0.6194062924147806
128,0.955015076742942
129,-0.23719729524950767
130,-0.26450872403206294
131,-0.5968806655240891
132,-0.4978212634555868
133,-0.49120523496417867
134,-0.48440451997736605
135,-0.34520048629260897
136,-0.2191955158530638
137,-0.535758299715783
138,-0.15384452638533452
139,-0.0787447898519458
140,-0.7329790393834441
141,-0.5983517928842381
142,0.26273528798071566
143,-0.25647024704746585
144,-0.18513323354192734
145,2.689170393843846
146,-0.24412755660315819
147,0.2118137407642268
148,0.96607392823028
149,-0.566620064292825
150,-0.7860083213476183
151,-0.5477740330072353
152,-0.8445747167702502
153,-0.8526592693196344
154,-0.8262285527956086
155,-0.4909877344858845
156,-0.18065030375549476
157,-0.711815262991475
158,-0.6851712895396083
159,-0.042127702328576155
160,0.358763839874487
161,-0.4563505961054974
162,-0.031090565758527495
163,0.2426383594738288
164,0.07751042268252764
165,-0.01655928614018164
166,0.19396886073563516
167,-0.705455925550132
168,-0.35974207553292276
169,-0.4368292486446981
170,-0.059137445914502255
171,-0.6432380681001216
172,0.18952384664412006
173,-0.21760511040242259
174,-0.45354379609778583
175,0.4572970473444304
176,-0.27104700237288787
177,-0.741188055427937
178,-0.5665716975221292
179,-0.5177169575420468
180,-0.9307409308570852
181,0.8149333147357815
182,-0.09982042490459239
183,0.7003990870209709
184,0.41044375574526576
185,0.5179202745905446
