Admin_Region_1,Lab_Row_Count,Lab_SW_Count,Lab_Pop_Count,Rapid_Row_Count,Rapid_SW_Count,Rapid_Pop_Count,Population
1,13.806899206516437,13.89344215869686,12.90088676321722,42.67449005258199,43.66608461096064,39.87417852565784,1070228.6951221386
2,18.055502932793765,6.414633531372706,17.082187326942254,51.77966951455779,16.110663984660462,48.98838972623263,1056978.3943486197
3,60.8547342309145,64.9132556858177,19.892901161739843,177.9905092261633,172.8042880912851,58.18360153095687,3059118.1113369646
4,13.09196435472257,6.521630482394474,4.885486925474222,50.68418776084536,21.124477530856904,18.91365802142361,2679766.531859415
5,61.15223625169042,82.65170911435546,32.198977986997726,156.3483321236119,185.26880817524273,82.32334274141657,1899198.0514531955
6,26.960651921663846,42.453216284254246,33.21103441400931,58.06342208644981,88.0621865177359,71.52446887082644,811798.0182601935
7,58.088071849147354,93.69955104485165,32.43462370167987,70.76050439263312,111.36262534341529,39.51052702999659,1790927.879522118
8,23.136088854706866,21.44580706050718,22.50177707224881,61.013635117903625,51.58228870500088,59.340851619840194,1028189.4083485676
9,36.22980153557718,54.782141822634124,21.648816052947797,101.00448324854023,159.80514497108027,60.35438742946068,1673523.4595262762
10,20.019876988106294,33.15663405291696,18.661552504795875,61.466345849991875,88.45616070229522,57.29592849341813,1072787.324793119
11,44.66325019860355,76.94888092852283,26.530071455730994,94.95663108490301,148.74583631221267,56.4044532512936,1683495.2847047627
12,59.43996873012276,12.762578459482123,72.03995885753915,186.34115684538455,48.25876982012262,225.84145919654202,825097.2053949505
13,40.28809295102063,37.49605333009928,17.52978687079321,88.67367138374604,92.26671535646054,38.58287763328951,2298264.847597524
14,44.968973586238796,30.763623166882148,9.604168663743229,157.66622880871455,103.57752868540497,33.673284784925826,4682234.887856719
15,19.375771232971683,43.284709308563684,16.178575477965328,41.48795557163123,81.97733097532789,34.64202857122415,1197619.11420204
16,3.9289020084807635,4.133145454355245,5.399715696620053,12.212699564464291,15.617932134190655,16.784614478548047,727612.7539344444
17,74.45802769618027,46.45604895695758,22.835261628063726,183.08184901180638,136.6546891156442,56.14870620255138,3260660.1539731864
18,37.9293614933884,13.957580570846039,14.211054818152839,170.1205012459568,67.98035239888108,63.73932156277793,2669003.95352345
19,56.57759831702112,42.870004004446415,12.591630006445225,197.69157356326593,120.78441386987546,43.99725728463292,4493270.39375053
