Admin_Region_3,Lab_Row_Count,Lab_SW_Count,Lab_Pop_Count,Rapid_Row_Count,Rapid_SW_Count,Rapid_Pop_Count,Population
1,1.6212838476942637,0.7425533068176163,7.130841462173382,5.475537101293264,1.8854900255257885,24.082881628099507,227362.20631107938
2,0.6828706179915398,1.3479600837602816,9.075595383699408,1.5945725865779012,3.0388347014603814,21.19244147344368,75242.51458125132
3,0.046004842615012115,0.05711464406779662,0.7187585480588671,0.7066720296852619,1.2182106209199062,11.040719479489033,64005.976331351085
4,3.3269834650644188,7.23501026868428,26.1157681089483,6.699046825933823,12.724986017248813,52.58539914435264,127393.66696721672
5,5.750780442504715,1.059464604661708,48.6753930574647,13.681273631404137,2.5943452184955254,115.80017324488176,118145.53681601537
6,0.7125404863388758,0.7631144317394176,3.0155865080809643,7.757420574531341,12.201135734859973,32.83065772481717,236285.87156410803
7,1.0912995095873712,1.9677502897404782,10.008334235507435,2.811874025787673,5.133162536873201,25.78776479874499,109039.07522549291
8,0.5757413215967528,0.7212260376998576,5.106183662920637,3.9505145848746412,4.872925789475353,35.03666017487108,112753.74322658815
9,2.8360728565082187,1.3850529009329189,22.549354900538557,4.254109284762328,2.077579351399378,33.82403235080784,125771.79564637938
10,2.4495298047965504,1.0579058077616421,19.109737539749442,6.263037771261773,2.328414676658499,48.8604007903837,128182.28401627054
11,3.192458118039358,1.1944721784657626,17.713890284495644,8.934109443886525,3.170603853413396,49.5724074137192,180223.4329538332
12,1.5349172066234702,0.21516469402447805,11.475057082060646,8.576831554169424,1.2284569965201593,64.12048235736296,133761.18268056892
13,2.1282315164256667,0.926135565958463,17.51047390168131,5.817864153515852,2.443471227757368,47.86770501113603,121540.48647542999
14,0.7751151179401092,0.13360572435457724,6.3246041626471285,3.9375133251334606,0.8697437183168881,32.128405949297736,122555.51462301935
15,5.139148787528007,1.503265323029198,20.980933541941884,13.987041230658892,3.993600398867816,57.10307185910717,244943.7617851753
16,2.678005086228497,1.5399747496230725,9.817707650660054,13.65141627971795,7.216450573626218,50.04681086714582,272772.95082711615
17,13.725262661284809,8.494925697232455,26.37873438346188,50.485563215960745,31.31703987641952,97.02876332048561,520315.43522004026
18,1.0034520329227157,2.450976188814136,12.913334091929231,3.0192730388644224,6.6900369947481195,38.85475357705871,77706.65776779276
19,4.950050072437978,12.492218178378797,9.810035464766955,18.706196058197055,44.06074570334175,37.07203847564639,504590.43600976124
20,7.721045156576954,8.40126602457404,25.674137236537888,16.57662694936791,15.613556684206422,55.120853017474815,300732.4096401895
21,3.7259548740754838,2.9678426385695995,29.94807342376679,5.1704299114754795,3.5867290612698555,41.55831722458234,124413.84196415673
22,6.063954841850599,7.745608685863832,18.973781750030653,15.791671859761651,16.145631672960757,49.411274184848274,319596.5317689397
23,3.477475287554725,3.187157937607788,13.836879038511286,13.897818151656573,12.25860518237929,55.299437885846444,251319.33854997891
24,6.049709383925383,4.648804116445713,12.072688046089725,20.2219916100289,14.181508826859805,40.3546320798827,501107.0741519615
25,11.471051941198967,12.994207635493758,61.48524710648301,20.474179224752703,21.73278762162443,109.74233011839742,186565.92403919052
26,2.8620102810541015,1.1484223409188574,9.6692560368711,8.47464899594765,2.8934293824519735,28.631466318230675,295990.7432526967
27,0.6210064426934178,0.20145316566921395,3.198190461720683,4.98551443912487,1.812368304217101,25.675457821057645,194174.31517174412
28,0.9817200266426431,0.5615690445855285,2.684371238750625,4.174124312988973,2.1706448142549744,11.413538431192684,365716.93678984605
29,0.3306789606035206,0.22839731265716684,3.810399481500885,0.0,0.0,0.0,86783.27881602295
30,0.8919014143470809,0.5310676515087002,2.496042659806242,7.700113472010443,3.485161522446352,21.54925578356297,357326.19025682664
31,1.061818943839061,0.7333898499580888,4.655742216331361,0.0,0.0,0.0,228066.52398288384
32,2.221110935918804,1.2090370545409859,4.486080671722137,4.547798721444926,1.7216117382484608,9.185399798464882,495111.67953788803
33,0.12510477787091367,0.0864088692372171,5.304786508866951,0.0,0.0,0.0,23583.376571668065
34,3.0117045406204856,1.3622683394329065,11.782587935268445,17.88298203429891,7.999277017662579,69.96297462849449,255606.37078766426
35,0.6362796172408487,0.39212521283188745,4.214354894467373,1.330533389332213,0.7295966535069297,8.812697671976421,150979.12567262902
36,0.34820842229152515,0.06726133907996146,7.388237571083177,1.5820520273939114,0.30945637441010415,33.567758503021395,47130.106326626264
37,0.0,0.0,0.0,0.0,0.0,0.0,178942.44138289575
38,7.334844771865783,11.133748078984683,29.437609389092536,21.140212807615523,31.78066711322613,84.84396689891729,249165.7754852726
39,2.8578070304851524,1.8613772139199638,9.938076020208666,12.845905298664416,10.73308182259778,44.67186973952388,287561.3976663008
40,5.397175621134783,13.229516902265159,41.868759944962,8.582718480454924,15.426828555044839,66.58070905200627,128906.98526131574
41,1.6414311746521926,0.29796182785145636,11.56335296856796,4.404797857621614,1.0428200840307518,31.030379567186714,141951.14333308052
