ID_2,Population
31077,8799
31078,9204
31079,45937
31080,163435
31081,152349
31082,202449
31083,295616
31084,332381
31085,354512
31086,1345792
31087,221567
31088,266827
31089,998519
31090,831025
31091,639604
31092,473528
31093,2414570
31094,681209
31095,3034505
31096,727590
31097,1564257
31098,2687302
31099,2017837
31100,2414441
31101,233127
31102,183057
31103,383855
31104,594945
31105,93616
31106,127667
