ID_1,DHSCLUST,O_Area_km2,P_Area_km2,Proportion
11,300,435,412,0.9471264367816092
11,235,611,579,0.9476268412438625
11,297,1223,512,0.4186426819296811
11,326,2110,1155,0.54739336492891
11,220,1938,1465,0.7559339525283798
11,22,1033,5,0.00484027105517909
11,36,2043,369,0.18061674008810572
11,148,911,903,0.991218441273326
11,8,1145,736,0.6427947598253275
11,130,1671,173,0.10353081986834231
11,40,734,734,1.0
11,57,2165,293,0.1353348729792148
11,27,2150,264,0.12279069767441861
11,212,1382,1382,1.0
11,271,631,139,0.2202852614896989
11,47,2433,2433,1.0
11,2,1002,1002,1.0
12,251,3,3,1.0
12,245,340,261,0.7676470588235295
12,306,813,397,0.4883148831488315
12,146,313,313,1.0
12,26,245,245,1.0
12,137,32,32,1.0
12,99,263,200,0.7604562737642585
12,115,353,148,0.4192634560906516
12,183,1,1,1.0
12,213,207,207,1.0
12,23,362,301,0.8314917127071824
12,65,368,368,1.0
12,43,323,323,1.0
12,90,267,221,0.8277153558052435
12,154,741,268,0.3616734143049933
12,147,693,373,0.5382395382395382
12,86,1,1,1.0
12,223,712,298,0.41853932584269665
12,227,343,0,0.0
12,42,532,480,0.9022556390977443
12,192,1950,11,0.0056410256410256415
12,341,209,209,1.0
12,200,134,134,1.0
12,80,1123,315,0.2804986642920748
12,333,37,26,0.7027027027027027
12,312,338,338,1.0
12,285,164,164,1.0
12,141,155,155,1.0
12,340,347,347,1.0
12,343,4,4,1.0
12,56,468,319,0.6816239316239316
12,350,92,53,0.5760869565217391
12,293,1,1,1.0
12,184,321,321,1.0
12,1,1542,168,0.10894941634241245
13,7,615,484,0.7869918699186992
13,31,1470,91,0.06190476190476191
13,253,931,931,1.0
13,306,813,415,0.5104551045510455
13,6,1621,1490,0.919185687847008
13,211,1020,1020,1.0
13,258,1626,749,0.46063960639606394
13,263,1693,784,0.4630832841110455
13,126,1460,11,0.007534246575342466
13,266,1933,1933,1.0
13,17,1423,1114,0.7828531271960647
13,209,1974,920,0.46605876393110435
13,338,578,79,0.13667820069204153
13,15,1429,482,0.3372988103568929
13,154,741,161,0.21727395411605938
13,147,693,184,0.26551226551226553
13,256,1531,483,0.3154800783801437
13,248,1452,1452,1.0
13,79,1041,944,0.9068203650336215
13,42,532,52,0.09774436090225563
13,192,1950,1939,0.9943589743589744
13,202,1513,1186,0.7838730998017185
13,88,1403,1403,1.0
13,295,1178,1178,1.0
14,39,1117,1066,0.954341987466428
14,290,359,359,1.0
14,101,3500,1458,0.4165714285714286
14,132,1891,1891,1.0
14,45,446,446,1.0
14,52,1927,1927,1.0
14,120,1287,1287,1.0
14,292,122,122,1.0
14,259,26,26,1.0
14,153,2665,248,0.09305816135084428
14,307,483,483,1.0
14,173,442,442,1.0
14,50,943,714,0.7571580063626723
14,109,2517,75,0.029797377830750895
14,328,2185,2185,1.0
14,268,2109,616,0.29208155523944995
14,144,2228,1380,0.6193895870736086
14,250,2985,2985,1.0
14,199,3600,75,0.020833333333333332
14,193,1049,1049,1.0
14,59,1764,21,0.011904761904761904
14,198,2942,2114,0.7185588035350102
14,280,1425,262,0.18385964912280703
14,85,408,408,1.0
14,118,1992,1992,1.0
14,262,4072,131,0.032170923379174855
14,190,2539,0,0.0
14,150,78,78,1.0
14,157,423,397,0.9385342789598109
14,139,987,987,1.0
14,309,1914,1843,0.9629049111807733
14,274,10442,6518,0.6242099214709825
14,255,527,199,0.3776091081593928
14,236,63,63,1.0
14,249,3010,0,0.0
14,162,2360,1443,0.6114406779661017
14,327,193,193,1.0
14,234,31,31,1.0
14,244,2328,2328,1.0
14,105,1615,1615,1.0
14,176,793,793,1.0
15,232,2003,675,0.33699450823764354
15,272,1764,537,0.304421768707483
15,168,1706,1025,0.6008206330597889
15,122,1622,788,0.48581997533908755
15,126,1460,22,0.015068493150684932
15,81,2569,2569,1.0
15,16,2013,273,0.13561847988077497
15,155,645,45,0.06976744186046512
15,229,630,506,0.8031746031746032
15,275,1490,1490,1.0
15,323,1375,594,0.432
15,321,1416,10,0.007062146892655367
15,53,2098,1925,0.9175405147759771
15,78,678,227,0.33480825958702065
16,261,1046,961,0.9187380497131931
16,305,1439,751,0.5218902015288395
16,177,2955,2955,1.0
16,179,1652,0,0.0
16,171,427,3,0.00702576112412178
16,80,1123,2,0.0017809439002671415
16,56,468,149,0.31837606837606836
16,1,1542,1374,0.8910505836575876
17,39,1117,51,0.045658012533572066
17,6,1621,131,0.08081431215299198
17,74,1,1,1.0
17,214,2,2,1.0
17,101,3500,2042,0.5834285714285714
17,318,86,86,1.0
17,77,2114,2114,1.0
17,281,1434,17,0.011854951185495118
17,258,1626,363,0.22324723247232472
17,51,31,31,1.0
17,347,2,2,1.0
17,5,4,4,1.0
17,161,206,189,0.9174757281553398
17,204,694,694,1.0
17,60,2,2,1.0
17,181,1203,7,0.005818786367414797
17,50,943,229,0.24284199363732767
17,109,2517,1009,0.4008740564163687
17,209,1974,244,0.12360688956433637
17,24,120,120,1.0
17,267,778,770,0.9897172236503856
17,199,3600,3506,0.9738888888888889
17,59,1764,1743,0.9880952380952381
17,322,543,536,0.9871086556169429
17,108,5,5,1.0
17,280,1425,32,0.02245614035087719
17,152,1292,25,0.01934984520123839
17,262,4072,3941,0.9678290766208252
17,283,21,21,1.0
17,157,423,25,0.0591016548463357
17,243,1,1,1.0
17,316,996,729,0.7319277108433735
17,205,1817,0,0.0
17,274,10442,301,0.028825895422332888
17,255,527,327,0.6204933586337761
17,352,3,3,1.0
17,11,36,36,1.0
17,164,1990,1849,0.9291457286432161
17,167,1338,1221,0.9125560538116592
17,339,703,703,1.0
17,91,1278,1278,1.0
17,48,43,43,1.0
17,175,1197,265,0.22138680033416874
17,202,1513,327,0.21612690019828157
17,112,562,471,0.8380782918149466
17,324,1137,1137,1.0
17,254,1575,934,0.593015873015873
18,189,1288,861,0.6684782608695652
18,172,1288,1288,1.0
18,195,2918,1658,0.5681973954763536
18,281,1434,1417,0.9881450488145049
18,247,141,141,1.0
18,240,2626,1779,0.6774562071591774
18,49,1621,0,0.0
18,181,1203,1197,0.9950124688279302
18,287,2405,2405,1.0
18,95,718,718,1.0
18,268,2109,1493,0.70791844476055
18,144,2228,733,0.32899461400359065
18,199,3600,19,0.005277777777777778
18,280,1425,1131,0.7936842105263158
18,117,1877,39,0.02077783697389451
18,190,2539,2473,0.9740055139818826
18,265,1483,1228,0.8280512474713418
18,309,1914,71,0.03709508881922675
18,215,2876,648,0.22531293463143254
18,316,996,143,0.14357429718875503
18,182,2091,125,0.05978000956480153
18,106,1477,1477,1.0
18,255,527,1,0.0018975332068311196
18,164,1990,140,0.07035175879396985
18,167,1338,117,0.08744394618834081
18,319,955,63,0.06596858638743455
18,46,1207,1207,1.0
19,301,4503,4503,1.0
19,346,589,589,1.0
19,25,1969,1969,1.0
19,140,1362,1362,1.0
19,242,385,385,1.0
19,37,638,638,1.0
19,145,2749,2749,1.0
19,308,676,676,1.0
19,18,2407,2407,1.0
19,87,444,444,1.0
19,99,263,63,0.23954372623574144
19,320,395,395,1.0
19,82,1350,1350,1.0
19,23,362,61,0.1685082872928177
19,109,2517,1432,0.5689312673818038
19,334,234,234,1.0
19,209,1974,810,0.41033434650455924
19,219,427,427,1.0
19,143,341,341,1.0
19,154,741,311,0.41970310391363025
19,133,443,443,1.0
19,256,1531,1048,0.6845199216198563
19,227,343,343,1.0
19,20,91,91,1.0
19,30,464,464,1.0
19,273,5151,5151,1.0
19,274,10442,3623,0.34696418310668453
19,314,839,839,1.0
19,197,18,18,1.0
19,249,3010,3010,1.0
19,35,310,310,1.0
19,138,875,875,1.0
19,4,570,570,1.0
19,333,37,10,0.2702702702702703
19,350,92,40,0.43478260869565216
