ID_3,DHSCLUST,O_Area_km2,P_Area_km2,Proportion
40,222,358,39,0.10893854748603352
40,28,966,261,0.2701863354037267
40,240,2626,46,0.017517136329017517
40,188,369,104,0.28184281842818426
40,117,1877,643,0.3425679275439531
41,216,1389,153,0.1101511879049676
41,113,1596,560,0.3508771929824561
41,310,2073,491,0.23685479980704294
42,300,435,23,0.052873563218390804
42,92,588,4,0.006802721088435374
42,271,631,475,0.7527733755942948
43,44,782,442,0.5652173913043478
43,34,975,18,0.018461538461538463
43,297,1223,188,0.15372035977105478
43,218,376,374,0.9946808510638298
43,92,588,39,0.0663265306122449
43,113,1596,152,0.09523809523809523
43,3,811,808,0.9963008631319359
43,127,1199,1199,1.0
44,297,1223,243,0.19869174161896974
44,218,376,2,0.005319148936170213
44,92,588,544,0.9251700680272109
44,3,811,3,0.0036991368680641184
44,271,631,17,0.02694136291600634
45,222,358,265,0.7402234636871509
45,291,899,48,0.05339265850945495
45,188,369,30,0.08130081300813008
45,10,106,15,0.14150943396226415
45,257,1570,14,0.008917197452229299
45,117,1877,663,0.3532232285562067
46,222,358,47,0.13128491620111732
46,54,512,12,0.0234375
46,22,1033,6,0.005808325266214908
46,130,1671,134,0.08019150209455415
46,291,899,582,0.6473859844271412
46,10,106,17,0.16037735849056603
46,257,1570,13,0.008280254777070064
46,117,1877,198,0.1054874800213106
47,44,782,12,0.015345268542199489
47,34,975,112,0.11487179487179487
47,54,512,83,0.162109375
47,22,1033,529,0.5121006776379478
47,8,1145,1,0.0008733624454148472
47,291,899,2,0.002224694104560623
48,222,358,7,0.019553072625698324
48,34,975,85,0.08717948717948718
48,163,143,142,0.993006993006993
48,54,512,380,0.7421875
48,28,966,169,0.17494824016563146
48,188,369,235,0.6368563685636857
48,10,106,74,0.6981132075471698
49,44,782,262,0.3350383631713555
49,34,975,581,0.5958974358974359
49,54,512,18,0.03515625
49,113,1596,5,0.003132832080200501
50,107,868,154,0.1774193548387097
50,282,932,27,0.028969957081545063
50,348,491,3,0.006109979633401222
50,122,1622,584,0.3600493218249075
50,68,448,340,0.7589285714285714
50,155,645,585,0.9069767441860465
50,289,709,54,0.076163610719323
50,78,678,299,0.4410029498525074
51,13,1076,16,0.01486988847583643
51,107,868,290,0.33410138248847926
51,66,579,159,0.27461139896373055
51,29,499,259,0.5190380761523046
51,68,448,1,0.002232142857142857
51,155,645,15,0.023255813953488372
51,289,709,551,0.7771509167842031
52,208,504,6,0.011904761904761904
52,32,631,4,0.006339144215530904
52,66,579,60,0.10362694300518134
52,69,679,672,0.9896907216494846
52,348,491,62,0.12627291242362526
52,68,448,108,0.24107142857142858
52,96,1060,50,0.04716981132075472
52,289,709,102,0.14386459802538787
52,78,678,142,0.20943952802359883
53,272,1764,457,0.2590702947845805
53,348,491,251,0.5112016293279023
53,78,678,9,0.01327433628318584
54,31,1470,29,0.019727891156462583
54,69,679,4,0.005891016200294551
54,124,1107,616,0.5564588979223125
54,272,1764,726,0.41156462585034015
54,348,491,175,0.3564154786150713
54,96,1060,86,0.08113207547169811
55,73,773,20,0.0258732212160414
55,332,1151,141,0.12250217202432667
55,33,1557,693,0.44508670520231214
55,187,1316,110,0.08358662613981763
55,205,1817,0,0.0
55,325,526,186,0.35361216730038025
56,123,408,318,0.7794117647058824
56,32,631,334,0.5293185419968305
56,296,540,162,0.3
56,73,773,118,0.15265200517464425
56,36,2043,45,0.022026431718061675
56,130,1671,61,0.036505086774386596
56,180,148,137,0.9256756756756757
56,33,1557,85,0.054592164418754016
56,100,352,132,0.375
56,125,1319,70,0.05307050796057619
56,325,526,340,0.6463878326996197
57,123,408,78,0.19117647058823528
57,296,540,325,0.6018518518518519
57,36,2043,29,0.014194811551639746
57,351,814,253,0.3108108108108108
57,180,148,11,0.07432432432432433
57,100,352,109,0.3096590909090909
58,296,540,53,0.09814814814814815
58,36,2043,1130,0.5531081742535487
58,130,1671,321,0.19210053859964094
58,351,814,7,0.0085995085995086
59,70,530,4,0.007547169811320755
59,13,1076,906,0.8420074349442379
59,220,1938,63,0.032507739938080496
59,66,579,30,0.05181347150259067
59,103,1434,457,0.3186889818688982
59,36,2043,468,0.2290748898678414
59,351,814,538,0.6609336609336609
59,100,352,79,0.22443181818181818
60,208,504,498,0.9880952380952381
60,32,631,201,0.3185419968304279
60,13,1076,72,0.06691449814126393
60,66,579,330,0.5699481865284974
60,351,814,15,0.018427518427518427
60,100,352,32,0.09090909090909091
60,289,709,2,0.0028208744710860366
61,123,408,13,0.031862745098039214
61,189,1288,427,0.33152173913043476
61,240,2626,263,0.10015232292460015
61,130,1671,407,0.24356672651107122
61,33,1557,495,0.3179190751445087
61,257,1570,1543,0.9828025477707006
61,117,1877,231,0.12306872669152903
61,265,1483,0,0.0
61,182,2091,1575,0.7532281205164992
61,319,955,27,0.028272251308900525
61,125,1319,1248,0.9461713419257013
62,31,1470,549,0.373469387755102
62,61,226,27,0.11946902654867257
62,124,1107,86,0.07768744354110207
62,272,1764,17,0.00963718820861678
62,126,1460,78,0.05342465753424658
63,7,615,131,0.21300813008130082
63,31,1470,757,0.5149659863945578
63,61,226,34,0.1504424778761062
63,263,1693,30,0.01772002362669817
63,126,1460,865,0.5924657534246576
63,17,1423,27,0.018973998594518624
63,16,2013,54,0.026825633383010434
63,299,495,159,0.3212121212121212
64,258,1626,69,0.042435424354243544
64,161,206,17,0.0825242718446602
64,263,1693,370,0.21854695806261076
64,322,543,7,0.01289134438305709
64,152,1292,662,0.5123839009287926
64,112,562,23,0.04092526690391459
65,258,1626,446,0.2742927429274293
65,152,1292,18,0.01393188854489164
65,112,562,69,0.12277580071174377
66,349,853,193,0.22626025791324736
66,263,1693,475,0.2805670407560543
66,267,778,8,0.010282776349614395
66,152,1292,588,0.4551083591331269
66,205,1817,88,0.048431480462300495
66,175,1197,910,0.7602339181286549
66,254,1575,50,0.031746031746031744
67,349,853,644,0.7549824150058617
67,61,226,165,0.7300884955752213
67,124,1107,131,0.11833785004516711
67,263,1693,35,0.02067336089781453
67,98,3,3,1.0
67,134,107,107,1.0
67,64,371,324,0.8733153638814016
67,175,1197,0,0.0
67,89,659,34,0.051593323216995446
67,299,495,336,0.6787878787878788
67,83,135,135,1.0
68,302,5,5,1.0
68,114,14,14,1.0
68,276,2,2,1.0
68,344,4,4,1.0
68,97,26,26,1.0
68,260,21,20,0.9523809523809523
68,55,1,1,1.0
68,313,3,3,1.0
68,228,4,4,1.0
68,337,10,10,1.0
68,136,16,16,1.0
68,116,32,22,0.6875
68,21,10,10,1.0
68,224,156,3,0.019230769230769232
68,194,6,6,1.0
68,156,9,9,1.0
68,76,3,3,1.0
68,237,2,2,1.0
68,252,4,4,1.0
68,160,18,18,1.0
68,288,10,10,1.0
68,217,26,23,0.8846153846153846
68,102,381,15,0.03937007874015748
68,269,231,64,0.27705627705627706
68,264,39,38,0.9743589743589743
68,284,46,46,1.0
68,329,10,10,1.0
68,151,18,15,0.8333333333333334
68,335,8,8,1.0
68,142,7,7,1.0
68,286,103,7,0.06796116504854369
68,231,2,2,1.0
68,63,3,3,1.0
68,303,204,27,0.1323529411764706
68,221,19,19,1.0
68,19,27,27,1.0
68,311,2,2,1.0
68,67,249,30,0.12048192771084337
68,58,3,3,1.0
68,277,5,5,1.0
68,93,9,9,1.0
68,239,16,16,1.0
68,9,11,11,1.0
68,210,4,4,1.0
68,165,3,3,1.0
68,317,9,9,1.0
68,71,106,29,0.27358490566037735
69,224,156,19,0.12179487179487179
69,75,687,415,0.604075691411936
69,179,1652,1398,0.8462469733656174
69,203,866,2,0.0023094688221709007
69,241,1761,6,0.0034071550255536627
69,171,427,133,0.3114754098360656
69,286,103,19,0.18446601941747573
69,303,204,43,0.2107843137254902
69,80,1123,77,0.06856634016028496
69,67,249,95,0.3815261044176707
70,224,156,54,0.34615384615384615
70,102,381,9,0.023622047244094488
70,269,231,116,0.5021645021645021
70,203,866,351,0.4053117782909931
70,151,18,3,0.16666666666666666
70,286,103,77,0.7475728155339806
70,303,204,134,0.6568627450980392
70,67,249,1,0.004016064257028112
71,116,32,10,0.3125
71,224,156,80,0.5128205128205128
71,264,39,1,0.02564102564102564
71,171,427,8,0.01873536299765808
71,303,204,1,0.004901960784313725
71,67,249,107,0.42971887550200805
72,75,687,272,0.39592430858806404
72,261,1046,85,0.08126195028680688
72,305,1439,688,0.47810979847116053
72,179,1652,37,0.022397094430992737
72,171,427,176,0.41217798594847777
72,80,1123,2,0.0017809439002671415
72,1,1542,0,0.0
73,232,2003,32,0.01597603594608088
73,238,1125,402,0.35733333333333334
73,110,1414,333,0.2355021216407355
73,158,1387,1099,0.7923576063446287
73,102,381,18,0.047244094488188976
73,269,231,40,0.17316017316017315
73,203,866,32,0.03695150115473441
74,217,26,4,0.15384615384615385
74,171,427,107,0.2505854800936768
74,67,249,16,0.0642570281124498
75,238,1125,271,0.2408888888888889
75,158,1387,288,0.2076423936553713
75,102,381,58,0.15223097112860892
75,71,106,3,0.02830188679245283
76,110,1414,496,0.3507779349363508
76,230,1182,0,0.0
77,260,21,1,0.047619047619047616
77,158,1387,0,0.0
77,102,381,282,0.7401574803149606
77,269,231,10,0.04329004329004329
77,71,106,74,0.6981132075471698
78,232,2003,908,0.45332001997004495
78,238,1125,452,0.4017777777777778
78,110,1414,2,0.0014144271570014145
78,168,1706,681,0.399179366940211
78,229,630,125,0.1984126984126984
79,31,1470,44,0.029931972789115645
79,272,1764,26,0.01473922902494331
79,126,1460,484,0.3315068493150685
79,16,2013,599,0.2975658221559861
80,232,2003,387,0.19321018472291562
80,110,1414,295,0.20862800565770862
80,17,1423,247,0.1735769501054111
80,16,2013,1087,0.5399900645802285
80,230,1182,406,0.34348561759729274
81,32,631,1,0.001584786053882726
81,73,773,498,0.6442432082794308
81,332,1151,947,0.8227628149435273
81,96,1060,1,0.0009433962264150943
81,187,1316,3,0.0022796352583586625
81,205,1817,42,0.023115024766097964
82,349,853,16,0.01875732708089097
82,73,773,4,0.00517464424320828
82,332,1151,64,0.05560382276281494
82,64,371,10,0.026954177897574125
82,96,1060,22,0.020754716981132074
82,187,1316,136,0.1033434650455927
82,205,1817,1680,0.9246009906439185
82,175,1197,22,0.018379281537176273
82,89,659,407,0.6176024279210925
82,254,1575,279,0.17714285714285713
83,32,631,93,0.1473851030110935
83,69,679,3,0.004418262150220913
83,73,773,133,0.17205692108667528
83,124,1107,274,0.24751580849141824
83,64,371,36,0.09703504043126684
83,96,1060,901,0.85
83,205,1817,7,0.003852504127682994
83,89,659,218,0.330804248861912
84,187,1316,234,0.1778115501519757
84,265,1483,81,0.05461901550910317
84,316,996,124,0.12449799196787148
84,319,955,250,0.2617801047120419
84,254,1575,312,0.1980952380952381
85,33,1557,283,0.1817597944765575
85,187,1316,833,0.6329787234042553
85,265,1483,174,0.11732973701955496
85,182,2091,392,0.1874701099952176
85,205,1817,0,0.0
85,319,955,615,0.643979057591623
86,235,611,569,0.9312602291325696
86,220,1938,694,0.35810113519091846
86,22,1033,5,0.00484027105517909
86,36,2043,369,0.18061674008810572
86,148,911,903,0.991218441273326
86,8,1145,241,0.21048034934497817
86,130,1671,173,0.10353081986834231
86,40,734,80,0.10899182561307902
87,226,1764,1666,0.9444444444444444
87,297,1223,511,0.4178250204415372
87,8,1145,38,0.03318777292576419
87,271,631,124,0.196513470681458
87,47,2433,11,0.004521167283189478
87,2,1002,624,0.6227544910179641
88,226,1764,98,0.05555555555555555
88,235,611,10,0.016366612111292964
88,297,1223,1,0.0008176614881439084
88,220,1938,208,0.10732714138286893
88,8,1145,457,0.39912663755458516
88,40,734,654,0.8910081743869209
88,212,1382,1304,0.9435600578871202
88,47,2433,538,0.22112618166872175
89,326,2110,1155,0.54739336492891
89,220,1938,564,0.29102167182662536
89,57,2165,293,0.1353348729792148
89,27,2150,264,0.12279069767441861
89,212,1382,78,0.056439942112879886
89,47,2433,1884,0.7743526510480888
90,300,435,412,0.9471264367816092
90,271,631,15,0.02377179080824089
90,2,1002,378,0.3772455089820359
91,251,3,3,1.0
91,245,340,199,0.5852941176470589
91,306,813,397,0.4883148831488315
91,146,313,144,0.46006389776357826
91,26,245,245,1.0
91,137,32,32,1.0
91,183,1,1,1.0
91,213,207,25,0.12077294685990338
91,65,368,368,1.0
91,43,323,177,0.5479876160990712
91,90,267,221,0.8277153558052435
91,147,693,373,0.5382395382395382
91,223,712,298,0.41853932584269665
91,42,532,131,0.2462406015037594
91,200,134,106,0.7910447761194029
91,312,338,26,0.07692307692307693
91,141,155,155,1.0
91,340,347,347,1.0
91,343,4,4,1.0
91,56,468,43,0.09188034188034189
91,293,1,1,1.0
91,184,321,321,1.0
92,245,340,62,0.18235294117647058
92,115,353,148,0.4192634560906516
92,80,1123,315,0.2804986642920748
92,56,468,276,0.5897435897435898
92,1,1542,168,0.10894941634241245
93,146,313,169,0.5399361022364217
93,213,207,171,0.8260869565217391
93,200,134,28,0.208955223880597
93,312,338,0,0.0
93,285,164,164,1.0
93,340,347,0,0.0
94,99,263,200,0.7604562737642585
94,213,207,12,0.057971014492753624
94,23,362,301,0.8314917127071824
94,43,323,147,0.4551083591331269
94,154,741,268,0.3616734143049933
94,86,1,1,1.0
94,227,343,0,0.0
94,42,532,350,0.6578947368421053
94,192,1950,11,0.0056410256410256415
94,341,209,209,1.0
94,333,37,26,0.7027027027027027
94,312,338,311,0.9201183431952663
94,350,92,53,0.5760869565217391
95,253,931,818,0.878625134264232
95,306,813,156,0.1918819188191882
95,338,578,79,0.13667820069204153
95,147,693,184,0.26551226551226553
95,248,1452,150,0.10330578512396695
95,79,1041,158,0.15177713736791545
96,253,931,113,0.12137486573576799
96,248,1452,115,0.07920110192837465
96,79,1041,693,0.6657060518731989
96,88,1403,627,0.44689950106913756
97,211,1020,57,0.05588235294117647
97,17,1423,542,0.3808854532677442
97,15,1429,482,0.3372988103568929
97,79,1041,71,0.06820365033621517
97,88,1403,490,0.34925160370634356
98,7,615,119,0.19349593495934958
98,211,1020,97,0.09509803921568627
98,126,1460,11,0.007534246575342466
98,17,1423,565,0.39704848910751933
98,88,1403,0,0.0
99,306,813,219,0.2693726937269373
99,266,1933,28,0.014485256078634247
99,248,1452,606,0.41735537190082644
99,192,1950,111,0.05692307692307692
100,306,813,40,0.04920049200492005
100,154,741,161,0.21727395411605938
100,256,1531,74,0.048334421946440234
100,42,532,52,0.09774436090225563
100,192,1950,1086,0.556923076923077
101,266,1933,298,0.15416451112260735
101,248,1452,315,0.21694214876033058
101,192,1950,188,0.09641025641025641
101,295,1178,632,0.5365025466893039
102,211,1020,122,0.11960784313725491
102,263,1693,155,0.0915534554046072
102,266,1933,1325,0.685463010863942
102,248,1452,264,0.18181818181818182
102,79,1041,22,0.021133525456292025
102,88,1403,286,0.20384889522451888
102,295,1178,15,0.012733446519524618
103,7,615,365,0.5934959349593496
103,31,1470,91,0.06190476190476191
103,211,1020,744,0.7294117647058823
103,263,1693,402,0.23744831659775548
103,17,1423,7,0.004919184820801124
104,258,1626,472,0.2902829028290283
104,263,1693,226,0.13349084465445954
104,266,1933,282,0.14588722193481635
104,295,1178,168,0.14261460101867574
105,6,1621,595,0.36705737199259714
105,258,1626,277,0.17035670356703567
105,248,1452,3,0.002066115702479339
105,192,1950,146,0.07487179487179488
105,202,1513,1186,0.7838730998017185
105,295,1178,362,0.3073005093378608
106,6,1621,894,0.5515114127082048
106,209,1974,920,0.46605876393110435
106,256,1531,409,0.26714565643370347
106,192,1950,409,0.20974358974358975
107,153,2665,228,0.08555347091932458
107,328,2185,1427,0.6530892448512586
107,144,2228,1367,0.6135547576301615
107,118,1992,344,0.17269076305220885
107,190,2539,0,0.0
107,309,1914,40,0.02089864158829676
108,328,2185,27,0.012356979405034324
108,198,2942,558,0.18966689326988442
108,162,2360,139,0.058898305084745764
109,328,2185,161,0.07368421052631578
109,198,2942,158,0.053704962610469066
109,118,1992,379,0.19026104417670683
109,162,2360,88,0.03728813559322034
109,244,2328,263,0.1129725085910653
110,153,2665,20,0.0075046904315197
110,328,2185,570,0.2608695652173913
110,198,2942,1154,0.3922501699524133
111,52,1927,2,0.0010378827192527244
111,198,2942,243,0.08259687287559483
111,162,2360,774,0.32796610169491525
111,244,2328,3,0.001288659793814433
112,290,359,20,0.055710306406685235
112,132,1891,1090,0.5764145954521417
112,120,1287,35,0.027195027195027196
112,139,987,351,0.3556231003039514
112,105,1615,359,0.22229102167182663
112,176,793,446,0.562421185372005
113,290,359,339,0.9442896935933147
113,307,483,252,0.5217391304347826
113,173,442,4,0.00904977375565611
113,250,2985,1054,0.35309882747068677
113,139,987,7,0.0070921985815602835
113,105,1615,564,0.3492260061919505
114,101,3500,1000,0.2857142857142857
114,109,2517,75,0.029797377830750895
114,250,2985,1204,0.4033500837520938
114,59,1764,21,0.011904761904761904
114,262,4072,131,0.032170923379174855
114,274,10442,6518,0.6242099214709825
114,249,3010,0,0.0
115,101,3500,444,0.12685714285714286
115,307,483,178,0.36853002070393376
115,173,442,4,0.00904977375565611
115,250,2985,727,0.24355108877721943
115,157,423,1,0.002364066193853428
116,132,1891,254,0.1343204653622422
116,120,1287,1094,0.85003885003885
116,244,2328,88,0.037800687285223365
116,176,793,4,0.005044136191677175
117,105,1615,692,0.4284829721362229
117,176,793,342,0.4312736443883985
118,39,1117,727,0.6508504923903312
118,268,2109,222,0.10526315789473684
118,193,1049,464,0.44232602478551003
118,280,1425,262,0.18385964912280703
118,309,1914,10,0.00522466039707419
118,255,527,199,0.3776091081593928
119,50,943,22,0.02332979851537646
119,193,1049,474,0.451858913250715
119,85,408,42,0.10294117647058823
119,309,1914,54,0.02821316614420063
119,327,193,0,0.0
120,292,122,14,0.11475409836065574
120,173,442,37,0.083710407239819
120,157,423,88,0.20803782505910165
120,236,63,37,0.5873015873015873
120,327,193,14,0.07253886010362694
120,234,31,5,0.16129032258064516
121,101,3500,9,0.0025714285714285713
121,173,442,33,0.0746606334841629
121,157,423,126,0.2978723404255319
122,132,1891,29,0.015335801163405606
122,45,446,441,0.9887892376681614
122,292,122,108,0.8852459016393442
122,259,26,26,1.0
122,173,442,36,0.08144796380090498
122,85,408,99,0.2426470588235294
122,118,1992,81,0.04066265060240964
122,150,78,78,1.0
122,139,987,547,0.5542046605876393
122,236,63,26,0.4126984126984127
122,234,31,26,0.8387096774193549
123,132,1891,429,0.22686409307244845
123,52,1927,9,0.00467047223663726
123,120,1287,159,0.12354312354312354
123,139,987,7,0.0070921985815602835
123,162,2360,40,0.01694915254237288
123,244,2328,1792,0.7697594501718213
124,39,1117,330,0.2954341987466428
124,50,943,692,0.7338282078472959
124,199,3600,75,0.020833333333333332
124,193,1049,80,0.07626310772163966
124,157,423,148,0.34988179669030733
124,327,193,97,0.5025906735751295
125,132,1891,89,0.04706504494976203
125,45,446,6,0.013452914798206279
125,118,1992,1160,0.5823293172690763
125,139,987,3,0.00303951367781155
125,309,1914,188,0.09822361546499478
125,244,2328,182,0.0781786941580756
126,101,3500,5,0.0014285714285714286
126,307,483,53,0.10973084886128365
126,173,442,327,0.7398190045248869
126,157,423,34,0.08037825059101655
126,139,987,72,0.0729483282674772
127,39,1117,9,0.008057296329453895
127,268,2109,394,0.18681839734471314
127,144,2228,13,0.0058348294434470375
127,193,1049,24,0.022878932316491896
127,118,1992,29,0.014558232931726908
127,309,1914,1511,0.7894461859979102
128,193,1049,7,0.00667302192564347
128,85,408,267,0.6544117647058824
128,118,1992,1,0.000502008032128514
128,309,1914,39,0.02037617554858934
128,327,193,82,0.42487046632124353
128,234,31,0,0.0
129,52,1927,488,0.2532433834976648
129,162,2360,14,0.005932203389830509
130,52,1927,1428,0.7410482615464452
130,162,2360,388,0.16440677966101694
131,232,2003,307,0.15327009485771342
131,272,1764,97,0.054988662131519275
131,81,2569,1656,0.6446087971973531
131,16,2013,247,0.12270243417784402
131,275,1490,274,0.18389261744966443
132,229,630,373,0.5920634920634921
132,323,1375,594,0.432
132,53,2098,897,0.4275500476644423
133,232,2003,368,0.18372441337993012
133,168,1706,1025,0.6008206330597889
133,81,2569,696,0.2709225379525107
133,229,630,132,0.20952380952380953
133,275,1490,4,0.0026845637583892616
133,53,2098,808,0.3851286939942803
134,272,1764,269,0.15249433106575963
134,126,1460,22,0.015068493150684932
134,81,2569,217,0.08446866485013624
134,16,2013,26,0.012916045702930949
134,275,1490,2,0.0013422818791946308
135,122,1622,788,0.48581997533908755
135,155,645,45,0.06976744186046512
135,275,1490,1077,0.7228187919463087
135,321,1416,10,0.007062146892655367
135,53,2098,220,0.10486177311725453
135,78,678,48,0.07079646017699115
136,272,1764,172,0.09750566893424037
136,275,1490,133,0.08926174496644296
136,78,678,179,0.2640117994100295
137,261,1046,162,0.15487571701720843
