ID_3,DHSCLUST,O_Area_km2,P_Area_km2,Proportion
137,305,1439,564,0.3919388464211258
137,177,2955,506,0.1712351945854484
138,261,1046,595,0.5688336520076482
138,305,1439,37,0.02571230020847811
138,177,2955,1,0.00033840947546531303
138,171,427,3,0.00702576112412178
139,305,1439,150,0.10423905489923559
139,177,2955,258,0.08730964467005076
139,179,1652,0,0.0
139,80,1123,2,0.0017809439002671415
139,56,468,149,0.31837606837606836
139,1,1542,1374,0.8910505836575876
140,261,1046,12,0.011472275334608031
140,177,2955,1329,0.449746192893401
141,261,1046,193,0.18451242829827916
141,177,2955,861,0.2913705583756345
142,181,1203,1,0.0008312551953449709
142,267,778,1,0.0012853470437017994
142,316,996,653,0.6556224899598394
142,167,1338,167,0.12481315396113603
142,254,1575,315,0.2
143,204,694,1,0.001440922190201729
143,181,1203,5,0.004156275976724855
143,316,996,14,0.014056224899598393
143,164,1990,43,0.021608040201005024
143,167,1338,715,0.5343796711509716
144,204,694,192,0.276657060518732
144,164,1990,89,0.04472361809045226
144,167,1338,335,0.25037369207772797
144,324,1137,27,0.023746701846965697
145,74,1,1,1.0
145,214,2,2,1.0
145,318,86,86,1.0
145,77,2114,185,0.08751182592242195
145,51,31,31,1.0
145,347,2,2,1.0
145,5,4,4,1.0
145,161,206,87,0.4223300970873786
145,204,694,53,0.07636887608069164
145,60,2,2,1.0
145,24,120,118,0.9833333333333333
145,322,543,29,0.053406998158379376
145,108,5,5,1.0
145,283,21,21,1.0
145,243,1,1,1.0
145,352,3,3,1.0
145,11,36,36,1.0
145,91,1278,805,0.6298904538341158
145,48,43,42,0.9767441860465116
145,112,562,221,0.3932384341637011
145,324,1137,30,0.026385224274406333
146,77,2114,55,0.026017029328287606
146,258,1626,363,0.22324723247232472
146,91,1278,400,0.3129890453834116
146,202,1513,258,0.17052214144084601
146,112,562,182,0.3238434163701068
147,204,694,449,0.6469740634005764
147,24,120,2,0.016666666666666666
147,322,543,54,0.09944751381215469
147,316,996,8,0.008032128514056224
147,167,1338,3,0.002242152466367713
147,91,1278,1,0.000782472613458529
147,324,1137,15,0.013192612137203167
148,161,206,102,0.49514563106796117
148,267,778,97,0.12467866323907455
148,322,543,165,0.30386740331491713
148,152,1292,25,0.01934984520123839
148,175,1197,3,0.002506265664160401
148,112,562,68,0.12099644128113879
149,6,1621,64,0.03948180135718692
149,77,2114,193,0.0912961210974456
149,109,2517,328,0.13031386571315057
149,209,1974,244,0.12360688956433637
149,59,1764,45,0.025510204081632654
150,77,2114,124,0.0586565752128666
150,262,4072,1261,0.3096758349705305
150,324,1137,61,0.05364995602462621
151,77,2114,704,0.3330179754020814
151,109,2517,681,0.27056019070321813
151,59,1764,1698,0.9625850340136054
151,262,4072,190,0.046660117878192534
151,274,10442,118,0.011300517142309903
151,339,703,670,0.9530583214793741
152,101,3500,24,0.006857142857142857
152,199,3600,31,0.008611111111111111
152,262,4072,2111,0.5184184675834971
152,274,10442,183,0.017525378280022985
152,339,703,33,0.04694167852062589
153,77,2114,465,0.21996215704824976
153,202,1513,30,0.01982815598149372
154,6,1621,68,0.041949413942011106
154,77,2114,384,0.1816461684011353
154,202,1513,40,0.026437541308658295
155,281,1434,17,0.011854951185495118
155,199,3600,245,0.06805555555555555
155,280,1425,29,0.020350877192982456
155,262,4072,6,0.0014734774066797642
155,164,1990,945,0.4748743718592965
155,324,1137,111,0.09762532981530343
156,77,2114,4,0.001892147587511826
156,262,4072,5,0.0012278978388998035
156,164,1990,435,0.2185929648241206
156,91,1278,72,0.056338028169014086
156,324,1137,889,0.781882145998241
157,101,3500,245,0.07
157,50,943,45,0.04772004241781548
157,199,3600,3026,0.8405555555555555
157,280,1425,3,0.002105263157894737
157,262,4072,367,0.09012770137524558
157,255,527,1,0.0018975332068311196
157,164,1990,337,0.16934673366834171
157,324,1137,4,0.003518029903254178
158,101,3500,1773,0.5065714285714286
158,50,943,184,0.1951219512195122
158,157,423,25,0.0591016548463357
159,39,1117,51,0.045658012533572066
159,199,3600,204,0.056666666666666664
159,255,527,326,0.618595825426945
160,161,206,1,0.0048543689320388345
160,267,778,673,0.8650385604113111
160,322,543,288,0.5303867403314917
160,316,996,54,0.05421686746987952
160,205,1817,0,0.0
160,48,43,1,0.023255813953488372
160,175,1197,261,0.21804511278195488
160,254,1575,619,0.39301587301587304
161,287,2405,197,0.08191268191268192
161,268,2109,1261,0.5979137031768611
161,144,2228,716,0.3213644524236984
161,190,2539,542,0.2134698700275699
161,309,1914,71,0.03709508881922675
161,106,1477,338,0.22884224779959378
162,265,1483,420,0.28320971004720163
162,182,2091,19,0.009086561453849833
162,319,955,63,0.06596858638743455
163,181,1203,365,0.3034081463009144
163,265,1483,430,0.2899527983816588
163,316,996,143,0.14357429718875503
163,167,1338,45,0.033632286995515695
164,281,1434,28,0.019525801952580194
164,181,1203,120,0.09975062344139651
164,95,718,683,0.9512534818941504
164,280,1425,1,0.0007017543859649122
164,265,1483,369,0.24881995954147
164,182,2091,5,0.0023912003825920613
164,106,1477,187,0.12660798916723087
164,46,1207,598,0.49544324772162385
165,268,2109,232,0.11000474158368895
165,280,1425,115,0.08070175438596491
165,106,1477,859,0.5815842924847664
165,46,1207,2,0.0016570008285004142
166,281,1434,1389,0.9686192468619247
166,181,1203,712,0.5918536990856192
166,95,718,23,0.03203342618384401
166,268,2109,0,0.0
166,199,3600,19,0.005277777777777778
166,280,1425,1015,0.712280701754386
166,255,527,1,0.0018975332068311196
166,164,1990,140,0.07035175879396985
166,167,1338,72,0.053811659192825115
167,195,2918,668,0.2289239204934887
167,287,2405,89,0.03700623700623701
167,190,2539,346,0.13627412367073652
167,215,2876,648,0.22531293463143254
168,172,1288,348,0.2701863354037267
168,287,2405,153,0.06361746361746362
168,106,1477,93,0.06296547054840894
168,46,1207,161,0.13338856669428334
169,287,2405,1321,0.5492723492723492
169,190,2539,10,0.003938558487593541
170,189,1288,324,0.2515527950310559
170,172,1288,76,0.059006211180124224
170,247,141,3,0.02127659574468085
170,95,718,12,0.016713091922005572
170,265,1483,9,0.006068779501011463
170,182,2091,101,0.048302247728359636
170,46,1207,417,0.34548467274233635
171,49,1621,0,0.0
171,287,2405,76,0.0316008316008316
171,144,2228,17,0.00763016157989228
171,190,2539,1575,0.6203229617959827
172,189,1288,537,0.4169254658385093
172,172,1288,712,0.5527950310559007
172,247,141,133,0.9432624113475178
172,240,2626,167,0.06359482102056359
172,287,2405,85,0.035343035343035345
172,46,1207,29,0.024026512013256007
173,240,2626,758,0.2886519421172887
173,117,1877,39,0.02077783697389451
174,172,1288,152,0.11801242236024845
174,195,2918,990,0.339273474982865
174,247,141,4,0.028368794326241134
174,240,2626,854,0.32520944402132523
174,287,2405,484,0.20124740124740126
175,25,1969,1400,0.7110208227526663
175,140,1362,216,0.15859030837004406
175,308,676,676,1.0
175,18,2407,2394,0.9945990859991691
175,87,444,356,0.8018018018018018
175,320,395,395,1.0
175,334,234,234,1.0
175,143,341,268,0.7859237536656891
175,20,91,91,1.0
175,30,464,385,0.8297413793103449
175,273,5151,2,0.00038827412152980003
175,314,839,179,0.2133492252681764
175,197,18,18,1.0
175,249,3010,128,0.0425249169435216
175,35,310,310,1.0
176,140,1362,955,0.7011747430249633
176,109,2517,712,0.28287644020659514
176,209,1974,642,0.3252279635258359
176,314,839,182,0.2169249106078665
176,138,875,297,0.3394285714285714
177,301,4503,1650,0.36642238507661556
177,25,1969,386,0.19603859827323514
177,145,2749,2749,1.0
177,18,2407,13,0.00540091400083091
177,82,1350,1035,0.7666666666666667
177,109,2517,95,0.03774334525228447
177,273,5151,5148,0.9994175888177053
177,274,10442,3004,0.28768435165677075
177,249,3010,1427,0.4740863787375415
178,301,4503,540,0.11992005329780146
178,82,1350,314,0.2325925925925926
179,25,1969,183,0.09294057897409853
179,140,1362,191,0.14023494860499267
179,109,2517,625,0.24831148192292413
179,273,5151,1,0.00019413706076490002
179,249,3010,1455,0.4833887043189369
180,301,4503,2312,0.5134354874528092
180,274,10442,619,0.05927983144991381
181,87,444,20,0.04504504504504504
181,219,427,70,0.16393442622950818
181,143,341,72,0.21114369501466276
181,4,570,372,0.6526315789473685
182,37,638,21,0.032915360501567396
182,209,1974,168,0.0851063829787234
182,256,1531,789,0.5153494448073155
182,314,839,1,0.0011918951132300357
182,138,875,559,0.6388571428571429
183,346,589,2,0.003395585738539898
183,242,385,385,1.0
183,37,638,602,0.9435736677115988
183,99,263,63,0.23954372623574144
183,23,362,61,0.1685082872928177
183,219,427,73,0.17096018735362997
183,154,741,311,0.41970310391363025
183,133,443,247,0.5575620767494357
183,256,1531,138,0.09013716525146963
183,227,343,343,1.0
183,4,570,46,0.08070175438596491
183,333,37,10,0.2702702702702703
183,350,92,40,0.43478260869565216
184,346,589,587,0.9966044142614601
184,37,638,15,0.023510971786833857
184,87,444,69,0.1554054054054054
184,256,1531,120,0.07838014369693011
184,30,464,79,0.17025862068965517
184,314,839,477,0.5685339690107271
184,138,875,19,0.021714285714285714
184,4,570,132,0.23157894736842105
185,219,427,284,0.6651053864168618
185,133,443,196,0.44243792325056436
185,4,570,21,0.03684210526315789
